timestamp_begin_et,timestamp_end_et,CT,ME,NH,NEMA,RI,SEMA,VT,WCMA,System Total
2021-08-11 08:00:00,2021-08-11 09:00:00,3972.35,1561.398,1663.504,3430.259,1174.859,2133.666,759.299,2271.552,16966.887
2021-08-11 09:00:00,2021-08-11 10:00:00,4228.798,1618.542,1759.565,3668.353,1280.81,2259.919,736.195,2358.479,17910.661
2021-08-11 10:00:00,2021-08-11 11:00:00,4498.712,1659.775,1870.621,3896.814,1379.972,2398.658,707.059,2473.398,18885.009
2021-08-11 11:00:00,2021-08-11 12:00:00,4793.474,1699.44,1966.0,4103.466,1464.577,2534.801,639.059,2594.008,19794.825
2021-08-11 12:00:00,2021-08-11 13:00:00,5115.679,1725.464,2056.193,4294.265,1540.391,2671.279,669.427,2706.107,20778.805
2021-08-11 13:00:00,2021-08-11 14:00:00,5441.841,1747.397,2151.748,4472.368,1608.761,2799.904,650.513,2823.067,21695.599
2021-08-11 14:00:00,2021-08-11 15:00:00,5690.921,1768.485,2210.401,4592.815,1661.815,2892.896,664.478,2932.255,22414.066
2021-08-11 15:00:00,2021-08-11 16:00:00,5894.522,1784.087,2259.118,4737.085,1689.65,3000.824,704.81,3037.278,23107.374
2021-08-11 16:00:00,2021-08-11 17:00:00,5980.41,1824.936,2300.912,4795.511,1674.5,3067.556,785.828,3096.479,23526.132
2021-08-11 17:00:00,2021-08-11 18:00:00,6020.407,1851.976,2328.654,4833.126,1666.352,3118.957,851.873,3174.12,23845.465
2021-08-11 18:00:00,2021-08-11 19:00:00,5791.049,1834.411,2307.877,4708.618,1616.317,3074.288,838.941,3179.528,23351.029
2021-08-11 19:00:00,2021-08-11 20:00:00,5624.962,1798.125,2240.325,4574.462,1558.491,2971.026,854.444,3123.401,22745.236
2021-08-11 20:00:00,2021-08-11 21:00:00,5457.342,1757.897,2180.08,4435.699,1500.983,2863.322,848.587,3057.184,22101.094
2021-08-11 21:00:00,2021-08-11 22:00:00,5083.024,1649.643,2041.108,4210.588,1415.906,2669.671,847.179,2889.752,20806.871
2021-08-11 22:00:00,2021-08-11 23:00:00,4630.755,1518.048,1870.165,3920.351,1301.77,2423.262,799.94,2671.487,19135.778
2021-08-11 23:00:00,2021-08-12 00:00:00,4199.059,1410.279,1707.934,3632.621,1190.054,2193.372,737.538,2460.186,17531.043
2021-08-12 00:00:00,2021-08-12 01:00:00,3854.759,1366.851,1590.074,3396.885,1105.557,2019.344,684.628,2299.26,16317.358
2021-08-12 01:00:00,2021-08-12 02:00:00,3618.975,1295.014,1508.913,3214.084,1043.498,1901.15,658.756,2181.134,15421.524
2021-08-12 02:00:00,2021-08-12 03:00:00,3460.521,1259.979,1450.141,3098.056,1002.066,1823.715,640.859,2095.47,14830.807
2021-08-12 03:00:00,2021-08-12 04:00:00,3356.649,1257.613,1417.706,3032.436,976.332,1780.866,632.831,2045.378,14499.811
2021-08-12 04:00:00,2021-08-12 05:00:00,3346.851,1277.981,1424.127,3033.434,974.091,1794.659,637.505,2040.094,14528.742
2021-08-12 05:00:00,2021-08-12 06:00:00,3476.027,1331.197,1483.82,3132.723,1002.57,1853.207,669.42,2110.155,15059.119
2021-08-12 06:00:00,2021-08-12 07:00:00,3703.344,1436.693,1602.121,3338.825,1068.605,1965.517,714.745,2236.791,16066.641
2021-08-12 07:00:00,2021-08-12 08:00:00,4001.416,1593.214,1757.245,3557.843,1157.062,2128.784,742.969,2371.299,17309.832
2021-08-12 08:00:00,2021-08-12 09:00:00,4292.338,1737.179,1909.466,3749.717,1228.011,2253.444,732.926,2489.448,18392.529
2021-08-12 09:00:00,2021-08-12 10:00:00,4617.094,1815.519,2028.579,3935.75,1322.947,2327.972,694.537,2580.768,19323.166
2021-08-12 10:00:00,2021-08-12 11:00:00,4956.567,1898.365,2145.64,4188.165,1437.593,2447.004,644.513,2681.537,20399.384
2021-08-12 11:00:00,2021-08-12 12:00:00,5296.662,1952.454,2238.791,4443.584,1520.988,2635.957,638.34,2761.735,21488.511
2021-08-12 12:00:00,2021-08-12 13:00:00,5625.031,2040.509,2313.153,4625.727,1611.127,2807.074,664.719,2873.259,22560.599
2021-08-12 13:00:00,2021-08-12 14:00:00,5943.665,2069.2,2378.94,4756.319,1690.922,2960.202,712.064,2994.863,23506.175
2021-08-12 14:00:00,2021-08-12 15:00:00,6142.091,2061.271,2409.708,4879.495,1746.014,3074.807,780.524,3066.119,24160.029
2021-08-12 15:00:00,2021-08-12 16:00:00,6295.653,1985.317,2429.42,4912.339,1779.17,3175.949,817.619,3133.589,24529.056
2021-08-12 16:00:00,2021-08-12 17:00:00,6305.756,1982.005,2435.977,4931.192,1763.898,3224.291,840.949,3191.05,24675.118
2021-08-12 17:00:00,2021-08-12 18:00:00,6328.858,2034.693,2435.06,4971.356,1755.445,3275.908,841.399,3201.644,24844.363
2021-08-12 18:00:00,2021-08-12 19:00:00,5998.578,2002.834,2356.809,4866.941,1713.258,3237.754,843.312,3034.673,24054.159
2021-08-12 19:00:00,2021-08-12 20:00:00,5718.03,1967.599,2239.437,4755.309,1620.609,3125.518,847.727,2916.34,23190.569
2021-08-12 20:00:00,2021-08-12 21:00:00,5513.105,1964.042,2146.212,4438.594,1514.68,2932.693,864.523,2829.074,22202.923
2021-08-12 21:00:00,2021-08-12 22:00:00,5129.143,1854.729,1999.865,4181.445,1418.41,2714.769,844.42,2664.223,20807.004
2021-08-12 22:00:00,2021-08-12 23:00:00,4644.199,1716.202,1826.214,3897.806,1300.391,2460.393,794.333,2470.085,19109.623
2021-08-12 23:00:00,2021-08-13 00:00:00,4236.309,1611.856,1667.207,3589.839,1182.731,2224.117,725.607,2280.636,17518.302
2021-08-13 00:00:00,2021-08-13 01:00:00,3905.791,1498.321,1547.446,3353.13,1097.452,2046.335,680.222,2143.241,16271.938
2021-08-13 01:00:00,2021-08-13 02:00:00,3705.577,1444.316,1467.526,3185.604,1038.438,1925.732,651.135,2029.706,15448.034
2021-08-13 02:00:00,2021-08-13 03:00:00,3549.018,1392.985,1410.954,3067.496,1005.802,1847.331,628.504,1955.872,14857.962
2021-08-13 03:00:00,2021-08-13 04:00:00,3424.666,1371.579,1376.574,2981.579,987.963,1800.303,617.109,1913.238,14473.011
2021-08-13 04:00:00,2021-08-13 05:00:00,3396.202,1371.561,1377.928,2978.865,984.028,1794.344,620.379,1915.997,14439.304
2021-08-13 05:00:00,2021-08-13 06:00:00,3489.19,1415.348,1428.469,3087.06,1008.719,1842.026,647.505,1992.061,14910.378
2021-08-13 06:00:00,2021-08-13 07:00:00,3681.149,1533.802,1527.426,3281.246,1065.423,1953.973,685.174,2110.982,15839.175
2021-08-13 07:00:00,2021-08-13 08:00:00,4020.434,1693.145,1685.613,3563.124,1180.211,2147.472,706.691,2266.572,17263.262
2021-08-13 08:00:00,2021-08-13 09:00:00,4379.514,1828.458,1838.793,3861.395,1301.92,2338.581,680.946,2398.741,18628.348
2021-08-13 09:00:00,2021-08-13 10:00:00,4729.561,1935.155,1945.232,4116.126,1419.323,2530.034,632.458,2504.995,19812.884
2021-08-13 10:00:00,2021-08-13 11:00:00,5090.556,1995.82,2042.766,4270.636,1530.597,2693.308,608.338,2620.904,20852.925
2021-08-13 11:00:00,2021-08-13 12:00:00,5424.564,2028.715,2132.935,4446.709,1623.097,2867.621,604.781,2741.972,21870.394
2021-08-13 12:00:00,2021-08-13 13:00:00,5699.294,2043.75,2213.017,4618.853,1691.946,3004.965,608.108,2853.16,22733.093
2021-08-13 13:00:00,2021-08-13 14:00:00,5949.782,2068.147,2279.124,4751.447,1744.895,3129.706,623.205,2969.899,23516.205
2021-08-13 14:00:00,2021-08-13 15:00:00,6132.729,2066.541,2321.918,4822.435,1782.84,3221.325,646.558,3046.155,24040.501
2021-08-13 15:00:00,2021-08-13 16:00:00,6249.227,2070.436,2343.747,4833.029,1797.179,3269.142,689.374,3086.985,24339.119
2021-08-13 16:00:00,2021-08-13 17:00:00,6239.068,2060.956,2352.245,4781.422,1784.934,3280.054,756.679,3099.713,24355.071
2021-08-13 17:00:00,2021-08-13 18:00:00,6267.492,2057.188,2349.053,4747.133,1772.125,3307.732,852.161,3152.166,24505.050
2021-08-13 18:00:00,2021-08-13 19:00:00,6138.338,2002.926,2294.95,4588.62,1719.704,3245.056,879.639,3165.831,24035.064
2021-08-13 19:00:00,2021-08-13 20:00:00,5948.857,1929.044,2201.182,4429.782,1651.466,3138.115,885.199,3115.65,23299.295
2021-08-13 20:00:00,2021-08-13 21:00:00,5718.127,1877.827,2131.148,4288.887,1582.656,3022.382,881.151,3026.758,22528.936
2021-08-13 21:00:00,2021-08-13 22:00:00,5357.437,1773.612,1985.873,4109.497,1490.824,2820.447,865.444,2857.37,21260.504
2021-08-13 22:00:00,2021-08-13 23:00:00,4929.477,1685.944,1816.312,3891.366,1375.079,2571.952,807.289,2650.738,19728.157
2021-08-13 23:00:00,2021-08-14 00:00:00,4507.25,1552.069,1654.281,3633.317,1263.474,2336.619,752.74,2455.596,18155.346
2021-08-14 00:00:00,2021-08-14 01:00:00,4152.78,1427.592,1544.425,3416.906,1168.35,2141.798,700.825,2292.688,16845.364
2021-08-14 01:00:00,2021-08-14 02:00:00,3879.438,1361.048,1471.581,3235.339,1097.301,1993.346,667.714,2165.256,15871.023
2021-08-14 02:00:00,2021-08-14 03:00:00,3686.944,1314.253,1415.833,3126.924,1047.606,1888.717,645.535,2077.644,15203.456
2021-08-14 03:00:00,2021-08-14 04:00:00,3540.156,1260.227,1373.694,3039.104,1011.753,1823.656,632.798,2015.545,14696.933
2021-08-14 04:00:00,2021-08-14 05:00:00,3459.623,1235.344,1359.198,2990.336,993.536,1796.198,628.362,1979.445,14442.042
2021-08-14 05:00:00,2021-08-14 06:00:00,3452.231,1259.394,1374.839,2993.923,997.428,1803.353,635.539,1983.069,14499.776
2021-08-14 06:00:00,2021-08-14 07:00:00,3499.105,1344.927,1417.999,3066.928,1027.125,1857.942,646.08,2006.873,14866.979
2021-08-14 07:00:00,2021-08-14 08:00:00,3747.411,1450.602,1531.921,3248.561,1109.253,1992.995,663.208,2102.342,15846.293
2021-08-14 08:00:00,2021-08-14 09:00:00,4067.644,1597.832,1694.447,3518.535,1228.381,2186.263,687.429,2242.535,17223.066
2021-08-14 09:00:00,2021-08-14 10:00:00,4285.19,1708.011,1831.008,3778.273,1362.615,2370.957,686.228,2403.798,18426.08
2021-08-14 10:00:00,2021-08-14 11:00:00,4364.395,1796.478,1919.414,4027.58,1453.378,2592.838,634.88,2466.556,19255.519
2021-08-14 11:00:00,2021-08-14 12:00:00,4437.672,1870.823,1951.865,4096.593,1472.975,2769.779,571.983,2446.621,19618.311
2021-08-14 12:00:00,2021-08-14 13:00:00,4638.381,1909.97,1993.08,4208.227,1481.462,2771.524,555.399,2431.977,19990.02
2021-08-14 13:00:00,2021-08-14 14:00:00,4942.228,1917.312,2026.971,4158.949,1482.423,2790.268,519.883,2459.795,20297.829
2021-08-14 14:00:00,2021-08-14 15:00:00,5107.098,1898.825,2044.274,4217.221,1550.435,2762.948,481.373,2547.565,20609.739
2021-08-14 15:00:00,2021-08-14 16:00:00,5255.576,1894.701,2047.649,4309.887,1603.073,2866.756,482.512,2592.912,21053.066
2021-08-14 16:00:00,2021-08-14 17:00:00,5330.924,1874.855,2048.124,4364.16,1610.261,2982.843,539.692,2657.197,21408.056
2021-08-14 17:00:00,2021-08-14 18:00:00,5280.729,1885.87,2039.895,4367.518,1620.133,3067.66,626.335,2704.987,21593.127
2021-08-14 18:00:00,2021-08-14 19:00:00,5115.768,1816.65,1970.015,4256.373,1578.695,3034.346,695.595,2682.916,21150.358
2021-08-14 19:00:00,2021-08-14 20:00:00,4787.802,1740.475,1849.063,4072.258,1514.836,2908.227,713.884,2560.461,20147.006
2021-08-14 20:00:00,2021-08-14 21:00:00,4496.59,1702.37,1762.241,3896.489,1457.139,2796.685,703.954,2448.393,19263.861
2021-08-14 21:00:00,2021-08-14 22:00:00,4178.988,1568.237,1623.326,3637.985,1357.933,2610.223,673.995,2295.789,17946.476
2021-08-14 22:00:00,2021-08-14 23:00:00,3811.931,1443.998,1477.321,3363.934,1239.519,2370.785,628.93,2112.701,16449.119
2021-08-14 23:00:00,2021-08-15 00:00:00,3475.441,1314.549,1336.441,3103.812,1119.334,2134.792,578.127,1943.752,15006.248
2021-08-15 00:00:00,2021-08-15 01:00:00,3193.923,1211.468,1233.535,2895.925,1024.934,1925.845,543.583,1800.871,13830.084
2021-08-15 01:00:00,2021-08-15 02:00:00,3000.342,1151.432,1153.951,2718.343,972.654,1780.117,517.205,1690.014,12984.058
2021-08-15 02:00:00,2021-08-15 03:00:00,2842.332,1111.38,1103.75,2601.479,929.301,1696.426,500.659,1617.545,12402.872
2021-08-15 03:00:00,2021-08-15 04:00:00,2724.427,1084.747,1072.018,2487.905,896.808,1628.057,489.537,1559.81,11943.309
2021-08-15 04:00:00,2021-08-15 05:00:00,2639.987,1077.479,1047.899,2410.806,868.51,1577.27,484.59,1524.113,11630.654
2021-08-15 05:00:00,2021-08-15 06:00:00,2607.142,1088.6,1045.738,2365.941,846.862,1539.31,486.173,1510.462,11490.228
2021-08-15 06:00:00,2021-08-15 07:00:00,2595.133,1127.059,1064.248,2364.576,839.432,1528.731,489.091,1505.692,11513.962
2021-08-15 07:00:00,2021-08-15 08:00:00,2710.385,1221.485,1135.314,2436.372,887.411,1579.796,470.314,1535.067,11976.144
2021-08-15 08:00:00,2021-08-15 09:00:00,2885.505,1330.245,1229.833,2542.118,948.961,1656.303,417.547,1564.376,12574.888
2021-08-15 09:00:00,2021-08-15 10:00:00,3045.043,1395.923,1295.704,2648.209,1005.693,1725.532,368.118,1572.577,13056.799
2021-08-15 10:00:00,2021-08-15 11:00:00,3184.523,1440.386,1345.295,2729.785,1058.764,1790.721,342.221,1595.991,13487.686
2021-08-15 11:00:00,2021-08-15 12:00:00,3332.126,1479.296,1376.157,2814.205,1097.864,1859.568,328.31,1633.487,13921.013
2021-08-15 12:00:00,2021-08-15 13:00:00,3493.747,1482.806,1407.524,2902.52,1134.196,1933.189,312.965,1710.609,14377.556
2021-08-15 13:00:00,2021-08-15 14:00:00,3650.273,1479.922,1432.99,2987.731,1170.258,1983.699,300.288,1725.215,14730.376
2021-08-15 14:00:00,2021-08-15 15:00:00,3797.849,1486.144,1458.961,3034.468,1191.531,2049.492,309.902,1779.168,15107.515
2021-08-15 15:00:00,2021-08-15 16:00:00,3991.781,1516.574,1499.695,3107.754,1220.72,2111.72,347.501,1867.545,15663.29
2021-08-15 16:00:00,2021-08-15 17:00:00,4198.822,1565.927,1550.32,3207.423,1261.659,2212.771,430.359,2009.978,16437.259
2021-08-15 17:00:00,2021-08-15 18:00:00,4363.828,1598.208,1589.186,3297.595,1270.798,2309.908,528.812,2142.582,17100.917
2021-08-15 18:00:00,2021-08-15 19:00:00,4306.033,1566.431,1564.692,3299.53,1247.223,2303.154,609.502,2185.259,17081.824
2021-08-15 19:00:00,2021-08-15 20:00:00,4106.566,1532.744,1510.366,3217.236,1190.83,2204.278,639.804,2145.906,16547.73
2021-08-15 20:00:00,2021-08-15 21:00:00,3996.388,1503.053,1472.226,3172.152,1160.34,2125.177,640.512,2107.369,16177.217
2021-08-15 21:00:00,2021-08-15 22:00:00,3753.83,1396.551,1368.671,3046.064,1094.622,1977.606,613.31,1986.306,15236.96
2021-08-15 22:00:00,2021-08-15 23:00:00,3448.07,1274.091,1240.217,2855.071,1007.987,1792.686,570.713,1840.834,14029.669
2021-08-15 23:00:00,2021-08-16 00:00:00,3142.146,1150.629,1128.933,2650.008,928.317,1620.733,526.931,1706.786,12854.483
2021-08-16 00:00:00,2021-08-16 01:00:00,2897.211,1072.367,1053.562,2468.334,865.041,1487.268,497.542,1599.007,11940.332
2021-08-16 01:00:00,2021-08-16 02:00:00,2725.708,1027.848,1004.167,2349.245,817.469,1398.99,480.003,1514.082,11317.512
2021-08-16 02:00:00,2021-08-16 03:00:00,2618.774,1003.771,974.454,2277.448,785.955,1343.033,470.646,1472.032,10946.113
2021-08-16 03:00:00,2021-08-16 04:00:00,2563.564,1004.409,966.005,2232.961,767.131,1316.297,465.709,1448.351,10764.427
2021-08-16 04:00:00,2021-08-16 05:00:00,2589.467,1031.685,987.355,2243.061,772.125,1335.973,473.252,1467.956,10900.874
2021-08-16 05:00:00,2021-08-16 06:00:00,2716.568,1097.491,1058.079,2345.829,803.037,1405.311,503.155,1547.516,11476.986
2021-08-16 06:00:00,2021-08-16 07:00:00,2905.538,1191.491,1153.972,2494.628,853.645,1498.491,541.172,1664.596,12303.533
2021-08-16 07:00:00,2021-08-16 08:00:00,3131.203,1306.973,1263.863,2676.138,933.976,1619.025,544.088,1769.376,13244.642
2021-08-16 08:00:00,2021-08-16 09:00:00,3298.534,1395.453,1344.747,2822.215,988.4,1711.853,486.68,1823.431,13871.313
2021-08-16 09:00:00,2021-08-16 10:00:00,3396.123,1456.101,1389.574,2932.687,1033.543,1782.747,416.052,1818.91,14225.737
2021-08-16 10:00:00,2021-08-16 11:00:00,3531.893,1491.109,1441.998,3029.233,1088.779,1833.746,380.439,1832.592,14629.789
2021-08-16 11:00:00,2021-08-16 12:00:00,3716.416,1522.677,1485.147,3124.54,1142.763,1907.642,376.905,1869.108,15145.198
2021-08-16 12:00:00,2021-08-16 13:00:00,3882.244,1538.603,1523.851,3205.746,1200.401,1980.364,384.988,1933.975,15650.172
2021-08-16 13:00:00,2021-08-16 14:00:00,4069.187,1560.427,1565.646,3287.655,1250.083,2070.424,406.852,1993.792,16204.066
2021-08-16 14:00:00,2021-08-16 15:00:00,4256.729,1577.233,1591.568,3351.295,1277.234,2141.76,431.495,2069.093,16696.407
2021-08-16 15:00:00,2021-08-16 16:00:00,4425.733,1586.605,1616.911,3376.036,1299.941,2207.431,453.833,2141.54,17108.03
2021-08-16 16:00:00,2021-08-16 17:00:00,4538.494,1610.912,1632.824,3404.364,1310.675,2289.023,502.396,2203.419,17492.107
2021-08-16 17:00:00,2021-08-16 18:00:00,4609.366,1630.059,1664.139,3395.128,1307.237,2327.858,593.082,2297.603,17824.472
2021-08-16 18:00:00,2021-08-16 19:00:00,4542.956,1611.58,1650.41,3320.48,1267.139,2327.547,667.336,2323.585,17711.033
2021-08-16 19:00:00,2021-08-16 20:00:00,4374.919,1559.709,1596.234,3218.422,1231.236,2248.735,690.322,2283.028,17202.605
2021-08-16 20:00:00,2021-08-16 21:00:00,4277.219,1517.223,1552.644,3154.968,1202.059,2181.81,687.501,2236.718,16810.142
2021-08-16 21:00:00,2021-08-16 22:00:00,4003.915,1412.116,1435.46,2998.168,1127.171,2023.841,654.669,2098.475,15753.815
2021-08-16 22:00:00,2021-08-16 23:00:00,3654.46,1298.512,1300.81,2800.35,1019.523,1828.732,604.024,1930.24,14436.651
2021-08-16 23:00:00,2021-08-17 00:00:00,3313.873,1202.863,1181.436,2596.409,938.721,1644.91,554.465,1768.831,13201.508
2021-08-17 00:00:00,2021-08-17 01:00:00,3059.776,1125.852,1098.632,2443.58,871.34,1510.651,521.576,1662.712,12294.119
2021-08-17 01:00:00,2021-08-17 02:00:00,2882.541,1074.098,1052.07,2326.969,824.271,1422.275,498.966,1582.094,11663.284
2021-08-17 02:00:00,2021-08-17 03:00:00,2771.917,1058.63,1020.617,2262.113,789.652,1369.2,486.79,1532.973,11291.892
2021-08-17 03:00:00,2021-08-17 04:00:00,2710.412,1050.47,1012.518,2227.249,771.597,1341.548,481.986,1511.464,11107.244
2021-08-17 04:00:00,2021-08-17 05:00:00,2724.436,1074.92,1024.438,2250.733,776.26,1352.597,490.312,1530.622,11224.318
2021-08-17 05:00:00,2021-08-17 06:00:00,2867.305,1136.267,1089.925,2362.589,805.249,1416.805,524.307,1616.881,11819.328
2021-08-17 06:00:00,2021-08-17 07:00:00,3100.721,1234.346,1190.072,2547.229,856.344,1519.563,558.73,1727.309,12734.314
2021-08-17 07:00:00,2021-08-17 08:00:00,3362.503,1348.552,1298.831,2766.752,947.293,1659.352,590.772,1844.269,13818.324
2021-08-17 08:00:00,2021-08-17 09:00:00,3579.715,1424.554,1381.48,2958.69,1033.358,1762.694,597.932,1926.339,14664.762
2021-08-17 09:00:00,2021-08-17 10:00:00,3758.885,1477.376,1435.771,3119.012,1102.045,1849.879,594.271,1968.129,15305.368
2021-08-17 10:00:00,2021-08-17 11:00:00,3935.49,1529.144,1503.102,3227.972,1169.551,1920.599,571.711,2034.492,15892.061
2021-08-17 11:00:00,2021-08-17 12:00:00,4083.932,1569.475,1572.602,3370.535,1218.027,2035.785,557.062,2106.64,16514.058
2021-08-17 12:00:00,2021-08-17 13:00:00,4213.222,1607.406,1646.903,3537.27,1259.079,2151.144,593.047,2190.442,17198.513
2021-08-17 13:00:00,2021-08-17 14:00:00,4385.426,1850.963,1723.876,3668.293,1296.701,2241.295,603.211,2304.531,18074.296
2021-08-17 14:00:00,2021-08-17 15:00:00,4472.105,1747.095,1756.754,3774.219,1325.416,2333.785,608.429,2362.302,18380.105
2021-08-17 15:00:00,2021-08-17 16:00:00,4536.316,1650.43,1778.308,3803.977,1313.192,2411.621,617.84,2396.335,18508.019
2021-08-17 16:00:00,2021-08-17 17:00:00,4618.164,1651.24,1794.614,3795.236,1317.804,2434.023,644.133,2426.158,18681.372
2021-08-17 17:00:00,2021-08-17 18:00:00,4671.025,1670.252,1819.242,3813.094,1312.538,2449.759,689.479,2479.644,18905.033
2021-08-17 18:00:00,2021-08-17 19:00:00,4548.653,1678.748,1809.622,3750.188,1275.861,2423.153,711.884,2483.714,18681.823
2021-08-17 19:00:00,2021-08-17 20:00:00,4412.009,1656.437,1784.455,3644.943,1229.573,2357.837,712.321,2464.006,18261.581
2021-08-17 20:00:00,2021-08-17 21:00:00,4315.701,1645.856,1749.188,3564.135,1203.939,2294.364,701.167,2433.349,17907.699
2021-08-17 21:00:00,2021-08-17 22:00:00,4059.918,1537.237,1639.375,3402.815,1137.656,2150.518,673.045,2301.663,16902.227
2021-08-17 22:00:00,2021-08-17 23:00:00,3716.842,1280.655,1505.556,3167.299,1049.028,1954.902,632.159,2129.736,15436.177
2021-08-17 23:00:00,2021-08-18 00:00:00,3396.041,1080.961,1381.053,2910.592,958.064,1760.939,587.762,1960.71,14036.122
2021-08-18 00:00:00,2021-08-18 01:00:00,3145.482,1232.616,1289.713,2709.184,890.01,1620.556,559.831,1838.973,13286.365
2021-08-18 01:00:00,2021-08-18 02:00:00,2975.763,1193.983,1227.846,2565.591,847.169,1527.44,546.049,1748.932,12632.773
2021-08-18 02:00:00,2021-08-18 03:00:00,2870.578,1168.448,1191.568,2486.733,819.326,1472.437,536.795,1693.577,12239.462
2021-08-18 03:00:00,2021-08-18 04:00:00,2807.112,1153.701,1178.284,2452.713,806.18,1448.307,533.184,1668.938,12048.419
2021-08-18 04:00:00,2021-08-18 05:00:00,2812.693,1176.523,1197.726,2480.74,813.513,1466.291,544.308,1691.746,12183.54
2021-08-18 05:00:00,2021-08-18 06:00:00,2949.73,1242.267,1266.501,2619.82,850.231,1529.877,577.122,1781.389,12816.937
2021-08-18 06:00:00,2021-08-18 07:00:00,3186.634,1362.84,1373.639,2816.14,907.934,1641.917,627.444,1910.483,13827.031
2021-08-18 07:00:00,2021-08-18 08:00:00,3487.983,1479.58,1478.343,3009.022,1002.242,1780.277,666.076,2029.193,14932.716
2021-08-18 08:00:00,2021-08-18 09:00:00,3755.326,1567.438,1571.92,3198.009,1103.294,1884.542,683.114,2130.703,15894.346
2021-08-18 09:00:00,2021-08-18 10:00:00,3984.962,1641.868,1644.167,3392.369,1176.676,1994.598,685.132,2181.013,16700.785
2021-08-18 10:00:00,2021-08-18 11:00:00,4184.9,1700.088,1727.408,3541.698,1255.644,2104.272,684.318,2258.532,17456.86
2021-08-18 11:00:00,2021-08-18 12:00:00,4353.077,1757.986,1824.067,3693.665,1324.852,2238.055,674.56,2407.296,18273.558
2021-08-18 12:00:00,2021-08-18 13:00:00,4495.948,1809.02,1904.356,3841.824,1376.087,2383.867,653.141,2488.27,18952.513
2021-08-18 13:00:00,2021-08-18 14:00:00,4586.563,1837.037,1957.823,3966.284,1418.708,2499.567,667.727,2570.502,19504.211
2021-08-18 14:00:00,2021-08-18 15:00:00,4673.149,1851.098,1970.719,4061.324,1408.819,2600.095,683.566,2603.242,19852.012
2021-08-18 15:00:00,2021-08-18 16:00:00,4756.23,1844.171,1979.175,4082.98,1394.153,2630.62,689.848,2673.695,20050.872
2021-08-18 16:00:00,2021-08-18 17:00:00,4815.942,1855.104,2000.084,4124.298,1373.819,2612.493,707.487,2719.633,20208.860
2021-08-18 17:00:00,2021-08-18 18:00:00,4825.324,1845.101,2015.336,4134.242,1359.094,2619.519,733.622,2732.942,20265.180
2021-08-18 18:00:00,2021-08-18 19:00:00,4754.551,1828.307,1996.871,3999.523,1332.302,2566.618,761.617,2710.299,19950.088
2021-08-18 19:00:00,2021-08-18 20:00:00,4678.528,1787.274,1963.603,3902.733,1296.686,2518.596,776.803,2675.694,19599.917
2021-08-18 20:00:00,2021-08-18 21:00:00,4569.918,1740.375,1916.538,3762.627,1271.319,2459.626,771.358,2623.997,19115.758
2021-08-18 21:00:00,2021-08-18 22:00:00,4332.134,1678.032,1790.915,3576.151,1206.805,2308.171,740.881,2471.817,18104.906
2021-08-18 22:00:00,2021-08-18 23:00:00,3984.737,1512.818,1633.963,3295.747,1115.874,2110.884,692.153,2271.347,16617.523
2021-08-18 23:00:00,2021-08-19 00:00:00,3665.909,1386.488,1493.341,3052.198,1028.155,1920.933,640.257,2090.201,15277.482
2021-08-19 00:00:00,2021-08-19 01:00:00,3437.576,1333.432,1391.15,2841.212,957.033,1769.917,604.728,1949.48,14284.528
2021-08-19 01:00:00,2021-08-19 02:00:00,3287.404,1259.855,1323.258,2708.935,910.96,1671.431,585.712,1851.588,13599.143
2021-08-19 02:00:00,2021-08-19 03:00:00,3205.222,1231.642,1279.366,2630.843,884.907,1609.527,572.565,1787.987,13202.059
2021-08-19 03:00:00,2021-08-19 04:00:00,3170.619,1221.588,1259.505,2596.935,873.488,1584.039,567.638,1757.139,13030.951
2021-08-19 04:00:00,2021-08-19 05:00:00,3220.359,1239.927,1273.324,2626.379,886.221,1601.63,575.162,1772.529,13195.531
2021-08-19 05:00:00,2021-08-19 06:00:00,3404.799,1288.78,1340.271,2764.225,933.055,1675.428,606.786,1864.966,13878.31
2021-08-19 06:00:00,2021-08-19 07:00:00,3702.638,1402.169,1432.057,2982.467,1010.406,1808.478,658.144,2016.301,15012.660
2021-08-19 07:00:00,2021-08-19 08:00:00,4003.254,1528.455,1541.889,3229.782,1095.986,1978.715,706.678,2159.713,16244.472
2021-08-19 08:00:00,2021-08-19 09:00:00,4217.905,1644.315,1629.018,3400.33,1174.347,2118.063,732.422,2276.025,17192.425
2021-08-19 09:00:00,2021-08-19 10:00:00,4383.234,1721.409,1690.61,3542.517,1235.417,2250.931,741.673,2336.712,17902.503
2021-08-19 10:00:00,2021-08-19 11:00:00,4539.865,1791.338,1743.535,3627.971,1271.361,2339.288,743.934,2379.718,18437.010
2021-08-19 11:00:00,2021-08-19 12:00:00,4687.367,1815.974,1761.761,3678.888,1301.122,2375.606,719.226,2426.871,18766.815
2021-08-19 12:00:00,2021-08-19 13:00:00,4821.779,1818.089,1754.593,3674.767,1321.604,2389.028,706.413,2468.549,18954.822
2021-08-19 13:00:00,2021-08-19 14:00:00,4883.1,1805.162,1764.315,3760.08,1367.858,2399.627,707.242,2539.326,19226.71
2021-08-19 14:00:00,2021-08-19 15:00:00,4907.984,1777.559,1772.143,3931.177,1408.84,2442.283,713.887,2607.178,19561.051
