timestamp_begin_et,timestamp_end_et,ZONE G,ZONE F,ZONE E,ZONE A,ZONE B,ZONE C,ZONE D,ZONE H,ZONE I,ZONE K,ZONE J,System Total
2021-06-04 01:00:00,2021-06-04 02:00:00,1157.00,1521,934,1698,1165,1855,596,340.00,685.00,2464.00,5651.00,18066
2021-06-04 02:00:00,2021-06-04 03:00:00,1121.00,1469,905,1713,1156,1826,589,327.00,657.00,2357.00,5480.00,17600
2021-06-04 03:00:00,2021-06-04 04:00:00,1036.00,1382,856,1643,1080,1713,576,301.00,611.00,2181.00,5247.00,16626
2021-06-04 04:00:00,2021-06-04 05:00:00,960.00,1298,775,1543,1008,1587,572,270.00,562.00,1998.00,4963.00,15536
2021-06-04 05:00:00,2021-06-04 06:00:00,896.00,1225,732,1481,951,1502,560,245.00,527.00,1859.00,4712.00,14690
2021-06-04 06:00:00,2021-06-04 07:00:00,850.00,1175,704,1436,912,1454,551,233.00,508.00,1773.00,4526.00,14122
2021-06-04 07:00:00,2021-06-04 08:00:00,815.00,1146,684,1406,891,1418,538,225.00,492.00,1719.00,4400.00,13734
2021-06-04 08:00:00,2021-06-04 09:00:00,801.00,1135,669,1399,884,1402,532,221.00,483.00,1693.00,4333.00,13552
2021-06-04 09:00:00,2021-06-04 10:00:00,803.00,1151,682,1394,892,1417,541,222.00,487.00,1713.00,4339.00,13641
2021-06-04 10:00:00,2021-06-04 11:00:00,835.00,1212,724,1417,923,1478,558,234.00,507.00,1785.00,4522.00,14195
2021-06-04 11:00:00,2021-06-04 12:00:00,882.00,1299,803,1509,990,1601,574,262.00,546.00,1907.00,4938.00,15311
2021-06-04 12:00:00,2021-06-04 13:00:00,958.00,1381,854,1610,1074,1705,591,291.00,617.00,2079.00,5437.00,16597
2021-06-04 13:00:00,2021-06-04 14:00:00,1012.00,1410,887,1677,1124,1745,583,318.00,671.00,2262.00,5844.00,17533
2021-06-04 14:00:00,2021-06-04 15:00:00,1048.00,1412,913,1707,1150,1801,578,330.00,714.00,2384.00,6123.00,18160
2021-06-04 15:00:00,2021-06-04 16:00:00,1087.00,1443,909,1747,1181,1812,579,334.00,734.00,2451.00,6294.00,18571
2021-06-04 16:00:00,2021-06-04 17:00:00,1144.00,1471,917,1785,1233,1842,584,348.00,749.00,2467.00,6431.00,18971
2021-06-04 17:00:00,2021-06-04 18:00:00,1156.00,1464,907,1825,1279,1877,586,355.00,761.00,2525.00,6517.00,19252
2021-06-04 18:00:00,2021-06-04 19:00:00,1149.00,1437,922,1820,1322,1915,593,351.00,761.00,2582.00,6529.00,19381
2021-06-04 19:00:00,2021-06-04 20:00:00,1270.00,1472,927,1797,1345,1932,596,360.00,771.00,2530.00,6605.00,19605
2021-06-04 20:00:00,2021-06-04 21:00:00,1304.00,1509,921,1804,1335,1954,598,378.00,802.00,2608.00,6714.00,19927
2021-06-04 21:00:00,2021-06-04 22:00:00,1255.00,1560,923,1818,1331,2001,601,371.00,791.00,2818.00,6475.00,19944
2021-06-04 22:00:00,2021-06-04 23:00:00,1199.00,1629,956,1818,1355,2042,611,377.00,779.00,2865.00,6291.00,19922
2021-06-04 23:00:00,2021-06-05 00:00:00,1224.00,1676,990,1811,1363,2078,605,364.00,745.00,2725.00,6053.00,19634
2021-06-05 00:00:00,2021-06-05 01:00:00,1245.00,1672,988,1792,1331,2051,606,359.00,725.00,2605.00,5923.00,19297
2021-06-05 01:00:00,2021-06-05 02:00:00,1224.00,1630,972,1741,1286,1978,611,354.00,710.00,2545.00,5759.00,18810
2021-06-05 02:00:00,2021-06-05 03:00:00,1192.00,1578,953,1735,1251,1949,607,328.00,700.00,2475.00,5629.00,18397
2021-06-05 03:00:00,2021-06-05 04:00:00,1101.00,1475,909,1681,1175,1838,591,316.00,666.00,2298.00,5402.00,17452
2021-06-05 04:00:00,2021-06-05 05:00:00,1005.00,1389,840,1592,1097,1696,583,299.00,615.00,2110.00,5146.00,16372
2021-06-05 05:00:00,2021-06-05 06:00:00,929.00,1288,779,1512,1025,1584,568,266.00,565.00,1940.00,4883.00,15339
2021-06-05 06:00:00,2021-06-05 07:00:00,868.00,1222,731,1466,981,1493,537,250.00,535.00,1827.00,4682.00,14592
2021-06-05 07:00:00,2021-06-05 08:00:00,833.00,1181,706,1433,954,1450,526,233.00,515.00,1761.00,4524.00,14116
2021-06-05 08:00:00,2021-06-05 09:00:00,814.00,1165,697,1413,935,1417,527,225.00,495.00,1721.00,4421.00,13830
2021-06-05 09:00:00,2021-06-05 10:00:00,807.00,1146,695,1412,926,1417,525,221.00,487.00,1704.00,4367.00,13707
2021-06-05 10:00:00,2021-06-05 11:00:00,809.00,1149,697,1416,928,1433,524,220.00,490.00,1699.00,4358.00,13723
2021-06-05 11:00:00,2021-06-05 12:00:00,833.00,1180,726,1423,946,1463,533,231.00,505.00,1740.00,4506.00,14086
2021-06-05 12:00:00,2021-06-05 13:00:00,867.00,1223,761,1483,1007,1537,549,257.00,543.00,1855.00,4804.00,14886
2021-06-05 13:00:00,2021-06-05 14:00:00,918.00,1275,805,1561,1076,1580,578,288.00,597.00,2033.00,5148.00,15859
2021-06-05 14:00:00,2021-06-05 15:00:00,972.00,1328,838,1621,1136,1642,590,320.00,648.00,2214.00,5500.00,16809
2021-06-05 15:00:00,2021-06-05 16:00:00,1043.00,1358,852,1670,1187,1748,588,347.00,701.00,2420.00,5818.00,17732
2021-06-05 16:00:00,2021-06-05 17:00:00,1143.00,1413,879,1709,1230,1805,591,378.00,754.00,2628.00,6105.00,18635
2021-06-05 17:00:00,2021-06-05 18:00:00,1236.00,1462,897,1723,1271,1843,599,413.00,799.00,2832.00,6326.00,19401
2021-06-05 18:00:00,2021-06-05 19:00:00,1315.00,1524,918,1743,1320,1874,605,447.00,837.00,3029.00,6485.00,20097
2021-06-05 19:00:00,2021-06-05 20:00:00,1402.00,1581,922,1766,1365,1931,593,476.00,873.00,3187.00,6641.00,20737
2021-06-05 20:00:00,2021-06-05 21:00:00,1487.00,1663,912,1800,1383,1962,605,485.00,903.00,3332.00,6775.00,21307
2021-06-05 21:00:00,2021-06-05 22:00:00,1571.00,1734,943,1843,1417,2017,611,498.00,937.00,3482.00,6898.00,21951
2021-06-05 22:00:00,2021-06-05 23:00:00,1628.00,1760,981,1864,1428,2100,621,500.00,965.00,3598.00,6972.00,22417
2021-06-05 23:00:00,2021-06-06 00:00:00,1653.00,1827,978,1856,1396,2127,626,489.00,961.00,3603.00,6957.00,22473
2021-06-06 00:00:00,2021-06-06 01:00:00,1606.00,1824,979,1836,1372,2091,622,465.00,931.00,3475.00,6843.00,22044
2021-06-06 01:00:00,2021-06-06 02:00:00,1528.00,1785,964,1783,1323,2027,617,448.00,912.00,3336.00,6736.00,21459
2021-06-06 02:00:00,2021-06-06 03:00:00,1446.00,1719,936,1768,1297,1973,609,443.00,904.00,3224.00,6699.00,21018
2021-06-06 03:00:00,2021-06-06 04:00:00,1328.00,1599,856,1696,1222,1850,597,404.00,856.00,3004.00,6538.00,19950
2021-06-06 04:00:00,2021-06-06 05:00:00,1211.00,1478,787,1604,1126,1721,589,378.00,806.00,2751.00,6296.00,18747
2021-06-06 05:00:00,2021-06-06 06:00:00,1101.00,1369,728,1525,1050,1612,560,345.00,749.00,2523.00,5997.00,17559
2021-06-06 06:00:00,2021-06-06 07:00:00,1016.00,1294,692,1474,998,1537,558,319.00,701.00,2343.00,5719.00,16651
2021-06-06 07:00:00,2021-06-06 08:00:00,953.00,1250,669,1436,962,1483,548,296.00,655.00,2199.00,5488.00,15939
2021-06-06 08:00:00,2021-06-06 09:00:00,909.00,1206,657,1409,935,1447,543,276.00,621.00,2103.00,5313.00,15419
2021-06-06 09:00:00,2021-06-06 10:00:00,878.00,1187,654,1395,916,1433,545,263.00,600.00,2049.00,5200.00,15120
2021-06-06 10:00:00,2021-06-06 11:00:00,859.00,1172,645,1378,901,1419,547,258.00,586.00,1995.00,5120.00,14880
2021-06-06 11:00:00,2021-06-06 12:00:00,869.00,1186,694,1374,905,1449,555,263.00,593.00,2006.00,5201.00,15095
2021-06-06 12:00:00,2021-06-06 13:00:00,929.00,1248,737,1453,962,1523,569,289.00,638.00,2152.00,5462.00,15962
2021-06-06 13:00:00,2021-06-06 14:00:00,1012.00,1333,787,1561,1046,1620,587,332.00,704.00,2420.00,5822.00,17224
2021-06-06 14:00:00,2021-06-06 15:00:00,1111.00,1405,834,1647,1119,1725,604,385.00,770.00,2736.00,6217.00,18553
2021-06-06 15:00:00,2021-06-06 16:00:00,1228.00,1470,861,1724,1206,1818,610,419.00,831.00,3059.00,6620.00,19846
2021-06-06 16:00:00,2021-06-06 17:00:00,1342.00,1548,893,1802,1286,1916,607,467.00,891.00,3365.00,6927.00,21044
2021-06-06 17:00:00,2021-06-06 18:00:00,1442.00,1614,934,1830,1357,1987,600,499.00,941.00,3573.00,7138.00,21915
2021-06-06 18:00:00,2021-06-06 19:00:00,1514.00,1668,946,1871,1410,2058,613,513.00,977.00,3716.00,7276.00,22562
2021-06-06 19:00:00,2021-06-06 20:00:00,1592.00,1724,971,1917,1455,2104,609,527.00,1013.00,3814.00,7389.00,23115
2021-06-06 20:00:00,2021-06-06 21:00:00,1667.00,1765,980,1954,1498,2160,621,546.00,1041.00,3899.00,7499.00,23630
2021-06-06 21:00:00,2021-06-06 22:00:00,1739.00,1840,1004,2012,1547,2214,621,563.00,1058.00,3984.00,7602.00,24184
2021-06-06 22:00:00,2021-06-06 23:00:00,1804.00,1954,1037,2045,1594,2298,647,567.00,1062.00,4006.00,7628.00,24642
2021-06-06 23:00:00,2021-06-07 00:00:00,1819.00,2017,1060,2058,1621,2366,654,551.00,1052.00,3895.00,7551.00,24644
2021-06-07 00:00:00,2021-06-07 01:00:00,1768.00,1984,1077,2027,1606,2352,646,530.00,1026.00,3689.00,7429.00,24134
2021-06-07 01:00:00,2021-06-07 02:00:00,1692.00,1921,1052,1962,1547,2259,651,508.00,999.00,3525.00,7379.00,23495
2021-06-07 02:00:00,2021-06-07 03:00:00,1597.00,1852,1027,1930,1484,2174,636,476.00,977.00,3366.00,7381.00,22900
2021-06-07 03:00:00,2021-06-07 04:00:00,1448.00,1697,939,1841,1365,2006,615,427.00,913.00,3083.00,7185.00,21519
2021-06-07 04:00:00,2021-06-07 05:00:00,1311.00,1548,859,1721,1236,1844,599,390.00,844.00,2763.00,6840.00,19955
2021-06-07 05:00:00,2021-06-07 06:00:00,1189.00,1433,808,1627,1147,1707,591,355.00,787.00,2501.00,6471.00,18616
2021-06-07 06:00:00,2021-06-07 07:00:00,1107.00,1359,773,1562,1083,1634,591,330.00,751.00,2323.00,6160.00,17673
2021-06-07 07:00:00,2021-06-07 08:00:00,1049.00,1312,756,1516,1038,1546,578,312.00,704.00,2200.00,5951.00,16962
2021-06-07 08:00:00,2021-06-07 09:00:00,1012.00,1287,744,1501,1015,1500,569,302.00,678.00,2130.00,5803.00,16541
2021-06-07 09:00:00,2021-06-07 10:00:00,993.00,1285,743,1505,1019,1529,563,293.00,666.00,2123.00,5783.00,16502
2021-06-07 10:00:00,2021-06-07 11:00:00,1008.00,1328,778,1550,1051,1603,577,299.00,673.00,2157.00,5917.00,16941
2021-06-07 11:00:00,2021-06-07 12:00:00,1071.00,1430,848,1636,1121,1750,598,329.00,737.00,2298.00,6324.00,18142
2021-06-07 12:00:00,2021-06-07 13:00:00,1194.00,1544,917,1770,1237,1894,623,363.00,822.00,2545.00,6954.00,19863
2021-06-07 13:00:00,2021-06-07 14:00:00,1281.00,1614,956,1864,1339,1962,630,403.00,900.00,2805.00,7508.00,21262
2021-06-07 14:00:00,2021-06-07 15:00:00,1360.00,1669,979,1963,1420,2067,644,443.00,966.00,3038.00,7977.00,22526
2021-06-07 15:00:00,2021-06-07 16:00:00,1463.00,1739,1013,2083,1509,2178,648,473.00,1033.00,3301.00,8368.00,23808
2021-06-07 16:00:00,2021-06-07 17:00:00,1574.00,1813,1041,2165,1607,2277,645,515.00,1098.00,3526.00,8705.00,24966
2021-06-07 17:00:00,2021-06-07 18:00:00,1670.00,1896,1098,2242,1685,2374,645,550.00,1165.00,3675.00,8940.00,25940
2021-06-07 18:00:00,2021-06-07 19:00:00,1756.00,1947,1123,2298,1728,2435,648,577.00,1200.00,3780.00,9019.00,26511
2021-06-07 19:00:00,2021-06-07 20:00:00,1880.00,1990,1148,2333,1756,2462,648,577.00,1193.00,3900.00,9097.00,26984
2021-06-07 20:00:00,2021-06-07 21:00:00,1935.00,2056,1148,2344,1761,2452,653,608.00,1188.00,4044.00,8976.00,27165
2021-06-07 21:00:00,2021-06-07 22:00:00,1933.00,2137,1165,2337,1783,2449,664,590.00,1123.00,4061.00,8799.00,27041
2021-06-07 22:00:00,2021-06-07 23:00:00,1877.00,2214,1155,2333,1770,2507,671,572.00,1128.00,3956.00,8657.00,26840
2021-06-07 23:00:00,2021-06-08 00:00:00,1823.00,2231,1164,2273,1722,2508,672,572.00,1091.00,3857.00,8390.00,26303
2021-06-08 00:00:00,2021-06-08 01:00:00,1778.00,2156,1150,2194,1672,2458,669,541.00,1044.00,3673.00,8162.00,25497
2021-06-08 01:00:00,2021-06-08 02:00:00,1723.00,2108,1123,2125,1618,2395,666,510.00,1020.00,3509.00,7972.00,24769
2021-06-08 02:00:00,2021-06-08 03:00:00,1636.00,2013,1091,2116,1561,2318,657,490.00,987.00,3329.00,7801.00,23999
2021-06-08 03:00:00,2021-06-08 04:00:00,1487.00,1858,1005,2021,1442,2145,642,452.00,919.00,3028.00,7404.00,22403
2021-06-08 04:00:00,2021-06-08 05:00:00,1346.00,1719,932,1879,1323,1992,624,411.00,839.00,2718.00,6940.00,20723
2021-06-08 05:00:00,2021-06-08 06:00:00,1235.00,1614,879,1762,1232,1878,612,377.00,776.00,2480.00,6541.00,19386
2021-06-08 06:00:00,2021-06-08 07:00:00,1159.00,1538,826,1702,1168,1796,597,350.00,731.00,2321.00,6256.00,18444
2021-06-08 07:00:00,2021-06-08 08:00:00,1108.00,1491,804,1652,1122,1730,588,338.00,699.00,2211.00,6049.00,17792
2021-06-08 08:00:00,2021-06-08 09:00:00,1069.00,1459,790,1623,1101,1697,584,327.00,673.00,2152.00,5930.00,17405
2021-06-08 09:00:00,2021-06-08 10:00:00,1055.00,1460,801,1630,1097,1688,583,318.00,666.00,2147.00,5939.00,17384
2021-06-08 10:00:00,2021-06-08 11:00:00,1072.00,1501,832,1686,1136,1780,589,325.00,676.00,2176.00,6100.00,17873
2021-06-08 11:00:00,2021-06-08 12:00:00,1144.00,1592,898,1771,1190,1885,611,353.00,724.00,2320.00,6581.00,19069
2021-06-08 12:00:00,2021-06-08 13:00:00,1253.00,1721,970,1897,1276,1966,627,390.00,816.00,2541.00,7225.00,20682
2021-06-08 13:00:00,2021-06-08 14:00:00,1355.00,1778,1010,1955,1343,2003,634,425.00,894.00,2790.00,7804.00,21991
2021-06-08 14:00:00,2021-06-08 15:00:00,1451.00,1869,1008,1999,1383,2052,635,460.00,978.00,3034.00,8247.00,23116
2021-06-08 15:00:00,2021-06-08 16:00:00,1550.00,1948,1013,2053,1408,2115,643,494.00,1053.00,3317.00,8633.00,24227
2021-06-08 16:00:00,2021-06-08 17:00:00,1667.00,1984,1032,2103,1442,2144,652,531.00,1107.00,3603.00,8945.00,25210
2021-06-08 17:00:00,2021-06-08 18:00:00,1789.00,1942,1074,2158,1459,2178,660,568.00,1164.00,3826.00,9145.00,25963
2021-06-08 18:00:00,2021-06-08 19:00:00,1820.00,1975,1085,2250,1495,2249,660,591.00,1194.00,4013.00,9326.00,26658
2021-06-08 19:00:00,2021-06-08 20:00:00,1687.00,2087,1057,2278,1552,2278,661,542.00,1189.00,4184.00,9353.00,26868
2021-06-08 20:00:00,2021-06-08 21:00:00,1580.00,2083,1065,2266,1590,2296,661,494.00,1140.00,4261.00,9081.00,26517
2021-06-08 21:00:00,2021-06-08 22:00:00,1532.00,1989,1064,2286,1578,2304,655,479.00,1079.00,4144.00,8580.00,25690
2021-06-08 22:00:00,2021-06-08 23:00:00,1496.00,1979,1083,2294,1560,2335,656,475.00,1050.00,3956.00,8344.00,25228
2021-06-08 23:00:00,2021-06-09 00:00:00,1486.00,1979,1093,2249,1573,2389,659,461.00,1003.00,3750.00,8041.00,24683
2021-06-09 00:00:00,2021-06-09 01:00:00,1455.00,1936,1068,2170,1555,2345,645,450.00,957.00,3538.00,7835.00,23954
2021-06-09 01:00:00,2021-06-09 02:00:00,1440.00,1888,1049,2094,1512,2291,645,439.00,934.00,3405.00,7669.00,23366
2021-06-09 02:00:00,2021-06-09 03:00:00,1387.00,1804,1014,2087,1476,2210,624,425.00,908.00,3223.00,7508.00,22666
2021-06-09 03:00:00,2021-06-09 04:00:00,1291.00,1691,931,1998,1370,2047,614,391.00,850.00,2966.00,7180.00,21329
2021-06-09 04:00:00,2021-06-09 05:00:00,1180.00,1575,862,1868,1260,1889,601,355.00,795.00,2687.00,6754.00,19826
2021-06-09 05:00:00,2021-06-09 06:00:00,1088.00,1489,819,1746,1170,1783,605,329.00,744.00,2467.00,6364.00,18604
2021-06-09 06:00:00,2021-06-09 07:00:00,1030.00,1439,784,1666,1113,1712,595,308.00,703.00,2338.00,6066.00,17754
2021-06-09 07:00:00,2021-06-09 08:00:00,992.00,1401,767,1623,1076,1667,591,293.00,672.00,2252.00,5869.00,17203
2021-06-09 08:00:00,2021-06-09 09:00:00,967.00,1373,774,1594,1054,1642,591,285.00,652.00,2205.00,5745.00,16882
2021-06-09 09:00:00,2021-06-09 10:00:00,954.00,1384,785,1591,1057,1661,591,280.00,646.00,2212.00,5752.00,16913
2021-06-09 10:00:00,2021-06-09 11:00:00,977.00,1437,809,1642,1089,1726,599,287.00,661.00,2260.00,5909.00,17396
2021-06-09 11:00:00,2021-06-09 12:00:00,1045.00,1532,875,1734,1155,1851,614,311.00,713.00,2412.00,6374.00,18616
2021-06-09 12:00:00,2021-06-09 13:00:00,1136.00,1632,950,1861,1257,1969,615,351.00,800.00,2689.00,6942.00,20202
2021-06-09 13:00:00,2021-06-09 14:00:00,1226.00,1694,979,1926,1353,2046,620,385.00,862.00,2940.00,7425.00,21456
2021-06-09 14:00:00,2021-06-09 15:00:00,1293.00,1747,991,2006,1431,2102,621,433.00,934.00,3099.00,7827.00,22484
2021-06-09 15:00:00,2021-06-09 16:00:00,1380.00,1807,995,2112,1493,2137,631,467.00,994.00,3337.00,8208.00,23561
2021-06-09 16:00:00,2021-06-09 17:00:00,1491.00,1842,1010,2220,1525,2168,626,499.00,1051.00,3639.00,8588.00,24659
2021-06-09 17:00:00,2021-06-09 18:00:00,1574.00,1892,1022,2303,1549,2218,626,528.00,1091.00,3898.00,8865.00,25566
2021-06-09 18:00:00,2021-06-09 19:00:00,1669.00,1912,1024,2369,1568,2263,636,557.00,1128.00,4128.00,9057.00,26311
2021-06-09 19:00:00,2021-06-09 20:00:00,1745.00,1896,1048,2407,1591,2292,642,589.00,1173.00,4312.00,9220.00,26915
2021-06-09 20:00:00,2021-06-09 21:00:00,1820.00,1988,1077,2443,1614,2333,652,610.00,1212.00,4460.00,9339.00,27548
2021-06-09 21:00:00,2021-06-09 22:00:00,1912.00,1962,1094,2450,1631,2386,655,620.00,1241.00,4581.00,9339.00,27871
2021-06-09 22:00:00,2021-06-09 23:00:00,1935.00,1917,1128,2446,1650,2421,652,630.00,1252.00,4663.00,9253.00,27947
2021-06-09 23:00:00,2021-06-10 00:00:00,1851.00,1975,1130,2407,1635,2424,660,603.00,1210.00,4590.00,8829.00,27314
2021-06-10 00:00:00,2021-06-10 01:00:00,1748.00,1966,1112,2335,1591,2374,658,581.00,1158.00,4331.00,8563.00,26417
2021-06-10 01:00:00,2021-06-10 02:00:00,1670.00,1884,1094,2236,1518,2292,649,558.00,1128.00,4150.00,8336.00,25515
2021-06-10 02:00:00,2021-06-10 03:00:00,1580.00,1804,1042,2184,1439,2199,641,525.00,1089.00,3935.00,8166.00,24604
2021-06-10 03:00:00,2021-06-10 04:00:00,1431.00,1678,961,2075,1318,2010,618,481.00,1011.00,3573.00,7811.00,22967
2021-06-10 04:00:00,2021-06-10 05:00:00,1287.00,1532,866,1911,1194,1812,603,438.00,923.00,3201.00,7353.00,21120
2021-06-10 05:00:00,2021-06-10 06:00:00,1171.00,1403,804,1777,1095,1700,590,402.00,854.00,2910.00,6889.00,19595
2021-06-10 06:00:00,2021-06-10 07:00:00,1101.00,1330,765,1684,1031,1607,576,370.00,797.00,2723.00,6514.00,18498
2021-06-10 07:00:00,2021-06-10 08:00:00,1044.00,1274,739,1626,989,1528,578,347.00,754.00,2564.00,6266.00,17709
2021-06-10 08:00:00,2021-06-10 09:00:00,1001.00,1220,727,1590,964,1523,578,339.00,721.00,2451.00,6085.00,17199
2021-06-10 09:00:00,2021-06-10 10:00:00,970.00,1221,712,1565,962,1515,574,327.00,699.00,2389.00,5956.00,16890
2021-06-10 10:00:00,2021-06-10 11:00:00,979.00,1257,735,1595,988,1556,578,340.00,700.00,2396.00,6008.00,17132
2021-06-10 11:00:00,2021-06-10 12:00:00,1040.00,1347,794,1671,1042,1665,593,337.00,753.00,2478.00,6359.00,18079
2021-06-10 12:00:00,2021-06-10 13:00:00,1106.00,1401,818,1771,1117,1756,585,345.00,825.00,2673.00,6802.00,19199
2021-06-10 13:00:00,2021-06-10 14:00:00,1127.00,1397,858,1830,1162,1806,585,366.00,877.00,2854.00,7192.00,20054
2021-06-10 14:00:00,2021-06-10 15:00:00,1130.00,1363,874,1893,1197,1845,584,392.00,895.00,3027.00,7413.00,20613
2021-06-10 15:00:00,2021-06-10 16:00:00,1159.00,1364,869,1979,1224,1883,594,411.00,902.00,2986.00,7482.00,20853
2021-06-10 16:00:00,2021-06-10 17:00:00,1216.00,1386,871,2048,1255,1927,580,422.00,925.00,3081.00,7626.00,21337
2021-06-10 17:00:00,2021-06-10 18:00:00,1273.00,1419,888,2103,1284,1957,587,431.00,932.00,3175.00,7701.00,21750
2021-06-10 18:00:00,2021-06-10 19:00:00,1348.00,1408,892,2171,1316,2011,595,453.00,946.00,3259.00,7732.00,22131
2021-06-10 19:00:00,2021-06-10 20:00:00,1407.00,1435,904,2225,1328,2037,599,461.00,963.00,3315.00,7741.00,22415
2021-06-10 20:00:00,2021-06-10 21:00:00,1465.00,1480,922,2268,1346,2077,603,472.00,983.00,3383.00,7779.00,22778
2021-06-10 21:00:00,2021-06-10 22:00:00,1532.00,1549,942,2290,1361,2128,608,492.00,1003.00,3362.00,7720.00,22987
2021-06-10 22:00:00,2021-06-10 23:00:00,1588.00,1627,971,2289,1372,2181,618,494.00,1003.00,3350.00,7523.00,23016
2021-06-10 23:00:00,2021-06-11 00:00:00,1587.00,1672,986,2253,1365,2206,614,488.00,960.00,3253.00,7092.00,22476
2021-06-11 00:00:00,2021-06-11 01:00:00,1521.00,1646,993,2191,1328,2176,620,452.00,894.00,3045.00,6699.00,21565
2021-06-11 01:00:00,2021-06-11 02:00:00,1428.00,1580,969,2081,1264,2078,608,412.00,836.00,2862.00,6377.00,20495
2021-06-11 02:00:00,2021-06-11 03:00:00,1347.00,1533,952,2027,1218,1998,610,387.00,805.00,2734.00,6164.00,19775
2021-06-11 03:00:00,2021-06-11 04:00:00,1223.00,1423,877,1927,1131,1842,593,348.00,741.00,2494.00,5860.00,18459
2021-06-11 04:00:00,2021-06-11 05:00:00,1084.00,1297,782,1780,1035,1665,578,300.00,670.00,2238.00,5510.00,16939
2021-06-11 05:00:00,2021-06-11 06:00:00,983.00,1213,724,1647,961,1557,560,265.00,608.00,2038.00,5173.00,15729
2021-06-11 06:00:00,2021-06-11 07:00:00,909.00,1170,685,1568,913,1486,542,243.00,571.00,1915.00,4917.00,14919
2021-06-11 07:00:00,2021-06-11 08:00:00,852.00,1140,666,1525,884,1436,529,231.00,541.00,1825.00,4727.00,14356
2021-06-11 08:00:00,2021-06-11 09:00:00,828.00,1124,650,1498,871,1417,534,225.00,530.00,1788.00,4609.00,14074
2021-06-11 09:00:00,2021-06-11 10:00:00,820.00,1139,655,1499,880,1431,535,222.00,525.00,1793.00,4574.00,14073
2021-06-11 10:00:00,2021-06-11 11:00:00,828.00,1177,681,1520,907,1474,541,229.00,532.00,1836.00,4692.00,14417
2021-06-11 11:00:00,2021-06-11 12:00:00,875.00,1244,747,1601,968,1604,550,248.00,564.00,1937.00,5043.00,15381
2021-06-11 12:00:00,2021-06-11 13:00:00,930.00,1318,803,1722,1040,1699,574,269.00,616.00,2062.00,5428.00,16461
2021-06-11 13:00:00,2021-06-11 14:00:00,959.00,1336,847,1830,1089,1725,586,290.00,653.00,2176.00,5721.00,17212
2021-06-11 14:00:00,2021-06-11 15:00:00,968.00,1348,850,1923,1121,1753,591,299.00,670.00,2243.00,5892.00,17658
2021-06-11 15:00:00,2021-06-11 16:00:00,982.00,1364,842,2012,1156,1790,592,299.00,691.00,2299.00,6034.00,18061
2021-06-11 16:00:00,2021-06-11 17:00:00,997.00,1382,838,2111,1215,1810,585,309.00,701.00,2385.00,6179.00,18512
2021-06-11 17:00:00,2021-06-11 18:00:00,1036.00,1406,832,2198,1268,1852,591,318.00,710.00,2412.00,6202.00,18825
2021-06-11 18:00:00,2021-06-11 19:00:00,1089.00,1383,831,2257,1290,1892,601,328.00,733.00,2468.00,6192.00,19064
2021-06-11 19:00:00,2021-06-11 20:00:00,1129.00,1401,867,2283,1273,1935,590,347.00,744.00,2579.00,6170.00,19318
2021-06-11 20:00:00,2021-06-11 21:00:00,1166.00,1425,891,2314,1303,1954,587,352.00,740.00,2674.00,6147.00,19553
2021-06-11 21:00:00,2021-06-11 22:00:00,1208.00,1436,900,2327,1322,1979,582,358.00,738.00,2673.00,6144.00,19667
2021-06-11 22:00:00,2021-06-11 23:00:00,1224.00,1469,916,2303,1331,2003,585,364.00,722.00,2684.00,6091.00,19692
2021-06-11 23:00:00,2021-06-12 00:00:00,1223.00,1472,889,2244,1320,1976,571,346.00,690.00,2657.00,5896.00,19284
2021-06-12 00:00:00,2021-06-12 01:00:00,1204.00,1448,885,2160,1253,1952,572,334.00,680.00,2593.00,5779.00,18860
2021-06-12 01:00:00,2021-06-12 02:00:00,1179.00,1437,876,2077,1200,1916,571,328.00,675.00,2572.00,5673.00,18504
2021-06-12 02:00:00,2021-06-12 03:00:00,1157.00,1395,855,2008,1166,1870,561,310.00,667.00,2524.00,5589.00,18102
2021-06-12 03:00:00,2021-06-12 04:00:00,1078.00,1319,830,1886,1094,1764,570,291.00,650.00,2365.00,5383.00,17230
2021-06-12 04:00:00,2021-06-12 05:00:00,1000.00,1239,758,1758,1025,1636,561,265.00,612.00,2182.00,5146.00,16182
2021-06-12 05:00:00,2021-06-12 06:00:00,933.00,1175,709,1647,964,1550,554,241.00,573.00,2024.00,4916.00,15286
2021-06-12 06:00:00,2021-06-12 07:00:00,883.00,1137,667,1567,921,1483,530,227.00,549.00,1907.00,4726.00,14597
2021-06-12 07:00:00,2021-06-12 08:00:00,852.00,1114,654,1511,890,1450,525,217.00,529.00,1833.00,4576.00,14151
2021-06-12 08:00:00,2021-06-12 09:00:00,835.00,1102,639,1477,874,1423,534,210.00,514.00,1796.00,4477.00,13881
2021-06-12 09:00:00,2021-06-12 10:00:00,828.00,1104,639,1465,870,1410,528,207.00,508.00,1783.00,4420.00,13762
2021-06-12 10:00:00,2021-06-12 11:00:00,837.00,1118,647,1459,872,1399,526,206.00,507.00,1790.00,4415.00,13776
2021-06-12 11:00:00,2021-06-12 12:00:00,860.00,1136,669,1467,887,1429,527,214.00,527.00,1827.00,4513.00,14056
2021-06-12 12:00:00,2021-06-12 13:00:00,907.00,1191,710,1532,928,1484,545,234.00,559.00,1935.00,4726.00,14751
