timestamp_begin_est,timestamp_end_est,LRZ 1,"LRZ 2, 7","LRZ 3, 5",LRZ 4,LRZ 6,"LRZ 8, 9, 10",System Total
2022-03-31 17:00:00,2022-03-31 18:00:00,10816.74,18756.13,10855.82,5478.66,11177.27,17564.84,74649.46
2022-03-31 18:00:00,2022-03-31 19:00:00,10855.86,18732.91,10826.19,5507.79,11265.02,17657.86,74845.63
2022-03-31 19:00:00,2022-03-31 20:00:00,11031.4,18927.93,10854.01,5574.13,11403.54,17903.85,75694.86
2022-03-31 20:00:00,2022-03-31 21:00:00,11115.34,18571.57,10793.45,5559.48,11117.75,18268.42,75426.01
2022-03-31 21:00:00,2022-03-31 22:00:00,10876.33,17763.86,10478.41,5453.3,10721.58,17865.51,73158.99
2022-03-31 22:00:00,2022-03-31 23:00:00,10444.55,16923.08,9987.43,5171.95,10382.3,16945.01,69854.32
2022-03-31 23:00:00,2022-04-01 00:00:00,10051.74,16198.84,9604.3,4972.15,10071.09,16077.95,66976.07
2022-04-01 00:00:00,2022-04-01 01:00:00,9834.58,15771.77,9418.14,4866.24,9878.83,15590.0,65359.56
2022-04-01 01:00:00,2022-04-01 02:00:00,9638.32,15581.68,9291.14,4793.95,9838.84,15398.75,64542.68
2022-04-01 02:00:00,2022-04-01 03:00:00,9547.28,15488.95,9351.36,4781.75,9864.26,15361.35,64394.95
2022-04-01 03:00:00,2022-04-01 04:00:00,9660.18,15649.21,9397.54,4784.75,10101.25,15328.88,64921.81
2022-04-01 04:00:00,2022-04-01 05:00:00,9868.76,16264.02,9652.76,4861.03,10466.74,15662.81,66776.12
2022-04-01 05:00:00,2022-04-01 06:00:00,10330.06,17369.79,10167.57,5078.31,11080.79,16675.13,70701.65
2022-04-01 06:00:00,2022-04-01 07:00:00,10932.71,18438.59,10985.89,5388.93,11603.7,18077.43,75427.25
2022-04-01 07:00:00,2022-04-01 08:00:00,11139.39,19115.89,11271.41,5496.09,11672.35,18544.55,77239.68
2022-04-01 08:00:00,2022-04-01 09:00:00,10858.57,19317.18,11014.29,5413.33,11569.01,18283.15,76455.53
2022-04-01 09:00:00,2022-04-01 10:00:00,10733.4,19439.49,10693.46,5328.43,11472.6,17819.07,75486.45
2022-04-01 10:00:00,2022-04-01 11:00:00,10462.72,19452.63,10437.87,5252.7,11419.62,17382.1,74407.64
2022-04-01 11:00:00,2022-04-01 12:00:00,10204.73,19308.07,10108.66,5113.44,11317.54,17070.12,73122.56
2022-04-01 12:00:00,2022-04-01 13:00:00,9988.26,19138.77,9833.36,4984.98,11019.73,16941.51,71906.61
2022-04-01 13:00:00,2022-04-01 14:00:00,9913.98,18907.4,9658.4,4868.57,10715.33,16988.03,71051.71
2022-04-01 14:00:00,2022-04-01 15:00:00,9880.02,18535.39,9426.68,4762.19,10444.13,17042.04,70090.45
2022-04-01 15:00:00,2022-04-01 16:00:00,9845.36,18145.96,9232.45,4665.17,10241.67,17216.67,69347.28
2022-04-01 16:00:00,2022-04-01 17:00:00,10013.52,17875.78,9077.51,4618.65,10068.15,17405.45,69059.06
2022-04-01 17:00:00,2022-04-01 18:00:00,10223.06,17665.07,9084.2,4543.64,10074.38,17465.83,69056.18
2022-04-01 18:00:00,2022-04-01 19:00:00,10294.4,17674.27,9078.03,4698.02,10150.24,17347.19,69242.15
2022-04-01 19:00:00,2022-04-01 20:00:00,10462.34,18023.73,9318.06,4915.06,10280.71,17436.21,70436.11
2022-04-01 20:00:00,2022-04-01 21:00:00,10514.82,17811.26,9531.23,5010.29,10483.76,17574.75,70926.11
2022-04-01 21:00:00,2022-04-01 22:00:00,10221.57,17104.07,9413.9,4949.3,10374.08,17219.54,69282.46
2022-04-01 22:00:00,2022-04-01 23:00:00,9891.95,16277.41,9115.04,4778.46,10129.58,16616.16,66808.6
2022-04-01 23:00:00,2022-04-02 00:00:00,9576.06,15598.57,8869.05,4627.87,9955.54,15891.16,64518.25
2022-04-02 00:00:00,2022-04-02 01:00:00,9268.39,15167.75,8661.85,4526.35,9826.96,15239.73,62691.03
2022-04-02 01:00:00,2022-04-02 02:00:00,9058.54,14938.56,8588.27,4480.44,9837.91,14782.48,61686.2
2022-04-02 02:00:00,2022-04-02 03:00:00,8963.0,14786.8,8544.3,4455.71,9864.89,14603.83,61218.53
2022-04-02 03:00:00,2022-04-02 04:00:00,8917.03,14849.77,8523.05,4472.04,9946.68,14524.27,61232.84
2022-04-02 04:00:00,2022-04-02 05:00:00,8975.61,15073.11,8590.77,4490.45,10133.93,14703.21,61967.08
2022-04-02 05:00:00,2022-04-02 06:00:00,9219.18,15627.98,8863.69,4639.11,10484.53,14915.38,63749.87
2022-04-02 06:00:00,2022-04-02 07:00:00,9597.73,16122.28,9182.0,4821.01,10736.15,15498.09,65957.26
2022-04-02 07:00:00,2022-04-02 08:00:00,9916.37,16533.6,9536.14,4873.49,10694.89,15984.58,67539.07
2022-04-02 08:00:00,2022-04-02 09:00:00,10037.57,16883.7,9689.04,5044.21,10558.71,16551.86,68765.09
2022-04-02 09:00:00,2022-04-02 10:00:00,9907.84,17165.43,9562.2,5012.04,10480.69,16780.55,68908.75
2022-04-02 10:00:00,2022-04-02 11:00:00,9716.84,17189.58,9387.2,4900.35,10365.44,16841.99,68401.4
2022-04-02 11:00:00,2022-04-02 12:00:00,9622.16,17061.42,9163.79,4734.96,9994.65,16657.95,67234.93
2022-04-02 12:00:00,2022-04-02 13:00:00,9587.52,16903.23,8956.81,4642.87,9659.91,16527.45,66277.79
2022-04-02 13:00:00,2022-04-02 14:00:00,9475.12,16678.57,8802.3,4568.48,9358.61,16643.74,65526.82
2022-04-02 14:00:00,2022-04-02 15:00:00,9382.19,16497.74,8658.68,4537.01,9255.29,16842.6,65173.51
2022-04-02 15:00:00,2022-04-02 16:00:00,9377.05,16457.63,8587.01,4494.4,9262.92,17174.94,65353.95
2022-04-02 16:00:00,2022-04-02 17:00:00,9397.75,16585.48,8488.58,4490.73,9479.05,17653.76,66095.35
2022-04-02 17:00:00,2022-04-02 18:00:00,9572.24,16619.19,8512.12,4525.85,9550.64,17901.56,66681.6
2022-04-02 18:00:00,2022-04-02 19:00:00,9829.36,16654.84,8540.94,4594.29,9643.47,17761.23,67024.13
2022-04-02 19:00:00,2022-04-02 20:00:00,10060.12,16865.69,8672.4,4717.57,9778.9,17505.15,67599.83
2022-04-02 20:00:00,2022-04-02 21:00:00,10174.15,16609.43,8921.12,4791.99,9802.59,17462.89,67762.17
2022-04-02 21:00:00,2022-04-02 22:00:00,9929.26,16184.86,8816.86,4710.86,9680.85,16992.48,66315.17
2022-04-02 22:00:00,2022-04-02 23:00:00,9614.55,15299.72,8574.27,4580.75,9444.22,16289.26,63802.77
2022-04-02 23:00:00,2022-04-03 00:00:00,9319.06,14683.83,8329.74,4430.44,9174.58,15525.75,61463.4
2022-04-03 00:00:00,2022-04-03 01:00:00,9031.46,14258.14,8204.86,4344.61,9035.07,14916.75,59790.89
2022-04-03 01:00:00,2022-04-03 02:00:00,8880.26,14028.01,8107.89,4301.99,8984.48,14456.1,58758.73
2022-04-03 02:00:00,2022-04-03 03:00:00,8831.65,13890.71,8174.4,4250.03,9003.52,14297.74,58448.05
2022-04-03 03:00:00,2022-04-03 04:00:00,8831.03,13887.95,8265.38,4296.03,9110.24,14152.89,58543.52
2022-04-03 04:00:00,2022-04-03 05:00:00,8923.31,14055.47,8450.16,4355.18,9259.13,14185.5,59228.75
2022-04-03 05:00:00,2022-04-03 06:00:00,9088.59,14384.4,8687.51,4430.39,9522.7,14503.33,60616.92
2022-04-03 06:00:00,2022-04-03 07:00:00,9394.67,14803.86,8955.34,4579.47,9798.81,14960.48,62492.63
2022-04-03 07:00:00,2022-04-03 08:00:00,9512.86,15261.41,9075.97,4606.76,9882.56,15448.66,63788.22
2022-04-03 08:00:00,2022-04-03 09:00:00,9397.2,15723.79,9046.26,4520.39,9762.99,15939.79,64390.42
2022-04-03 09:00:00,2022-04-03 10:00:00,9338.85,15981.36,8916.05,4443.17,9448.08,16198.44,64325.95
2022-04-03 10:00:00,2022-04-03 11:00:00,9391.49,16094.57,8845.47,4320.65,9267.66,16173.66,64093.5
2022-04-03 11:00:00,2022-04-03 12:00:00,9654.14,16155.97,8840.53,4273.95,9083.06,16466.74,64474.39
2022-04-03 12:00:00,2022-04-03 13:00:00,9864.43,16084.34,8769.28,4194.11,8808.92,16823.88,64544.96
2022-04-03 13:00:00,2022-04-03 14:00:00,9960.2,15920.84,8677.09,4120.02,8709.47,17238.52,64626.14
2022-04-03 14:00:00,2022-04-03 15:00:00,10089.86,15763.43,8676.95,4066.54,8582.3,17677.37,64856.45
2022-04-03 15:00:00,2022-04-03 16:00:00,10216.15,15819.92,8682.55,4057.33,8632.84,18181.38,65590.17
2022-04-03 16:00:00,2022-04-03 17:00:00,10450.55,16049.28,8867.59,4191.25,8755.53,18679.11,66993.31
2022-04-03 17:00:00,2022-04-03 18:00:00,10668.22,16273.36,9062.57,4360.98,8863.5,18976.42,68205.05
2022-04-03 18:00:00,2022-04-03 19:00:00,10686.71,16516.37,9086.51,4460.01,9028.02,18630.89,68408.51
2022-04-03 19:00:00,2022-04-03 20:00:00,10706.95,16932.23,9202.81,4639.07,9355.13,18460.99,69297.18
2022-04-03 20:00:00,2022-04-03 21:00:00,10660.12,16725.87,9237.63,4657.58,9390.2,18437.08,69108.48
2022-04-03 21:00:00,2022-04-03 22:00:00,10310.75,16104.62,9015.69,4482.46,9124.3,17812.77,66850.59
2022-04-03 22:00:00,2022-04-03 23:00:00,9906.8,15450.62,8581.7,4321.6,8841.08,16615.96,63717.76
2022-04-03 23:00:00,2022-04-04 00:00:00,9554.13,14984.57,8236.66,4165.26,8586.88,15636.01,61163.51
2022-04-04 00:00:00,2022-04-04 01:00:00,9265.96,14714.2,8107.97,4130.66,8563.23,14855.33,59637.35
2022-04-04 01:00:00,2022-04-04 02:00:00,9100.25,14611.83,7999.16,4078.25,8513.65,14397.82,58700.96
2022-04-04 02:00:00,2022-04-04 03:00:00,9034.88,14662.7,8027.59,4043.92,8488.05,14050.01,58307.15
2022-04-04 03:00:00,2022-04-04 04:00:00,9116.15,14912.99,8041.08,4074.7,8614.38,14054.55,58813.85
2022-04-04 04:00:00,2022-04-04 05:00:00,9400.79,15745.28,8336.23,4216.24,9171.46,14354.04,61224.04
2022-04-04 05:00:00,2022-04-04 06:00:00,9993.28,17110.42,8853.7,4431.94,9913.44,15181.49,65484.27
2022-04-04 06:00:00,2022-04-04 07:00:00,10865.87,18467.58,9638.32,4846.81,10450.72,16337.21,70606.51
2022-04-04 07:00:00,2022-04-04 08:00:00,11455.02,19197.92,10026.98,5052.94,10602.51,16650.94,72986.31
2022-04-04 08:00:00,2022-04-04 09:00:00,11493.11,19591.4,10030.36,5060.59,10700.97,16857.07,73733.5
2022-04-04 09:00:00,2022-04-04 10:00:00,11333.17,19815.04,9917.12,5046.85,10719.54,17018.9,73850.62
2022-04-04 10:00:00,2022-04-04 11:00:00,11157.36,19939.52,9877.21,4993.99,10587.04,17365.53,73920.65
2022-04-04 11:00:00,2022-04-04 12:00:00,10906.75,19880.52,9712.42,4923.68,10376.94,17699.73,73500.04
2022-04-04 12:00:00,2022-04-04 13:00:00,10661.71,19754.98,9637.48,4838.43,10143.71,18140.96,73177.27
2022-04-04 13:00:00,2022-04-04 14:00:00,10484.46,19570.39,9600.3,4735.69,9871.61,18649.62,72912.07
2022-04-04 14:00:00,2022-04-04 15:00:00,10213.82,19222.64,9412.81,4663.88,9593.87,19036.36,72143.38
2022-04-04 15:00:00,2022-04-04 16:00:00,9983.17,19016.59,9338.9,4590.51,9464.37,19262.15,71655.69
2022-04-04 16:00:00,2022-04-04 17:00:00,9980.55,18889.13,9277.79,4548.06,9469.59,19393.68,71558.8
2022-04-04 17:00:00,2022-04-04 18:00:00,10226.02,18803.49,9336.17,4622.16,9505.64,19327.46,71820.94
2022-04-04 18:00:00,2022-04-04 19:00:00,10507.09,18765.55,9415.27,4735.63,9602.67,19097.0,72123.21
2022-04-04 19:00:00,2022-04-04 20:00:00,10746.99,18850.07,9516.56,4883.69,9937.01,19246.44,73180.76
2022-04-04 20:00:00,2022-04-04 21:00:00,10965.14,18391.7,9670.33,4952.36,9862.41,19279.91,73121.85
2022-04-04 21:00:00,2022-04-04 22:00:00,10654.52,17496.36,9432.07,4797.2,9435.5,18678.98,70494.63
2022-04-04 22:00:00,2022-04-04 23:00:00,10185.02,16544.28,9004.06,4593.3,9067.02,17581.2,66974.88
2022-04-04 23:00:00,2022-04-05 00:00:00,9799.92,15906.17,8675.02,4438.95,8848.75,16650.19,64319.0
2022-04-05 00:00:00,2022-04-05 01:00:00,9515.15,15446.41,8474.57,4337.67,8705.6,15891.13,62370.53
2022-04-05 01:00:00,2022-04-05 02:00:00,9274.19,15210.41,8302.39,4316.74,8641.75,15496.78,61242.26
2022-04-05 02:00:00,2022-04-05 03:00:00,9202.24,15090.62,8307.65,4281.17,8684.84,15376.81,60943.33
2022-04-05 03:00:00,2022-04-05 04:00:00,9180.92,15246.35,8326.48,4275.31,8928.09,15155.13,61112.28
2022-04-05 04:00:00,2022-04-05 05:00:00,9427.97,15977.08,8557.68,4415.87,9418.88,15432.14,63229.62
2022-04-05 05:00:00,2022-04-05 06:00:00,9981.54,17231.86,9053.3,4681.75,10097.04,16047.77,67093.26
2022-04-05 06:00:00,2022-04-05 07:00:00,10840.91,18441.57,9778.52,5026.52,10614.48,17171.99,71873.99
2022-04-05 07:00:00,2022-04-05 08:00:00,11238.75,19004.53,10181.87,5171.55,10648.35,17437.55,73682.6
2022-04-05 08:00:00,2022-04-05 09:00:00,11365.76,19211.88,10268.05,5193.99,10529.46,17725.84,74294.98
2022-04-05 09:00:00,2022-04-05 10:00:00,11434.01,19242.03,10265.16,5161.62,10413.2,17951.03,74467.05
2022-04-05 10:00:00,2022-04-05 11:00:00,11391.36,19114.77,10196.77,5187.06,10287.1,18041.51,74218.57
2022-04-05 11:00:00,2022-04-05 12:00:00,11297.71,18941.36,10103.83,5107.89,10185.84,18374.48,74011.11
2022-04-05 12:00:00,2022-04-05 13:00:00,11368.37,18749.19,9998.41,5041.07,10126.21,18528.95,73812.2
2022-04-05 13:00:00,2022-04-05 14:00:00,11365.91,18453.42,9925.62,4934.16,9982.79,18907.56,73569.46
2022-04-05 14:00:00,2022-04-05 15:00:00,11278.15,18085.96,9797.57,4839.1,9903.48,19305.99,73210.25
2022-04-05 15:00:00,2022-04-05 16:00:00,11226.3,17785.81,9752.11,4755.38,9806.86,19834.03,73160.49
2022-04-05 16:00:00,2022-04-05 17:00:00,11371.95,17640.2,9729.54,4769.38,9758.92,20329.45,73599.44
2022-04-05 17:00:00,2022-04-05 18:00:00,11446.15,17590.22,9793.57,4784.07,9716.49,20581.76,73912.26
2022-04-05 18:00:00,2022-04-05 19:00:00,11418.53,17718.57,9639.52,4820.53,9732.01,20484.03,73813.19
2022-04-05 19:00:00,2022-04-05 20:00:00,11418.22,18122.31,9792.8,4936.71,9944.84,20320.96,74535.84
2022-04-05 20:00:00,2022-04-05 21:00:00,11203.03,17828.67,9689.93,4986.51,9867.09,20408.14,73983.37
2022-04-05 21:00:00,2022-04-05 22:00:00,10823.9,17052.12,9313.06,4810.64,9464.57,19744.17,71208.46
2022-04-05 22:00:00,2022-04-05 23:00:00,10342.74,16251.92,8881.7,4571.44,9081.0,18520.56,67649.36
2022-04-05 23:00:00,2022-04-06 00:00:00,9963.43,15593.21,8489.87,4393.68,8772.95,17445.86,64659.0
2022-04-06 00:00:00,2022-04-06 01:00:00,9641.83,15146.05,8239.37,4268.36,8571.0,16661.6,62528.21
2022-04-06 01:00:00,2022-04-06 02:00:00,9433.65,14880.14,8076.46,4213.38,8469.37,16182.06,61255.06
2022-04-06 02:00:00,2022-04-06 03:00:00,9350.07,14827.54,8093.42,4169.41,8510.77,15894.78,60845.99
2022-04-06 03:00:00,2022-04-06 04:00:00,9380.65,14953.93,8150.2,4197.98,8645.58,15801.56,61129.9
2022-04-06 04:00:00,2022-04-06 05:00:00,9572.74,15628.5,8288.31,4305.49,9042.38,15968.65,62806.07
2022-04-06 05:00:00,2022-04-06 06:00:00,10202.66,16850.14,8886.67,4530.73,9717.23,16654.48,66841.91
2022-04-06 06:00:00,2022-04-06 07:00:00,11083.55,18070.91,9626.88,4892.12,10209.73,17710.14,71593.33
2022-04-06 07:00:00,2022-04-06 08:00:00,11520.88,18650.69,10063.17,5133.76,10314.12,17974.47,73657.09
2022-04-06 08:00:00,2022-04-06 09:00:00,11608.17,18955.29,10098.56,5166.3,10376.45,18098.82,74303.59
2022-04-06 09:00:00,2022-04-06 10:00:00,11562.03,19093.6,10164.85,5111.92,10508.58,18561.57,75002.55
2022-04-06 10:00:00,2022-04-06 11:00:00,11564.51,19084.73,9995.95,5059.02,10528.52,19054.46,75287.19
2022-04-06 11:00:00,2022-04-06 12:00:00,11490.48,19034.25,9991.02,4922.07,10522.05,19453.06,75412.93
2022-04-06 12:00:00,2022-04-06 13:00:00,11421.19,19031.74,9975.51,4838.2,10428.05,19773.71,75468.4
2022-04-06 13:00:00,2022-04-06 14:00:00,11394.82,18911.5,9826.48,4820.17,10247.43,20163.67,75364.07
2022-04-06 14:00:00,2022-04-06 15:00:00,11324.97,18632.41,9813.33,4749.42,9852.79,20541.15,74914.07
2022-04-06 15:00:00,2022-04-06 16:00:00,11192.94,18370.41,9668.61,4736.46,9741.13,21066.71,74776.26
2022-04-06 16:00:00,2022-04-06 17:00:00,11132.5,18257.55,9679.94,4761.65,9705.17,21212.16,74748.97
2022-04-06 17:00:00,2022-04-06 18:00:00,11244.49,18193.9,9765.87,4807.79,9739.81,21101.47,74853.33
2022-04-06 18:00:00,2022-04-06 19:00:00,11346.57,18121.41,9781.39,4878.01,9825.46,20698.76,74651.6
2022-04-06 19:00:00,2022-04-06 20:00:00,11443.97,18393.73,9862.84,4962.12,10088.93,20248.62,75000.21
2022-04-06 20:00:00,2022-04-06 21:00:00,11494.94,18066.3,9919.78,5028.66,10114.91,20202.94,74827.53
2022-04-06 21:00:00,2022-04-06 22:00:00,11074.11,17273.19,9627.68,4895.93,9690.82,19307.41,71869.14
2022-04-06 22:00:00,2022-04-06 23:00:00,10633.08,16348.01,9189.78,4650.47,9334.58,18016.9,68172.82
2022-04-06 23:00:00,2022-04-07 00:00:00,10266.73,15736.82,8924.34,4501.21,9057.93,16714.26,65201.29
2022-04-07 00:00:00,2022-04-07 01:00:00,9933.65,15305.04,8610.67,4433.46,8916.56,15895.47,63094.85
2022-04-07 01:00:00,2022-04-07 02:00:00,9682.56,15080.86,8576.17,4377.43,8785.23,15340.04,61842.29
2022-04-07 02:00:00,2022-04-07 03:00:00,9571.08,15005.96,8613.82,4376.86,8781.41,15008.04,61357.17
2022-04-07 03:00:00,2022-04-07 04:00:00,9538.73,15145.46,8674.04,4432.6,9069.5,14843.47,61703.8
2022-04-07 04:00:00,2022-04-07 05:00:00,9736.87,15882.26,8916.01,4507.04,9509.9,15016.74,63568.82
2022-04-07 05:00:00,2022-04-07 06:00:00,10329.16,17122.42,9537.92,4800.22,10254.76,15656.55,67701.03
2022-04-07 06:00:00,2022-04-07 07:00:00,11237.87,18221.08,10344.99,5149.02,10810.36,17007.6,72770.92
2022-04-07 07:00:00,2022-04-07 08:00:00,11532.74,18793.33,10748.71,5330.62,10824.58,17135.41,74365.39
2022-04-07 08:00:00,2022-04-07 09:00:00,11517.58,19019.85,10749.36,5244.93,10673.51,17097.98,74303.21
2022-04-07 09:00:00,2022-04-07 10:00:00,11491.38,19144.1,10781.64,5219.65,10548.02,17037.74,74222.53
2022-04-07 10:00:00,2022-04-07 11:00:00,11418.82,19177.25,10828.05,5284.53,10558.14,16791.06,74057.85
2022-04-07 11:00:00,2022-04-07 12:00:00,11318.24,19031.5,10689.28,5301.49,10570.0,16843.24,73753.75
2022-04-07 12:00:00,2022-04-07 13:00:00,11207.44,18994.2,10600.24,5228.71,10579.22,16768.68,73378.49
2022-04-07 13:00:00,2022-04-07 14:00:00,11261.89,18848.11,10527.19,5222.17,10478.49,16970.02,73307.87
2022-04-07 14:00:00,2022-04-07 15:00:00,11153.77,18659.79,10455.27,5158.42,10346.25,17138.06,72911.56
2022-04-07 15:00:00,2022-04-07 16:00:00,11079.99,18433.64,10272.81,5159.31,10192.86,17221.26,72359.87
2022-04-07 16:00:00,2022-04-07 17:00:00,11153.5,18260.17,10340.37,5163.02,10288.99,17199.5,72405.55
2022-04-07 17:00:00,2022-04-07 18:00:00,11313.44,18114.92,10440.01,5191.9,10436.79,17301.22,72798.28
2022-04-07 18:00:00,2022-04-07 19:00:00,11397.45,18174.55,10487.27,5260.38,10543.19,17304.72,73167.56
2022-04-07 19:00:00,2022-04-07 20:00:00,11601.99,18481.07,10692.87,5366.65,10817.73,17528.24,74488.55
2022-04-07 20:00:00,2022-04-07 21:00:00,11690.54,18252.63,10703.16,5391.52,10740.38,18057.02,74835.25
2022-04-07 21:00:00,2022-04-07 22:00:00,11333.66,17467.31,10438.47,5254.39,10330.59,17709.77,72534.19
2022-04-07 22:00:00,2022-04-07 23:00:00,10857.11,16568.16,9868.79,5037.12,9925.93,16824.42,69081.53
2022-04-07 23:00:00,2022-04-08 00:00:00,10475.3,15915.57,9554.39,4835.15,9620.58,15886.34,66287.33
2022-04-08 00:00:00,2022-04-08 01:00:00,10063.02,15472.59,9368.59,4715.8,9435.28,15305.26,64360.54
2022-04-08 01:00:00,2022-04-08 02:00:00,9823.68,15215.51,9327.45,4655.19,9342.47,14994.54,63358.84
2022-04-08 02:00:00,2022-04-08 03:00:00,9704.57,15055.38,9263.1,4623.11,9359.45,14908.55,62914.16
2022-04-08 03:00:00,2022-04-08 04:00:00,9728.23,15201.74,9319.04,4612.53,9538.87,14942.35,63342.76
2022-04-08 04:00:00,2022-04-08 05:00:00,9968.98,15859.39,9587.09,4702.87,9917.2,15259.4,65294.93
2022-04-08 05:00:00,2022-04-08 06:00:00,10518.19,17117.79,10126.67,4941.4,10610.54,16192.45,69507.04
2022-04-08 06:00:00,2022-04-08 07:00:00,11339.32,18236.49,10818.96,5280.11,11085.13,17654.22,74414.23
2022-04-08 07:00:00,2022-04-08 08:00:00,11758.23,18864.49,11287.88,5507.72,11217.19,18056.31,76691.82
2022-04-08 08:00:00,2022-04-08 09:00:00,11598.54,19177.01,11436.79,5533.25,11193.24,17903.43,76842.26
2022-04-08 09:00:00,2022-04-08 10:00:00,11198.37,19307.27,11407.23,5554.8,11131.86,17920.12,76519.65
2022-04-08 10:00:00,2022-04-08 11:00:00,10890.96,19388.14,11348.04,5514.2,11002.08,17817.56,75960.98
2022-04-08 11:00:00,2022-04-08 12:00:00,10696.33,19172.56,11202.11,5446.79,10926.11,17577.13,75021.03
2022-04-08 12:00:00,2022-04-08 13:00:00,10536.12,19005.75,11124.26,5432.64,10768.09,17544.45,74411.31
2022-04-08 13:00:00,2022-04-08 14:00:00,10394.61,18742.14,11083.68,5424.52,10590.21,17378.45,73613.61
2022-04-08 14:00:00,2022-04-08 15:00:00,10143.44,18380.77,10931.81,5414.95,10518.17,17220.11,72609.25
2022-04-08 15:00:00,2022-04-08 16:00:00,9872.39,18125.16,10807.39,5424.37,10485.09,17193.14,71907.54
2022-04-08 16:00:00,2022-04-08 17:00:00,9752.15,18005.73,10675.11,5467.77,10525.72,17357.03,71783.51
2022-04-08 17:00:00,2022-04-08 18:00:00,9956.01,17863.47,10586.31,5447.85,10539.85,17413.94,71807.43
2022-04-08 18:00:00,2022-04-08 19:00:00,10263.3,17843.55,10485.87,5456.71,10592.0,17448.26,72089.69
2022-04-08 19:00:00,2022-04-08 20:00:00,10442.92,17991.25,10465.5,5467.71,10832.88,17544.01,72744.27
2022-04-08 20:00:00,2022-04-08 21:00:00,10653.74,17749.7,10426.87,5434.23,10790.99,17866.58,72922.11
2022-04-08 21:00:00,2022-04-08 22:00:00,10457.91,16994.85,10154.83,5293.54,10486.79,17708.71,71096.63
2022-04-08 22:00:00,2022-04-08 23:00:00,10132.03,16139.34,9722.39,5077.05,10117.26,17148.56,68336.63
2022-04-08 23:00:00,2022-04-09 00:00:00,9781.18,15462.45,9303.05,4858.16,9821.66,16593.66,65820.16
2022-04-09 00:00:00,2022-04-09 01:00:00,9422.33,14969.5,9079.23,4714.57,9603.33,16111.65,63900.61
2022-04-09 01:00:00,2022-04-09 02:00:00,9196.07,14723.21,8915.61,4629.4,9524.52,15812.23,62801.04
2022-04-09 02:00:00,2022-04-09 03:00:00,9099.73,14534.63,8822.97,4588.48,9496.13,15787.11,62329.05
2022-04-09 03:00:00,2022-04-09 04:00:00,9086.86,14605.44,8815.82,4606.92,9607.94,15898.32,62621.3
2022-04-09 04:00:00,2022-04-09 05:00:00,9210.75,14907.37,8965.15,4648.0,9808.57,16260.13,63799.97
2022-04-09 05:00:00,2022-04-09 06:00:00,9431.4,15452.8,9271.23,4790.18,10048.08,16717.42,65711.11
2022-04-09 06:00:00,2022-04-09 07:00:00,9747.28,15921.4,9682.16,4924.27,10338.49,17352.96,67966.56
2022-04-09 07:00:00,2022-04-09 08:00:00,9878.18,16396.32,9840.2,4934.25,10619.34,18014.99,69683.28
2022-04-09 08:00:00,2022-04-09 09:00:00,9659.65,16790.44,9818.43,4866.9,10736.88,18094.79,69967.09
2022-04-09 09:00:00,2022-04-09 10:00:00,9368.48,17057.91,9624.5,4841.66,10781.94,17670.43,69344.92
2022-04-09 10:00:00,2022-04-09 11:00:00,9172.68,17152.1,9356.57,4755.44,10696.72,17179.39,68312.9
2022-04-09 11:00:00,2022-04-09 12:00:00,9028.19,17022.24,9131.51,4644.85,10619.9,16862.95,67309.64
2022-04-09 12:00:00,2022-04-09 13:00:00,8842.58,16753.58,8910.89,4619.91,10417.42,16574.54,66118.92
2022-04-09 13:00:00,2022-04-09 14:00:00,8594.92,16579.97,8673.91,4443.58,10167.59,16519.26,64979.23
2022-04-09 14:00:00,2022-04-09 15:00:00,8532.41,16427.3,8568.12,4342.67,10034.01,16556.05,64460.56
2022-04-09 15:00:00,2022-04-09 16:00:00,8561.13,16366.28,8504.67,4289.45,9901.13,16665.11,64287.77
2022-04-09 16:00:00,2022-04-09 17:00:00,8790.44,16415.4,8458.74,4313.49,9835.62,17022.79,64836.48
2022-04-09 17:00:00,2022-04-09 18:00:00,9119.5,16435.73,8539.55,4328.21,9790.74,17158.03,65371.76
2022-04-09 18:00:00,2022-04-09 19:00:00,9374.49,16462.94,8598.01,4468.02,9809.94,17066.87,65780.27
2022-04-09 19:00:00,2022-04-09 20:00:00,9620.24,16694.46,8783.09,4618.78,10041.12,17117.36,66875.05
2022-04-09 20:00:00,2022-04-09 21:00:00,9887.56,16603.85,9055.89,4758.85,10123.28,17430.53,67859.96
2022-04-09 21:00:00,2022-04-09 22:00:00,9706.07,15943.19,8917.35,4700.84,9987.26,17062.21,66316.92
2022-04-09 22:00:00,2022-04-09 23:00:00,9360.32,15294.35,8640.93,4547.27,9761.42,16478.14,64082.43
2022-04-09 23:00:00,2022-04-10 00:00:00,9000.57,14695.26,8352.13,4388.99,9515.14,15774.58,61726.67
2022-04-10 00:00:00,2022-04-10 01:00:00,8742.91,14330.94,8225.08,4281.06,9280.16,15327.86,60188.01
2022-04-10 01:00:00,2022-04-10 02:00:00,8596.37,14078.57,8130.98,4265.58,9367.29,14914.48,59353.27
2022-04-10 02:00:00,2022-04-10 03:00:00,8517.05,14011.63,8149.26,4252.14,9368.37,14770.0,59068.45
2022-04-10 03:00:00,2022-04-10 04:00:00,8543.39,14022.42,8188.09,4270.27,9421.12,14779.14,59224.43
2022-04-10 04:00:00,2022-04-10 05:00:00,8643.5,14213.38,8252.13,4320.69,9532.2,14865.55,59827.45
