timestamp_begin_pt,timestamp_end_pt,SCE,VEA,PGAE,SDGE,System Total
2021-11-22 07:00:00,2021-11-22 08:00:00,10190.00,59,10077.00,2025,22351
2021-11-22 08:00:00,2021-11-22 09:00:00,9637.00,58,9493.00,2015,21203
2021-11-22 09:00:00,2021-11-22 10:00:00,9291.00,58,9158.00,1861,20368
2021-11-22 10:00:00,2021-11-22 11:00:00,9028.00,60,8917.00,1806,19811
2021-11-22 11:00:00,2021-11-22 12:00:00,9088.00,62,8793.00,1760,19703
2021-11-22 12:00:00,2021-11-22 13:00:00,9057.00,65,8796.00,1723,19641
2021-11-22 13:00:00,2021-11-22 14:00:00,9117.00,71,9008.00,1742,19938
2021-11-22 14:00:00,2021-11-22 15:00:00,9671.00,80,9650.00,1836,21237
2021-11-22 15:00:00,2021-11-22 16:00:00,10344.00,90,10679.00,1970,23083
2021-11-22 16:00:00,2021-11-22 17:00:00,10774.00,87,11257.00,1945,24063
2021-11-22 17:00:00,2021-11-22 18:00:00,11211.00,76,11190.00,1893,24370
2021-11-22 18:00:00,2021-11-22 19:00:00,11291.00,66,10897.00,1835,24089
2021-11-22 19:00:00,2021-11-22 20:00:00,11338.00,58,10416.00,1756,23568
2021-11-22 20:00:00,2021-11-22 21:00:00,11504.00,52,10078.00,1764,23398
2021-11-22 21:00:00,2021-11-22 22:00:00,11757.00,50,9906.00,1830,23543
2021-11-22 22:00:00,2021-11-22 23:00:00,12249.00,49,10034.00,1990,24322
2021-11-22 23:00:00,2021-11-23 00:00:00,12532.00,50,10279.00,2086,24947
2021-11-23 00:00:00,2021-11-23 01:00:00,12760.00,54,10930.00,2326,26070
2021-11-23 01:00:00,2021-11-23 02:00:00,12748.00,60,11681.00,2525,27014
2021-11-23 02:00:00,2021-11-23 03:00:00,13022.00,66,12527.00,2658,28273
2021-11-23 03:00:00,2021-11-23 04:00:00,12815.00,66,12501.00,2592,27974
2021-11-23 04:00:00,2021-11-23 05:00:00,12475.00,66,12147.00,2499,27187
2021-11-23 05:00:00,2021-11-23 06:00:00,12180.00,64,11786.00,2391,26421
2021-11-23 06:00:00,2021-11-23 07:00:00,11701.00,62,11338.00,2270,25371
2021-11-23 07:00:00,2021-11-23 08:00:00,10983.00,59,10667.00,2094,23803
2021-11-23 08:00:00,2021-11-23 09:00:00,10339.00,57,9986.00,1941,22323
2021-11-23 09:00:00,2021-11-23 10:00:00,9824.00,56,9647.00,1861,21388
2021-11-23 10:00:00,2021-11-23 11:00:00,9450.00,57,9357.00,1790,20654
2021-11-23 11:00:00,2021-11-23 12:00:00,9204.00,58,9167.00,1732,20161
2021-11-23 12:00:00,2021-11-23 13:00:00,9189.00,59,9244.00,1740,20232
2021-11-23 13:00:00,2021-11-23 14:00:00,9371.00,63,9270.00,1799,20503
2021-11-23 14:00:00,2021-11-23 15:00:00,9768.00,69,9873.00,1929,21639
2021-11-23 15:00:00,2021-11-23 16:00:00,10400.00,76,10778.00,1970,23224
2021-11-23 16:00:00,2021-11-23 17:00:00,10678.00,75,11288.00,2050,24091
2021-11-23 17:00:00,2021-11-23 18:00:00,10771.00,70,11308.00,1986,24135
2021-11-23 18:00:00,2021-11-23 19:00:00,10897.00,61,11312.00,1956,24226
2021-11-23 19:00:00,2021-11-23 20:00:00,10906.00,53,10810.00,1953,23722
2021-11-23 20:00:00,2021-11-23 21:00:00,11067.00,49,10401.00,1992,23509
2021-11-23 21:00:00,2021-11-23 22:00:00,11165.00,47,10185.00,2012,23409
2021-11-23 22:00:00,2021-11-23 23:00:00,11545.00,49,10264.00,1958,23816
2021-11-23 23:00:00,2021-11-24 00:00:00,11966.00,49,10628.00,2001,24644
2021-11-24 00:00:00,2021-11-24 01:00:00,11941.00,53,10850.00,2260,25104
2021-11-24 01:00:00,2021-11-24 02:00:00,12368.00,59,11662.00,2438,26527
2021-11-24 02:00:00,2021-11-24 03:00:00,12780.00,63,12482.00,2627,27952
2021-11-24 03:00:00,2021-11-24 04:00:00,12490.00,64,12439.00,2616,27609
2021-11-24 04:00:00,2021-11-24 05:00:00,12234.00,64,12139.00,2542,26979
2021-11-24 05:00:00,2021-11-24 06:00:00,11828.00,63,11848.00,2522,26261
2021-11-24 06:00:00,2021-11-24 07:00:00,11454.00,62,11586.00,2391,25493
2021-11-24 07:00:00,2021-11-24 08:00:00,10873.00,60,11292.00,2201,24426
2021-11-24 08:00:00,2021-11-24 09:00:00,10263.00,58,10535.00,2079,22935
2021-11-24 09:00:00,2021-11-24 10:00:00,9888.00,57,9952.00,1954,21851
2021-11-24 10:00:00,2021-11-24 11:00:00,9572.00,57,9728.00,1901,21258
2021-11-24 11:00:00,2021-11-24 12:00:00,9257.00,59,9478.00,1798,20592
2021-11-24 12:00:00,2021-11-24 13:00:00,9171.00,60,9442.00,1765,20438
2021-11-24 13:00:00,2021-11-24 14:00:00,9349.00,65,9658.00,1794,20866
2021-11-24 14:00:00,2021-11-24 15:00:00,9869.00,71,9935.00,1895,21770
2021-11-24 15:00:00,2021-11-24 16:00:00,10482.00,79,10840.00,2024,23425
2021-11-24 16:00:00,2021-11-24 17:00:00,10758.00,76,11296.00,1982,24112
2021-11-24 17:00:00,2021-11-24 18:00:00,10936.00,69,11157.00,1725,23887
2021-11-24 18:00:00,2021-11-24 19:00:00,10854.00,63,11082.00,1616,23615
2021-11-24 19:00:00,2021-11-24 20:00:00,10718.00,57,10600.00,1582,22957
2021-11-24 20:00:00,2021-11-24 21:00:00,10922.00,54,10144.00,1523,22643
2021-11-24 21:00:00,2021-11-24 22:00:00,11031.00,53,9929.00,1582,22595
2021-11-24 22:00:00,2021-11-24 23:00:00,11261.00,53,10039.00,1724,23077
2021-11-24 23:00:00,2021-11-25 00:00:00,11256.00,53,10132.00,1900,23341
2021-11-25 00:00:00,2021-11-25 01:00:00,11449.00,56,10566.00,2210,24281
2021-11-25 01:00:00,2021-11-25 02:00:00,11892.00,65,11561.00,2440,25958
2021-11-25 02:00:00,2021-11-25 03:00:00,12469.00,71,12375.00,2638,27553
2021-11-25 03:00:00,2021-11-25 04:00:00,12204.00,71,12326.00,2591,27192
2021-11-25 04:00:00,2021-11-25 05:00:00,11938.00,71,12046.00,2506,26561
2021-11-25 05:00:00,2021-11-25 06:00:00,11658.00,70,11767.00,2420,25915
2021-11-25 06:00:00,2021-11-25 07:00:00,11315.00,68,11362.00,2304,25049
2021-11-25 07:00:00,2021-11-25 08:00:00,10700.00,65,10740.00,2139,23644
2021-11-25 08:00:00,2021-11-25 09:00:00,10088.00,64,10087.00,1972,22211
2021-11-25 09:00:00,2021-11-25 10:00:00,9555.00,64,9609.00,1989,21217
2021-11-25 10:00:00,2021-11-25 11:00:00,9298.00,65,9247.00,1900,20510
2021-11-25 11:00:00,2021-11-25 12:00:00,8921.00,68,9009.00,1834,19832
2021-11-25 12:00:00,2021-11-25 13:00:00,8780.00,70,8941.00,1821,19612
2021-11-25 13:00:00,2021-11-25 14:00:00,8736.00,75,8960.00,1819,19590
2021-11-25 14:00:00,2021-11-25 15:00:00,8766.00,82,9224.00,1865,19937
2021-11-25 15:00:00,2021-11-25 16:00:00,8934.00,90,9692.00,1905,20621
2021-11-25 16:00:00,2021-11-25 17:00:00,8894.00,88,9893.00,1729,20604
2021-11-25 17:00:00,2021-11-25 18:00:00,9286.00,81,9661.00,1555,20583
2021-11-25 18:00:00,2021-11-25 19:00:00,9216.00,72,9501.00,1434,20223
2021-11-25 19:00:00,2021-11-25 20:00:00,9184.00,65,9301.00,1369,19919
2021-11-25 20:00:00,2021-11-25 21:00:00,9245.00,59,9022.00,1362,19688
2021-11-25 21:00:00,2021-11-25 22:00:00,9139.00,56,8981.00,1364,19540
2021-11-25 22:00:00,2021-11-25 23:00:00,9316.00,53,9125.00,1499,19993
2021-11-25 23:00:00,2021-11-26 00:00:00,9473.00,52,9519.00,1693,20737
2021-11-26 00:00:00,2021-11-26 01:00:00,9797.00,53,9631.00,2037,21518
2021-11-26 01:00:00,2021-11-26 02:00:00,10305.00,58,10181.00,2244,22788
2021-11-26 02:00:00,2021-11-26 03:00:00,10652.00,63,10662.00,2327,23704
2021-11-26 03:00:00,2021-11-26 04:00:00,10445.00,65,10441.00,2242,23193
2021-11-26 04:00:00,2021-11-26 05:00:00,10102.00,66,10246.00,2177,22591
2021-11-26 05:00:00,2021-11-26 06:00:00,10245.00,68,10128.00,2137,22578
2021-11-26 06:00:00,2021-11-26 07:00:00,9851.00,69,9998.00,2075,21993
2021-11-26 07:00:00,2021-11-26 08:00:00,9548.00,69,9678.00,1976,21271
2021-11-26 08:00:00,2021-11-26 09:00:00,9424.00,69,9255.00,1878,20626
2021-11-26 09:00:00,2021-11-26 10:00:00,8932.00,69,9049.00,1807,19857
2021-11-26 10:00:00,2021-11-26 11:00:00,8664.00,71,8910.00,1736,19381
2021-11-26 11:00:00,2021-11-26 12:00:00,8612.00,74,8681.00,1689,19056
2021-11-26 12:00:00,2021-11-26 13:00:00,8537.00,76,8632.00,1689,18934
2021-11-26 13:00:00,2021-11-26 14:00:00,8509.00,80,8650.00,1730,18969
2021-11-26 14:00:00,2021-11-26 15:00:00,8816.00,86,9017.00,1785,19704
2021-11-26 15:00:00,2021-11-26 16:00:00,9111.00,93,9571.00,1852,20627
2021-11-26 16:00:00,2021-11-26 17:00:00,9191.00,90,9828.00,1743,20852
2021-11-26 17:00:00,2021-11-26 18:00:00,9416.00,79,9466.00,1604,20565
2021-11-26 18:00:00,2021-11-26 19:00:00,9212.00,69,9020.00,1416,19717
2021-11-26 19:00:00,2021-11-26 20:00:00,9197.00,58,8683.00,1332,19270
2021-11-26 20:00:00,2021-11-26 21:00:00,9264.00,51,8418.00,1319,19052
2021-11-26 21:00:00,2021-11-26 22:00:00,9519.00,48,8233.00,1401,19201
2021-11-26 22:00:00,2021-11-26 23:00:00,9591.00,48,8498.00,1514,19651
2021-11-26 23:00:00,2021-11-27 00:00:00,9877.00,48,9051.00,1708,20684
2021-11-27 00:00:00,2021-11-27 01:00:00,10316.00,52,9822.00,2018,22208
2021-11-27 01:00:00,2021-11-27 02:00:00,10887.00,59,10650.00,2282,23878
2021-11-27 02:00:00,2021-11-27 03:00:00,11503.00,64,11449.00,2460,25476
2021-11-27 03:00:00,2021-11-27 04:00:00,11324.00,65,11405.00,2412,25206
2021-11-27 04:00:00,2021-11-27 05:00:00,11118.00,66,11164.00,2338,24686
2021-11-27 05:00:00,2021-11-27 06:00:00,10855.00,67,10939.00,2266,24127
2021-11-27 06:00:00,2021-11-27 07:00:00,10601.00,67,10633.00,2182,23483
2021-11-27 07:00:00,2021-11-27 08:00:00,10199.00,67,10113.00,2051,22430
2021-11-27 08:00:00,2021-11-27 09:00:00,9817.00,67,9557.00,1912,21353
2021-11-27 09:00:00,2021-11-27 10:00:00,9280.00,67,9169.00,1847,20363
2021-11-27 10:00:00,2021-11-27 11:00:00,8931.00,68,8863.00,1779,19641
2021-11-27 11:00:00,2021-11-27 12:00:00,8707.00,71,8678.00,1717,19173
2021-11-27 12:00:00,2021-11-27 13:00:00,8592.00,73,8648.00,1694,19007
2021-11-27 13:00:00,2021-11-27 14:00:00,8607.00,77,8660.00,1696,19040
2021-11-27 14:00:00,2021-11-27 15:00:00,8806.00,82,8923.00,1757,19568
2021-11-27 15:00:00,2021-11-27 16:00:00,9037.00,89,9370.00,1811,20307
2021-11-27 16:00:00,2021-11-27 17:00:00,8970.00,86,9572.00,1676,20304
2021-11-27 17:00:00,2021-11-27 18:00:00,9053.00,76,9308.00,1515,19952
2021-11-27 18:00:00,2021-11-27 19:00:00,9222.00,66,9186.00,1418,19892
2021-11-27 19:00:00,2021-11-27 20:00:00,9153.00,56,9078.00,1329,19616
2021-11-27 20:00:00,2021-11-27 21:00:00,9203.00,49,8828.00,1276,19356
2021-11-27 21:00:00,2021-11-27 22:00:00,9158.00,47,8662.00,1333,19200
2021-11-27 22:00:00,2021-11-27 23:00:00,9371.00,46,8832.00,1387,19636
2021-11-27 23:00:00,2021-11-28 00:00:00,9654.00,47,9150.00,1580,20431
2021-11-28 00:00:00,2021-11-28 01:00:00,10036.00,49,9606.00,1913,21604
2021-11-28 01:00:00,2021-11-28 02:00:00,10613.00,56,10473.00,2209,23351
2021-11-28 02:00:00,2021-11-28 03:00:00,11371.00,62,11325.00,2420,25178
2021-11-28 03:00:00,2021-11-28 04:00:00,11282.00,62,11323.00,2401,25068
2021-11-28 04:00:00,2021-11-28 05:00:00,11020.00,63,11102.00,2339,24524
2021-11-28 05:00:00,2021-11-28 06:00:00,10823.00,64,10867.00,2267,24021
2021-11-28 06:00:00,2021-11-28 07:00:00,10574.00,63,10617.00,2182,23436
2021-11-28 07:00:00,2021-11-28 08:00:00,10073.00,62,10059.00,2049,22243
2021-11-28 08:00:00,2021-11-28 09:00:00,9614.00,62,9513.00,1918,21107
2021-11-28 09:00:00,2021-11-28 10:00:00,9125.00,62,9173.00,1845,20205
2021-11-28 10:00:00,2021-11-28 11:00:00,8807.00,64,8975.00,1768,19614
2021-11-28 11:00:00,2021-11-28 12:00:00,8670.00,66,8699.00,1726,19161
2021-11-28 12:00:00,2021-11-28 13:00:00,8581.00,68,8575.00,1693,18917
2021-11-28 13:00:00,2021-11-28 14:00:00,8551.00,72,8602.00,1710,18935
2021-11-28 14:00:00,2021-11-28 15:00:00,8623.00,78,8791.00,1742,19234
2021-11-28 15:00:00,2021-11-28 16:00:00,8758.00,84,9154.00,1790,19786
2021-11-28 16:00:00,2021-11-28 17:00:00,8868.00,82,9273.00,1725,19948
2021-11-28 17:00:00,2021-11-28 18:00:00,8931.00,73,8916.00,1484,19404
2021-11-28 18:00:00,2021-11-28 19:00:00,8948.00,62,8950.00,1374,19334
2021-11-28 19:00:00,2021-11-28 20:00:00,8917.00,55,8730.00,1301,19003
2021-11-28 20:00:00,2021-11-28 21:00:00,8928.00,48,8479.00,1283,18738
2021-11-28 21:00:00,2021-11-28 22:00:00,9007.00,46,8523.00,1312,18888
2021-11-28 22:00:00,2021-11-28 23:00:00,9328.00,46,8705.00,1448,19527
2021-11-28 23:00:00,2021-11-29 00:00:00,9653.00,47,9158.00,1690,20548
2021-11-29 00:00:00,2021-11-29 01:00:00,10144.00,50,9615.00,2075,21884
2021-11-29 01:00:00,2021-11-29 02:00:00,10760.00,57,10575.00,2275,23667
2021-11-29 02:00:00,2021-11-29 03:00:00,11538.00,61,11586.00,2518,25703
2021-11-29 03:00:00,2021-11-29 04:00:00,11486.00,62,11617.00,2498,25663
2021-11-29 04:00:00,2021-11-29 05:00:00,11420.00,62,11387.00,2426,25295
2021-11-29 05:00:00,2021-11-29 06:00:00,10954.00,61,11088.00,2331,24434
2021-11-29 06:00:00,2021-11-29 07:00:00,10679.00,60,10741.00,2211,23691
2021-11-29 07:00:00,2021-11-29 08:00:00,10136.00,59,10060.00,2059,22314
2021-11-29 08:00:00,2021-11-29 09:00:00,9634.00,58,9344.00,1892,20928
2021-11-29 09:00:00,2021-11-29 10:00:00,9231.00,58,9191.00,1832,20312
2021-11-29 10:00:00,2021-11-29 11:00:00,8828.00,60,9221.00,1767,19876
2021-11-29 11:00:00,2021-11-29 12:00:00,8688.00,63,9021.00,1726,19498
2021-11-29 12:00:00,2021-11-29 13:00:00,8663.00,66,9057.00,1718,19504
2021-11-29 13:00:00,2021-11-29 14:00:00,8935.00,72,9288.00,1761,20056
2021-11-29 14:00:00,2021-11-29 15:00:00,9610.00,81,9852.00,1892,21435
2021-11-29 15:00:00,2021-11-29 16:00:00,10494.00,89,10719.00,2095,23397
2021-11-29 16:00:00,2021-11-29 17:00:00,10893.00,86,11370.00,2044,24393
2021-11-29 17:00:00,2021-11-29 18:00:00,11155.00,75,11104.00,1854,24188
2021-11-29 18:00:00,2021-11-29 19:00:00,11228.00,65,10899.00,1783,23975
2021-11-29 19:00:00,2021-11-29 20:00:00,11126.00,58,10574.00,1707,23465
2021-11-29 20:00:00,2021-11-29 21:00:00,11218.00,52,10268.00,1704,23242
2021-11-29 21:00:00,2021-11-29 22:00:00,11542.00,50,10256.00,1705,23553
2021-11-29 22:00:00,2021-11-29 23:00:00,11704.00,49,10214.00,1885,23852
2021-11-29 23:00:00,2021-11-30 00:00:00,12017.00,51,10323.00,2051,24442
2021-11-30 00:00:00,2021-11-30 01:00:00,12178.00,52,10955.00,2457,25642
2021-11-30 01:00:00,2021-11-30 02:00:00,12590.00,59,11809.00,2577,27035
2021-11-30 02:00:00,2021-11-30 03:00:00,13131.00,64,12690.00,2762,28647
2021-11-30 03:00:00,2021-11-30 04:00:00,12847.00,64,12655.00,2711,28277
2021-11-30 04:00:00,2021-11-30 05:00:00,12533.00,64,12312.00,2605,27514
2021-11-30 05:00:00,2021-11-30 06:00:00,12116.00,63,11910.00,2504,26593
2021-11-30 06:00:00,2021-11-30 07:00:00,11734.00,61,11404.00,2360,25559
2021-11-30 07:00:00,2021-11-30 08:00:00,10952.00,60,10652.00,2161,23825
2021-11-30 08:00:00,2021-11-30 09:00:00,10418.00,59,9921.00,1990,22388
2021-11-30 09:00:00,2021-11-30 10:00:00,9946.00,60,9488.00,1953,21447
2021-11-30 10:00:00,2021-11-30 11:00:00,9641.00,61,9180.00,1864,20746
2021-11-30 11:00:00,2021-11-30 12:00:00,9352.00,64,9014.00,1838,20268
2021-11-30 12:00:00,2021-11-30 13:00:00,9314.00,67,9018.00,1827,20226
2021-11-30 13:00:00,2021-11-30 14:00:00,9456.00,72,9269.00,1853,20650
2021-11-30 14:00:00,2021-11-30 15:00:00,10000.00,80,9933.00,1952,21965
2021-11-30 15:00:00,2021-11-30 16:00:00,10821.00,89,10989.00,2254,24153
2021-11-30 16:00:00,2021-11-30 17:00:00,11025.00,81,11600.00,2260,24966
2021-11-30 17:00:00,2021-11-30 18:00:00,11193.00,69,11871.00,1995,25128
2021-11-30 18:00:00,2021-11-30 19:00:00,11073.00,63,11360.00,1788,24284
2021-11-30 19:00:00,2021-11-30 20:00:00,11191.00,55,10725.00,1651,23622
2021-11-30 20:00:00,2021-11-30 21:00:00,11191.00,51,10405.00,1667,23314
2021-11-30 21:00:00,2021-11-30 22:00:00,11571.00,50,10320.00,1718,23659
2021-11-30 22:00:00,2021-11-30 23:00:00,11802.00,50,10471.00,1772,24095
2021-11-30 23:00:00,2021-12-01 00:00:00,11897.00,51,10872.00,1982,24802
2021-12-01 00:00:00,2021-12-01 01:00:00,24138.00,106,21998.00,4502,50744
2021-12-01 01:00:00,2021-12-01 02:00:00,12514.00,58,11875.00,2505,26952
2021-12-01 02:00:00,2021-12-01 03:00:00,13132.00,62,12688.00,2734,28616
2021-12-01 03:00:00,2021-12-01 04:00:00,12916.00,62,12669.00,2700,28347
2021-12-01 04:00:00,2021-12-01 05:00:00,12611.00,61,12346.00,2620,27638
2021-12-01 05:00:00,2021-12-01 06:00:00,12276.00,60,12005.00,2521,26862
2021-12-01 06:00:00,2021-12-01 07:00:00,11902.00,60,11406.00,2380,25748
2021-12-01 07:00:00,2021-12-01 08:00:00,11190.00,58,10767.00,2189,24204
2021-12-01 08:00:00,2021-12-01 09:00:00,10488.00,56,9985.00,2009,22538
2021-12-01 09:00:00,2021-12-01 10:00:00,9872.00,57,9616.00,1938,21483
2021-12-01 10:00:00,2021-12-01 11:00:00,9487.00,59,9304.00,1912,20762
2021-12-01 11:00:00,2021-12-01 12:00:00,9292.00,62,9151.00,1860,20365
2021-12-01 12:00:00,2021-12-01 13:00:00,9275.00,65,9150.00,1858,20348
2021-12-01 13:00:00,2021-12-01 14:00:00,9422.00,71,9509.00,1881,20883
2021-12-01 14:00:00,2021-12-01 15:00:00,9979.00,79,10044.00,1997,22099
2021-12-01 15:00:00,2021-12-01 16:00:00,10792.00,89,11025.00,2176,24082
2021-12-01 16:00:00,2021-12-01 17:00:00,11131.00,85,11666.00,2129,25011
2021-12-01 17:00:00,2021-12-01 18:00:00,11169.00,73,11329.00,1901,24472
2021-12-01 18:00:00,2021-12-01 19:00:00,11142.00,63,11037.00,1722,23964
2021-12-01 19:00:00,2021-12-01 20:00:00,11226.00,55,10666.00,1691,23638
2021-12-01 20:00:00,2021-12-01 21:00:00,11425.00,51,10337.00,1684,23497
2021-12-01 21:00:00,2021-12-01 22:00:00,11379.00,50,10330.00,1815,23574
2021-12-01 22:00:00,2021-12-01 23:00:00,11698.00,50,10563.00,1797,24108
2021-12-01 23:00:00,2021-12-02 00:00:00,12042.00,51,10659.00,1953,24705
2021-12-02 00:00:00,2021-12-02 01:00:00,12230.00,52,11110.00,2311,25703
2021-12-02 01:00:00,2021-12-02 02:00:00,12598.00,59,11928.00,2478,27063
2021-12-02 02:00:00,2021-12-02 03:00:00,13115.00,64,12706.00,2676,28561
2021-12-02 03:00:00,2021-12-02 04:00:00,12913.00,65,12606.00,2653,28237
2021-12-02 04:00:00,2021-12-02 05:00:00,12747.00,65,12332.00,2614,27758
2021-12-02 05:00:00,2021-12-02 06:00:00,12296.00,64,11952.00,2570,26882
2021-12-02 06:00:00,2021-12-02 07:00:00,11820.00,62,11425.00,2470,25777
2021-12-02 07:00:00,2021-12-02 08:00:00,11059.00,61,10699.00,2312,24131
2021-12-02 08:00:00,2021-12-02 09:00:00,10390.00,61,10000.00,2151,22602
2021-12-02 09:00:00,2021-12-02 10:00:00,9846.00,61,9670.00,2142,21719
2021-12-02 10:00:00,2021-12-02 11:00:00,9613.00,62,9327.00,1942,20944
2021-12-02 11:00:00,2021-12-02 12:00:00,9612.00,66,9243.00,1843,20764
2021-12-02 12:00:00,2021-12-02 13:00:00,9414.00,70,9263.00,1799,20546
2021-12-02 13:00:00,2021-12-02 14:00:00,9530.00,75,9387.00,1828,20820
2021-12-02 14:00:00,2021-12-02 15:00:00,9984.00,83,9994.00,1895,21956
2021-12-02 15:00:00,2021-12-02 16:00:00,10765.00,94,11032.00,2077,23968
2021-12-02 16:00:00,2021-12-02 17:00:00,11014.00,94,11752.00,2097,24957
2021-12-02 17:00:00,2021-12-02 18:00:00,11292.00,84,11535.00,1968,24879
2021-12-02 18:00:00,2021-12-02 19:00:00,11743.00,71,11145.00,1853,24812
2021-12-02 19:00:00,2021-12-02 20:00:00,11492.00,61,10814.00,1662,24029
2021-12-02 20:00:00,2021-12-02 21:00:00,11361.00,55,10643.00,1607,23666
2021-12-02 21:00:00,2021-12-02 22:00:00,11275.00,54,10570.00,1623,23522
2021-12-02 22:00:00,2021-12-02 23:00:00,11340.00,55,10769.00,1736,23900
2021-12-02 23:00:00,2021-12-03 00:00:00,11594.00,53,10895.00,1887,24429
2021-12-03 00:00:00,2021-12-03 01:00:00,11580.00,53,11149.00,2130,24912
2021-12-03 01:00:00,2021-12-03 02:00:00,12143.00,60,11945.00,2463,26611
2021-12-03 02:00:00,2021-12-03 03:00:00,12828.00,66,12726.00,2669,28289
2021-12-03 03:00:00,2021-12-03 04:00:00,12733.00,66,12702.00,2767,28268
2021-12-03 04:00:00,2021-12-03 05:00:00,12483.00,66,12411.00,2590,27550
2021-12-03 05:00:00,2021-12-03 06:00:00,11979.00,66,12094.00,2620,26759
2021-12-03 06:00:00,2021-12-03 07:00:00,11504.00,64,11606.00,2589,25763
2021-12-03 07:00:00,2021-12-03 08:00:00,10713.00,62,10808.00,2498,24081
2021-12-03 08:00:00,2021-12-03 09:00:00,9927.00,61,10088.00,2542,22618
2021-12-03 09:00:00,2021-12-03 10:00:00,9411.00,61,9647.00,2513,21632
2021-12-03 10:00:00,2021-12-03 11:00:00,9076.00,61,9356.00,2265,20758
2021-12-03 11:00:00,2021-12-03 12:00:00,8906.00,63,9234.00,2107,20310
2021-12-03 12:00:00,2021-12-03 13:00:00,8876.00,65,9198.00,2056,20195
2021-12-03 13:00:00,2021-12-03 14:00:00,9170.00,70,9378.00,2002,20620
2021-12-03 14:00:00,2021-12-03 15:00:00,9865.00,78,9902.00,2005,21850
2021-12-03 15:00:00,2021-12-03 16:00:00,10277.00,87,10979.00,2537,23880
2021-12-03 16:00:00,2021-12-03 17:00:00,10011.00,82,11635.00,3225,24953
2021-12-03 17:00:00,2021-12-03 18:00:00,9827.00,72,11614.00,3485,24998
2021-12-03 18:00:00,2021-12-03 19:00:00,9667.00,62,11357.00,3572,24658
2021-12-03 19:00:00,2021-12-03 20:00:00,9688.00,55,11264.00,3124,24131
2021-12-03 20:00:00,2021-12-03 21:00:00,10717.00,50,11415.00,1721,23903
2021-12-03 21:00:00,2021-12-03 22:00:00,10781.00,48,11139.00,1633,23601
2021-12-03 22:00:00,2021-12-03 23:00:00,11016.00,47,10883.00,1720,23666
2021-12-03 23:00:00,2021-12-04 00:00:00,11331.00,48,10630.00,1971,23980
2021-12-04 00:00:00,2021-12-04 01:00:00,11331.00,50,11077.00,2209,24667
2021-12-04 01:00:00,2021-12-04 02:00:00,11930.00,57,11786.00,2578,26351
2021-12-04 02:00:00,2021-12-04 03:00:00,12571.00,62,12606.00,2697,27936
2021-12-04 03:00:00,2021-12-04 04:00:00,12312.00,62,12495.00,2624,27493
2021-12-04 04:00:00,2021-12-04 05:00:00,12123.00,63,12225.00,2545,26956
2021-12-04 05:00:00,2021-12-04 06:00:00,11946.00,63,11911.00,2460,26380
2021-12-04 06:00:00,2021-12-04 07:00:00,11621.00,62,11508.00,2353,25544
2021-12-04 07:00:00,2021-12-04 08:00:00,11047.00,62,10856.00,2257,24222
2021-12-04 08:00:00,2021-12-04 09:00:00,10460.00,62,10161.00,2152,22835
2021-12-04 09:00:00,2021-12-04 10:00:00,9900.00,63,9719.00,2130,21812
2021-12-04 10:00:00,2021-12-04 11:00:00,9462.00,64,9420.00,2079,21025
2021-12-04 11:00:00,2021-12-04 12:00:00,9227.00,67,9464.00,2011,20769
2021-12-04 12:00:00,2021-12-04 13:00:00,9145.00,70,9433.00,1825,20473
2021-12-04 13:00:00,2021-12-04 14:00:00,9136.00,74,9370.00,1789,20369
2021-12-04 14:00:00,2021-12-04 15:00:00,9370.00,81,9603.00,1800,20854
2021-12-04 15:00:00,2021-12-04 16:00:00,9689.00,88,10097.00,1877,21751
2021-12-04 16:00:00,2021-12-04 17:00:00,9875.00,86,10259.00,1855,22075
2021-12-04 17:00:00,2021-12-04 18:00:00,10355.00,74,10550.00,1852,22831
2021-12-04 18:00:00,2021-12-04 19:00:00,10410.00,64,10965.00,1927,23366
2021-12-04 19:00:00,2021-12-04 20:00:00,10203.00,56,11032.00,1698,22989
2021-12-04 20:00:00,2021-12-04 21:00:00,10108.00,50,10946.00,1356,22460
2021-12-04 21:00:00,2021-12-04 22:00:00,9931.00,47,10485.00,1330,21793
2021-12-04 22:00:00,2021-12-04 23:00:00,9899.00,46,10363.00,1532,21840
2021-12-04 23:00:00,2021-12-05 00:00:00,10080.00,47,10163.00,1716,22006
2021-12-05 00:00:00,2021-12-05 01:00:00,10301.00,49,10286.00,2010,22646
2021-12-05 01:00:00,2021-12-05 02:00:00,11056.00,56,11103.00,2272,24487
2021-12-05 02:00:00,2021-12-05 03:00:00,11814.00,62,12007.00,2533,26416
2021-12-05 03:00:00,2021-12-05 04:00:00,11732.00,62,12047.00,2535,26376
2021-12-05 04:00:00,2021-12-05 05:00:00,11579.00,64,11883.00,2482,26008
2021-12-05 05:00:00,2021-12-05 06:00:00,11442.00,64,11658.00,2411,25575
2021-12-05 06:00:00,2021-12-05 07:00:00,11138.00,64,11380.00,2286,24868
2021-12-05 07:00:00,2021-12-05 08:00:00,10621.00,63,10775.00,2162,23621
2021-12-05 08:00:00,2021-12-05 09:00:00,10069.00,63,10133.00,2045,22310
2021-12-05 09:00:00,2021-12-05 10:00:00,9579.00,64,9773.00,2025,21441
2021-12-05 10:00:00,2021-12-05 11:00:00,9236.00,65,9652.00,1937,20890
2021-12-05 11:00:00,2021-12-05 12:00:00,8997.00,68,9412.00,1760,20237
