timestamp_begin_ct,timestamp_end_ct,Coast,East,Far West,North,North Central,Southern,South Central,West,System Total
2021-11-15 07:00:00,2021-11-15 08:00:00,10782.67,1503.47,4208.69,1084.08,12074.08,2835.29,5943.0,1052.75,39484.02
2021-11-15 08:00:00,2021-11-15 09:00:00,11174.71,1533.57,4101.14,1097.94,11968.93,2906.91,6028.92,1110.99,39923.1
2021-11-15 09:00:00,2021-11-15 10:00:00,11574.31,1582.69,4114.37,1056.95,11717.42,3078.69,6151.93,1049.14,40325.5
2021-11-15 10:00:00,2021-11-15 11:00:00,11998.93,1563.91,4123.38,1083.9,11577.7,3273.62,6281.05,993.07,40895.56
2021-11-15 11:00:00,2021-11-15 12:00:00,12385.28,1574.59,4116.3,1075.5,11586.26,3495.44,6417.04,1017.31,41667.73
2021-11-15 12:00:00,2021-11-15 13:00:00,12683.91,1609.31,4135.23,1066.51,11758.3,3722.45,6632.21,1041.88,42649.8
2021-11-15 13:00:00,2021-11-15 14:00:00,13057.1,1668.1,4192.03,1094.89,11958.32,3931.71,6888.41,1083.33,43873.89
2021-11-15 14:00:00,2021-11-15 15:00:00,13275.89,1720.63,4253.93,1101.34,12154.28,4074.75,7142.95,1116.13,44839.91
2021-11-15 15:00:00,2021-11-15 16:00:00,13366.82,1691.88,4265.83,1096.2,12310.36,4094.3,7309.26,1125.92,45260.57
2021-11-15 16:00:00,2021-11-15 17:00:00,13233.7,1644.61,4247.44,1057.13,12483.81,4063.95,7405.43,1152.44,45288.51
2021-11-15 17:00:00,2021-11-15 18:00:00,12924.98,1584.27,4212.73,1031.34,12686.77,3925.5,7381.84,1202.03,44949.47
2021-11-15 18:00:00,2021-11-15 19:00:00,12869.51,1616.27,4207.35,1038.82,12990.28,3927.7,7485.43,1241.06,45376.42
2021-11-15 19:00:00,2021-11-15 20:00:00,12583.73,1559.4,4185.51,1023.97,12686.4,3816.22,7282.79,1226.6,44364.62
2021-11-15 20:00:00,2021-11-15 21:00:00,12249.28,1494.0,4168.27,1010.58,12290.06,3682.33,7024.0,1217.24,43135.75
2021-11-15 21:00:00,2021-11-15 22:00:00,11830.72,1444.44,4154.13,973.34,11761.67,3512.1,6704.95,1193.64,41574.99
2021-11-15 22:00:00,2021-11-15 23:00:00,11328.82,1385.96,4097.01,929.09,11011.84,3276.31,6208.87,1144.04,39381.94
2021-11-15 23:00:00,2021-11-16 00:00:00,10675.11,1233.89,4054.58,858.51,10147.81,3002.64,5644.63,1104.59,36721.75
2021-11-16 00:00:00,2021-11-16 01:00:00,10167.28,1197.82,4015.1,824.5,9464.68,2816.31,5315.99,1074.75,34876.44
2021-11-16 01:00:00,2021-11-16 02:00:00,9887.05,1150.64,3999.08,793.72,9021.35,2689.49,5077.79,1047.23,33666.35
2021-11-16 02:00:00,2021-11-16 03:00:00,9654.76,1123.78,3981.81,782.74,8796.45,2626.74,4964.34,1031.47,32962.09
2021-11-16 03:00:00,2021-11-16 04:00:00,9620.69,1088.59,3984.77,781.55,8766.29,2580.23,4915.44,1030.7,32768.26
2021-11-16 04:00:00,2021-11-16 05:00:00,9781.2,1106.83,3999.13,828.9,8938.62,2565.9,4993.18,1019.77,33233.54
2021-11-16 05:00:00,2021-11-16 06:00:00,10199.8,1207.34,4037.61,905.15,9542.95,2648.49,5262.72,1037.51,34841.57
2021-11-16 06:00:00,2021-11-16 07:00:00,10924.94,1342.35,4082.69,1027.08,10717.91,2872.68,5844.87,1125.48,37937.99
2021-11-16 07:00:00,2021-11-16 08:00:00,11247.3,1396.94,4058.93,1081.51,11331.42,3002.92,6066.85,1163.44,39349.3
2021-11-16 08:00:00,2021-11-16 09:00:00,11678.12,1461.72,4023.95,1108.72,11719.3,3064.42,6023.12,1318.06,40397.41
2021-11-16 09:00:00,2021-11-16 10:00:00,12236.59,1500.69,4016.47,1146.69,11993.08,3254.97,6269.96,1130.72,41549.17
2021-11-16 10:00:00,2021-11-16 11:00:00,12745.45,1540.17,4103.99,1178.84,12145.07,3465.79,6395.5,1042.43,42617.24
2021-11-16 11:00:00,2021-11-16 12:00:00,13080.56,1572.64,4053.47,1175.05,12486.13,3635.65,6563.04,1205.84,43772.39
2021-11-16 12:00:00,2021-11-16 13:00:00,13358.26,1606.95,4128.81,1194.38,12817.95,3767.4,6836.34,1243.74,44953.83
2021-11-16 13:00:00,2021-11-16 14:00:00,13705.04,1634.87,4142.62,1222.16,13140.31,3912.8,7168.04,1283.89,46209.73
2021-11-16 14:00:00,2021-11-16 15:00:00,13871.26,1646.74,4195.01,1219.47,13384.6,4030.53,7399.32,1325.0,47071.94
2021-11-16 15:00:00,2021-11-16 16:00:00,13889.68,1651.05,4263.84,1210.3,13509.01,4077.05,7523.83,1346.71,47471.47
2021-11-16 16:00:00,2021-11-16 17:00:00,13671.2,1646.06,4275.11,1176.93,13511.76,4037.07,7600.9,1385.94,47304.97
2021-11-16 17:00:00,2021-11-16 18:00:00,13420.51,1595.18,4250.37,1179.22,13509.35,3930.12,7624.81,1311.6,46821.16
2021-11-16 18:00:00,2021-11-16 19:00:00,13330.47,1575.22,4278.82,1194.4,13744.08,3931.2,7692.0,1374.81,47120.99
2021-11-16 19:00:00,2021-11-16 20:00:00,12989.71,1575.15,4247.91,1146.42,13366.82,3847.59,7499.6,1378.64,46051.82
2021-11-16 20:00:00,2021-11-16 21:00:00,12651.05,1533.99,4218.59,1114.95,12966.83,3719.6,7238.99,1347.83,44791.83
2021-11-16 21:00:00,2021-11-16 22:00:00,12235.51,1482.78,4182.96,1067.83,12416.27,3567.44,6862.5,1301.69,43117.0
2021-11-16 22:00:00,2021-11-16 23:00:00,11701.99,1403.25,4132.85,1007.33,11538.6,3327.52,6361.51,1223.72,40696.77
2021-11-16 23:00:00,2021-11-17 00:00:00,11066.85,1317.26,4067.06,956.95,10665.48,3091.53,5827.32,1153.73,38146.18
2021-11-17 00:00:00,2021-11-17 01:00:00,10520.21,1207.44,4031.18,896.59,9948.69,2866.8,5377.55,1115.47,35963.93
2021-11-17 01:00:00,2021-11-17 02:00:00,10215.67,1169.84,4013.07,864.51,9478.29,2751.2,5117.42,1089.14,34699.14
2021-11-17 02:00:00,2021-11-17 03:00:00,10045.47,1122.85,3998.77,849.22,9197.29,2664.64,4954.53,1065.52,33898.28
2021-11-17 03:00:00,2021-11-17 04:00:00,9982.69,1099.25,4029.72,848.22,9096.87,2624.73,4873.86,1066.88,33622.22
2021-11-17 04:00:00,2021-11-17 05:00:00,10096.63,1164.49,4023.55,869.86,9254.15,2639.29,4978.55,1062.37,34088.88
2021-11-17 05:00:00,2021-11-17 06:00:00,10470.92,1236.39,4056.81,975.57,9851.99,2743.67,5252.79,1031.11,35619.26
2021-11-17 06:00:00,2021-11-17 07:00:00,11036.59,1365.05,4124.95,1049.7,10827.04,2966.81,5795.85,1113.02,38279.01
2021-11-17 07:00:00,2021-11-17 08:00:00,11369.92,1422.61,4143.54,1044.2,11277.37,3015.85,6042.47,1136.57,39452.53
2021-11-17 08:00:00,2021-11-17 09:00:00,11847.82,1473.61,4066.81,1033.24,11570.18,3082.81,6144.49,1132.22,40351.19
2021-11-17 09:00:00,2021-11-17 10:00:00,12480.51,1530.28,3780.51,1046.28,11980.17,3293.89,6348.66,1414.11,41874.42
2021-11-17 10:00:00,2021-11-17 11:00:00,13107.64,1569.39,3716.24,1062.3,12439.58,3494.4,6562.94,1515.58,43468.07
2021-11-17 11:00:00,2021-11-17 12:00:00,13574.16,1638.58,3702.6,1091.4,12938.38,3671.59,6813.58,1573.47,45003.75
2021-11-17 12:00:00,2021-11-17 13:00:00,14015.34,1681.24,3785.76,1097.55,13298.45,3854.04,7092.13,1518.89,46343.41
2021-11-17 13:00:00,2021-11-17 14:00:00,14381.37,1715.13,3830.82,1188.94,13740.28,4014.18,7413.47,1543.79,47827.97
2021-11-17 14:00:00,2021-11-17 15:00:00,14574.6,1736.35,3863.76,1228.48,13939.81,4160.46,7648.25,1556.67,48708.38
2021-11-17 15:00:00,2021-11-17 16:00:00,14631.87,1718.73,3921.6,1189.24,13876.76,4230.42,7862.49,1619.91,49051.0
2021-11-17 16:00:00,2021-11-17 17:00:00,14446.22,1740.07,4027.41,1167.45,13531.31,4201.76,7983.18,1543.44,48640.84
2021-11-17 17:00:00,2021-11-17 18:00:00,14163.89,1720.41,4142.71,1127.73,13327.96,4058.36,7899.7,1494.02,47934.78
2021-11-17 18:00:00,2021-11-17 19:00:00,13986.96,1759.15,4193.34,1135.43,13292.37,4027.96,7871.3,1486.65,47753.16
2021-11-17 19:00:00,2021-11-17 20:00:00,13634.34,1708.71,4161.07,1114.67,12790.36,3890.8,7636.18,1500.7,46436.82
2021-11-17 20:00:00,2021-11-17 21:00:00,13295.02,1666.0,4131.4,1094.39,12325.97,3751.2,7364.63,1477.9,45106.51
2021-11-17 21:00:00,2021-11-17 22:00:00,12801.13,1558.66,4078.88,1056.69,11644.46,3603.57,6973.6,1451.19,43168.2
2021-11-17 22:00:00,2021-11-17 23:00:00,12094.17,1443.46,4063.48,1003.51,10745.97,3378.4,6435.9,1338.16,40503.05
2021-11-17 23:00:00,2021-11-18 00:00:00,11504.53,1330.06,4046.69,946.72,9926.43,3127.0,5890.16,1275.81,38047.4
2021-11-18 00:00:00,2021-11-18 01:00:00,10985.31,1206.46,4039.85,903.96,9355.18,2918.34,5422.44,1249.12,36080.65
2021-11-18 01:00:00,2021-11-18 02:00:00,10591.51,1154.32,4044.37,897.71,9070.92,2781.44,5117.04,1204.88,34862.18
2021-11-18 02:00:00,2021-11-18 03:00:00,10345.35,1128.86,4039.35,924.78,8885.41,2695.21,4892.34,1160.08,34071.39
2021-11-18 03:00:00,2021-11-18 04:00:00,10270.01,1100.1,4073.41,926.07,8793.68,2675.09,4831.71,1112.31,33782.38
2021-11-18 04:00:00,2021-11-18 05:00:00,10326.91,1159.94,4104.02,932.84,9018.51,2696.92,4885.45,1059.67,34184.25
2021-11-18 05:00:00,2021-11-18 06:00:00,10658.25,1210.88,4173.18,999.47,9771.54,2794.3,5128.11,1083.02,35818.74
2021-11-18 06:00:00,2021-11-18 07:00:00,11177.87,1357.57,4308.1,1092.4,11069.96,3029.29,5690.06,1125.85,38851.1
2021-11-18 07:00:00,2021-11-18 08:00:00,11353.47,1435.55,4346.18,1143.11,11795.99,3037.53,5997.65,1138.14,40247.62
2021-11-18 08:00:00,2021-11-18 09:00:00,11488.52,1409.29,4213.9,1157.77,11996.76,3022.71,6023.26,1176.21,40488.42
2021-11-18 09:00:00,2021-11-18 10:00:00,11658.48,1479.64,4283.23,1195.44,12242.98,3093.55,6081.45,1143.59,41178.34
2021-11-18 10:00:00,2021-11-18 11:00:00,11802.94,1503.76,4225.26,1166.22,12144.28,3166.27,6114.67,1115.93,41239.31
2021-11-18 11:00:00,2021-11-18 12:00:00,11947.24,1495.34,4082.57,1121.6,11871.79,3172.53,6052.62,1109.57,40853.27
2021-11-18 12:00:00,2021-11-18 13:00:00,12015.02,1504.41,4087.82,1086.61,11689.35,3105.08,6027.94,1077.67,40593.9
2021-11-18 13:00:00,2021-11-18 14:00:00,12188.65,1510.34,4101.33,1063.37,11522.36,3046.56,6004.46,1026.38,40463.44
2021-11-18 14:00:00,2021-11-18 15:00:00,12203.59,1513.4,4124.21,1020.4,11343.66,3025.87,6080.15,1002.22,40313.5
2021-11-18 15:00:00,2021-11-18 16:00:00,12069.8,1508.62,4085.56,1008.77,11278.12,3016.11,6129.95,1030.55,40127.48
2021-11-18 16:00:00,2021-11-18 17:00:00,11785.9,1520.97,4070.81,1010.67,11424.14,3033.65,6207.26,1077.44,40130.84
2021-11-18 17:00:00,2021-11-18 18:00:00,11715.81,1546.28,4131.78,1029.54,12024.68,3088.03,6493.79,1187.76,41217.67
2021-11-18 18:00:00,2021-11-18 19:00:00,11686.13,1611.26,4226.02,1120.72,12572.53,3204.64,6745.92,1300.66,42467.89
2021-11-18 19:00:00,2021-11-18 20:00:00,11516.84,1610.66,4226.5,1152.14,12624.57,3231.49,6716.29,1324.62,42403.11
2021-11-18 20:00:00,2021-11-18 21:00:00,11323.58,1613.3,4216.2,1162.3,12520.71,3143.23,6581.23,1335.28,41895.82
2021-11-18 21:00:00,2021-11-18 22:00:00,10908.58,1567.88,4171.63,1142.56,12204.31,3016.45,6355.05,1338.17,40704.63
2021-11-18 22:00:00,2021-11-18 23:00:00,10398.78,1441.25,4094.12,1106.84,11559.57,2836.74,5967.17,1333.07,38737.53
2021-11-18 23:00:00,2021-11-19 00:00:00,10027.7,1412.38,4057.32,1079.53,10997.22,2664.99,5575.52,1313.47,37128.14
2021-11-19 00:00:00,2021-11-19 01:00:00,9763.06,1400.22,4048.59,1074.11,10605.29,2542.41,5316.56,1257.9,36008.15
2021-11-19 01:00:00,2021-11-19 02:00:00,9561.35,1390.71,4040.81,1079.29,10502.62,2450.85,5157.36,1227.67,35410.65
2021-11-19 02:00:00,2021-11-19 03:00:00,9512.71,1392.16,3998.34,1094.08,10468.22,2387.02,5099.66,1272.68,35224.87
2021-11-19 03:00:00,2021-11-19 04:00:00,9559.24,1452.32,4005.97,1108.35,10643.59,2368.19,5109.46,1293.35,35540.48
2021-11-19 04:00:00,2021-11-19 05:00:00,9766.48,1508.41,4032.78,1148.2,11148.0,2386.0,5268.02,1302.75,36560.63
2021-11-19 05:00:00,2021-11-19 06:00:00,10282.72,1618.3,4068.5,1212.99,12211.68,2492.99,5661.98,1366.79,38915.96
2021-11-19 06:00:00,2021-11-19 07:00:00,10989.84,1825.42,4123.55,1324.9,13696.23,2734.63,6377.48,1446.29,42518.34
2021-11-19 07:00:00,2021-11-19 08:00:00,11329.0,1908.88,4111.61,1371.39,14333.48,2800.1,6623.11,1512.06,43989.62
2021-11-19 08:00:00,2021-11-19 09:00:00,11465.9,1892.28,4005.84,1372.81,13901.95,2797.82,6403.88,1527.01,43367.49
2021-11-19 09:00:00,2021-11-19 10:00:00,11517.92,1819.85,3910.55,1356.51,13444.32,2827.11,6241.69,1557.05,42674.98
2021-11-19 10:00:00,2021-11-19 11:00:00,11530.33,1712.63,3822.23,1280.95,13015.49,2858.11,6062.28,1573.27,41855.29
2021-11-19 11:00:00,2021-11-19 12:00:00,11468.23,1641.46,3784.49,1237.23,12553.46,2871.18,5916.26,1525.96,40998.26
2021-11-19 12:00:00,2021-11-19 13:00:00,11372.76,1569.07,3758.45,1162.32,12194.82,2880.21,5830.36,1482.39,40250.39
2021-11-19 13:00:00,2021-11-19 14:00:00,11405.5,1550.23,3800.39,1118.92,11915.48,2934.37,5788.04,1452.33,39965.26
2021-11-19 14:00:00,2021-11-19 15:00:00,11419.22,1532.76,3813.77,1105.53,11683.16,2985.99,5825.14,1458.2,39823.77
2021-11-19 15:00:00,2021-11-19 16:00:00,11356.86,1538.82,3830.15,1079.93,11542.1,3009.55,5937.66,1482.54,39777.61
2021-11-19 16:00:00,2021-11-19 17:00:00,11287.86,1542.11,3890.2,1030.99,11636.8,3023.35,6056.59,1493.13,39961.02
2021-11-19 17:00:00,2021-11-19 18:00:00,11423.72,1587.43,3947.03,1063.94,12110.24,3002.46,6323.84,1444.27,40902.92
2021-11-19 18:00:00,2021-11-19 19:00:00,11498.42,1667.02,4048.13,1111.8,12446.92,3058.13,6582.08,1469.16,41881.67
2021-11-19 19:00:00,2021-11-19 20:00:00,11304.23,1690.04,4051.2,1058.54,12339.14,2989.94,6465.97,1505.15,41404.21
2021-11-19 20:00:00,2021-11-19 21:00:00,11119.34,1643.88,4063.67,1054.52,12176.9,2899.65,6354.59,1477.77,40790.32
2021-11-19 21:00:00,2021-11-19 22:00:00,10888.37,1596.47,4072.52,1021.52,11920.89,2835.74,6182.94,1457.91,39976.36
2021-11-19 22:00:00,2021-11-19 23:00:00,10537.66,1539.52,4035.5,983.81,11508.95,2790.37,5953.97,1454.96,38804.76
2021-11-19 23:00:00,2021-11-20 00:00:00,10178.45,1488.45,3999.45,947.59,10980.42,2664.06,5657.01,1424.81,37340.23
2021-11-20 00:00:00,2021-11-20 01:00:00,9868.51,1447.12,3980.32,924.46,10496.28,2523.42,5418.36,1396.23,36054.69
2021-11-20 01:00:00,2021-11-20 02:00:00,9650.58,1396.55,3952.5,901.97,10222.62,2424.24,5253.91,1405.58,35207.94
2021-11-20 02:00:00,2021-11-20 03:00:00,9524.94,1419.46,3938.46,892.27,10079.74,2369.76,5173.22,1401.64,34799.5
2021-11-20 03:00:00,2021-11-20 04:00:00,9476.32,1409.9,3953.41,896.23,10047.28,2330.77,5145.04,1390.08,34649.02
2021-11-20 04:00:00,2021-11-20 05:00:00,9552.09,1417.39,3929.9,912.9,10191.5,2318.78,5204.11,1362.2,34888.89
2021-11-20 05:00:00,2021-11-20 06:00:00,9644.59,1476.34,3982.36,951.57,10540.34,2353.2,5278.41,1349.5,35576.31
2021-11-20 06:00:00,2021-11-20 07:00:00,9975.77,1555.79,4024.01,1021.86,11155.32,2419.29,5528.52,1357.68,37038.24
2021-11-20 07:00:00,2021-11-20 08:00:00,10220.39,1601.95,4036.8,1054.48,11598.29,2481.24,5800.44,1412.22,38205.8
2021-11-20 08:00:00,2021-11-20 09:00:00,10535.35,1621.24,4035.12,1060.21,11826.59,2616.37,5957.64,1395.67,39048.2
2021-11-20 09:00:00,2021-11-20 10:00:00,10735.9,1555.63,4056.09,1066.24,11796.18,2743.68,6012.1,1261.94,39227.78
2021-11-20 10:00:00,2021-11-20 11:00:00,10941.78,1480.6,4050.92,1038.9,11519.11,2846.42,5987.86,1172.27,39037.85
2021-11-20 11:00:00,2021-11-20 12:00:00,11268.79,1442.37,4037.72,1007.76,11215.29,2955.89,5997.23,1186.64,39111.68
2021-11-20 12:00:00,2021-11-20 13:00:00,11438.2,1403.34,4057.49,988.14,11024.11,3093.22,5978.8,1152.7,39136.02
2021-11-20 13:00:00,2021-11-20 14:00:00,11523.03,1400.91,4082.11,974.45,10889.49,3233.12,5945.74,1157.5,39206.36
2021-11-20 14:00:00,2021-11-20 15:00:00,11624.53,1364.46,4065.63,985.48,10797.82,3317.7,5896.92,1207.75,39260.28
2021-11-20 15:00:00,2021-11-20 16:00:00,11682.37,1367.08,4075.72,989.33,10806.72,3355.6,5963.17,1195.05,39435.05
2021-11-20 16:00:00,2021-11-20 17:00:00,11608.06,1379.65,4163.92,934.09,10780.25,3340.23,6040.12,1125.68,39372.0
2021-11-20 17:00:00,2021-11-20 18:00:00,11667.04,1381.33,4208.54,929.84,11132.78,3296.14,6196.62,1135.15,39947.44
2021-11-20 18:00:00,2021-11-20 19:00:00,11829.96,1440.91,4238.58,942.23,11418.93,3338.0,6378.83,1197.43,40784.88
2021-11-20 19:00:00,2021-11-20 20:00:00,11627.83,1448.79,4214.5,914.88,11276.54,3245.79,6271.32,1222.8,40222.45
2021-11-20 20:00:00,2021-11-20 21:00:00,11414.9,1425.57,4205.76,898.12,11073.0,3161.82,6173.3,1214.75,39567.23
2021-11-20 21:00:00,2021-11-20 22:00:00,11177.42,1383.49,4200.7,864.72,10791.16,3081.19,6007.04,1183.23,38688.96
2021-11-20 22:00:00,2021-11-20 23:00:00,10877.56,1314.12,4159.22,832.78,10345.19,2959.62,5753.27,1166.46,37408.22
2021-11-20 23:00:00,2021-11-21 00:00:00,10492.37,1243.01,4091.83,806.99,9791.35,2816.64,5466.19,1153.25,35861.64
2021-11-21 00:00:00,2021-11-21 01:00:00,10091.08,1191.7,4052.74,765.37,9231.35,2664.29,5177.3,1107.24,34281.07
2021-11-21 01:00:00,2021-11-21 02:00:00,9833.58,1141.82,4040.19,761.48,8799.02,2568.24,4983.92,1076.29,33204.54
2021-11-21 02:00:00,2021-11-21 03:00:00,9621.71,1081.03,4048.12,785.21,8629.07,2494.98,4853.75,1022.75,32536.61
2021-11-21 03:00:00,2021-11-21 04:00:00,9529.05,1059.22,4060.57,796.84,8518.68,2442.33,4790.81,989.12,32186.62
2021-11-21 04:00:00,2021-11-21 05:00:00,9468.03,1107.31,4017.7,807.33,8483.93,2408.72,4767.36,1019.25,32079.64
2021-11-21 05:00:00,2021-11-21 06:00:00,9502.94,1122.43,3966.31,832.7,8555.85,2417.7,4817.64,1112.35,32327.91
2021-11-21 06:00:00,2021-11-21 07:00:00,9624.28,1171.48,3888.05,862.68,8826.7,2444.67,4976.14,1222.37,33016.39
2021-11-21 07:00:00,2021-11-21 08:00:00,9766.51,1223.41,3842.63,892.56,9231.45,2456.18,5166.62,1345.63,33924.98
2021-11-21 08:00:00,2021-11-21 09:00:00,10341.49,1313.39,3859.35,948.83,9830.16,2640.7,5455.72,1388.22,35777.87
2021-11-21 09:00:00,2021-11-21 10:00:00,10980.71,1381.02,3874.83,985.43,10501.08,2924.6,5800.62,1477.6,37925.89
2021-11-21 10:00:00,2021-11-21 11:00:00,11553.13,1425.17,3919.71,985.44,10946.45,3140.28,6107.79,1500.33,39578.3
2021-11-21 11:00:00,2021-11-21 12:00:00,12001.42,1430.26,3918.2,986.79,11113.7,3363.72,6260.02,1538.72,40612.83
2021-11-21 12:00:00,2021-11-21 13:00:00,12429.67,1472.96,3895.62,1000.07,11191.85,3543.87,6376.97,1541.07,41452.09
2021-11-21 13:00:00,2021-11-21 14:00:00,12624.21,1503.49,3920.21,978.99,11187.75,3660.26,6462.53,1506.87,41844.3
2021-11-21 14:00:00,2021-11-21 15:00:00,12745.32,1487.15,3989.71,947.4,11139.17,3725.24,6510.46,1459.76,42004.19
2021-11-21 15:00:00,2021-11-21 16:00:00,12675.4,1493.59,4083.3,924.25,11010.42,3760.39,6529.38,1341.08,41817.82
2021-11-21 16:00:00,2021-11-21 17:00:00,12498.24,1502.96,4125.91,930.58,10919.09,3695.56,6562.9,1185.21,41420.44
2021-11-21 17:00:00,2021-11-21 18:00:00,12581.16,1541.35,4227.06,931.01,11267.49,3630.09,6723.13,1119.01,42020.3
2021-11-21 18:00:00,2021-11-21 19:00:00,12625.6,1546.89,4277.72,965.86,11496.22,3646.1,6814.6,1180.72,42553.72
2021-11-21 19:00:00,2021-11-21 20:00:00,12372.41,1501.65,4244.91,962.27,11358.64,3547.51,6604.39,1188.98,41780.76
2021-11-21 20:00:00,2021-11-21 21:00:00,12116.95,1461.57,4217.53,961.37,11089.25,3435.65,6355.86,1192.48,40830.65
2021-11-21 21:00:00,2021-11-21 22:00:00,11749.46,1398.4,4198.37,941.48,10777.87,3329.58,6067.32,1142.61,39605.08
2021-11-21 22:00:00,2021-11-21 23:00:00,11193.69,1298.83,4201.02,911.41,10276.63,3162.67,5698.21,1079.02,37821.48
2021-11-21 23:00:00,2021-11-22 00:00:00,10559.52,1211.88,4183.87,867.65,9707.69,2976.47,5325.36,1025.94,35858.39
2021-11-22 00:00:00,2021-11-22 01:00:00,10041.67,1139.99,4195.12,853.04,9305.3,2780.45,5007.71,976.87,34300.15
2021-11-22 01:00:00,2021-11-22 02:00:00,9677.32,1107.32,4199.43,860.13,9096.84,2598.43,4823.68,977.75,33340.89
2021-11-22 02:00:00,2021-11-22 03:00:00,9436.66,1098.92,4165.49,883.74,9085.84,2538.46,4724.12,1007.39,32940.62
2021-11-22 03:00:00,2021-11-22 04:00:00,9426.59,1105.97,4140.78,899.72,9223.62,2512.83,4731.17,1083.83,33124.51
2021-11-22 04:00:00,2021-11-22 05:00:00,9492.33,1105.23,4128.85,932.2,9695.32,2516.55,4877.89,1160.76,33909.14
2021-11-22 05:00:00,2021-11-22 06:00:00,9787.36,1235.76,4156.73,1006.34,10487.91,2546.2,5174.1,1254.62,35649.03
2021-11-22 06:00:00,2021-11-22 07:00:00,10262.63,1390.89,4167.15,1115.62,11668.36,2640.12,5658.18,1379.99,38282.94
2021-11-22 07:00:00,2021-11-22 08:00:00,10632.56,1481.07,4181.33,1189.86,12464.95,2701.05,6035.65,1469.73,40156.21
2021-11-22 08:00:00,2021-11-22 09:00:00,11047.2,1536.99,4054.45,1234.16,12559.9,2769.04,6160.17,1429.29,40791.2
2021-11-22 09:00:00,2021-11-22 10:00:00,11266.97,1483.62,4009.15,1206.48,12312.35,2847.61,6168.61,1324.28,40619.09
2021-11-22 10:00:00,2021-11-22 11:00:00,11527.52,1457.32,3972.42,1170.09,12071.66,2890.22,6105.24,1326.33,40520.78
2021-11-22 11:00:00,2021-11-22 12:00:00,11699.3,1499.1,3911.31,1127.91,11801.6,2928.89,6074.81,1318.01,40360.94
2021-11-22 12:00:00,2021-11-22 13:00:00,11859.3,1493.36,3919.55,1074.63,11565.59,2942.03,6040.35,1274.65,40169.46
2021-11-22 13:00:00,2021-11-22 14:00:00,12042.51,1490.69,3956.75,1063.09,11455.9,2992.42,6067.18,1223.08,40291.62
2021-11-22 14:00:00,2021-11-22 15:00:00,12166.25,1505.58,3963.63,1045.77,11400.17,3056.58,6086.13,1229.38,40453.49
2021-11-22 15:00:00,2021-11-22 16:00:00,12147.26,1501.23,3975.65,1035.02,11387.0,3085.63,6198.42,1227.87,40558.08
2021-11-22 16:00:00,2021-11-22 17:00:00,11951.14,1459.42,3990.18,1010.71,11469.5,3094.2,6315.56,1236.44,40527.15
2021-11-22 17:00:00,2021-11-22 18:00:00,11890.69,1509.58,4068.12,1005.4,11933.11,3089.03,6499.7,1303.26,41298.88
2021-11-22 18:00:00,2021-11-22 19:00:00,11889.14,1563.39,4103.04,1051.59,12332.43,3174.79,6736.29,1376.03,42226.7
2021-11-22 19:00:00,2021-11-22 20:00:00,11644.26,1565.71,4096.86,1034.19,12168.7,3101.88,6657.52,1377.32,41646.43
2021-11-22 20:00:00,2021-11-22 21:00:00,11395.17,1578.78,4081.33,1019.85,12028.04,3008.75,6528.1,1394.08,41034.08
2021-11-22 21:00:00,2021-11-22 22:00:00,11003.83,1568.08,4048.94,986.5,11667.06,2914.4,6315.11,1389.2,39893.11
2021-11-22 22:00:00,2021-11-22 23:00:00,10481.25,1506.13,4053.25,964.7,11129.12,2765.05,6030.67,1336.01,38266.18
2021-11-22 23:00:00,2021-11-23 00:00:00,10069.56,1433.13,4060.43,946.27,10573.6,2590.7,5707.8,1274.14,36655.63
2021-11-23 00:00:00,2021-11-23 01:00:00,9739.38,1402.48,4028.56,933.55,10237.63,2453.61,5473.01,1274.18,35542.4
2021-11-23 01:00:00,2021-11-23 02:00:00,9534.02,1357.23,4031.99,941.08,10076.08,2368.28,5364.55,1285.51,34958.75
2021-11-23 02:00:00,2021-11-23 03:00:00,9442.79,1363.23,4034.6,960.26,10017.04,2321.11,5350.45,1272.07,34761.55
2021-11-23 03:00:00,2021-11-23 04:00:00,9470.95,1395.26,4058.52,968.17,10144.5,2310.48,5414.38,1304.94,35067.21
2021-11-23 04:00:00,2021-11-23 05:00:00,9644.29,1459.08,4109.89,1002.56,10505.77,2338.26,5623.43,1287.43,35970.71
2021-11-23 05:00:00,2021-11-23 06:00:00,10125.18,1582.02,4161.21,1053.83,11284.19,2443.9,6022.03,1363.96,38036.31
2021-11-23 06:00:00,2021-11-23 07:00:00,10713.42,1739.67,4224.42,1135.79,12310.99,2606.07,6613.67,1447.23,40791.26
2021-11-23 07:00:00,2021-11-23 08:00:00,11084.11,1846.09,4240.82,1193.87,13018.26,2748.58,7053.33,1532.77,42717.83
2021-11-23 08:00:00,2021-11-23 09:00:00,11369.14,1806.02,4133.17,1229.55,13046.29,2899.71,7004.43,1580.83,43069.15
2021-11-23 09:00:00,2021-11-23 10:00:00,11417.8,1726.0,4083.18,1240.65,12709.01,2993.9,6715.77,1478.35,42364.67
2021-11-23 10:00:00,2021-11-23 11:00:00,11437.19,1659.75,4076.51,1175.95,12411.06,3045.86,6422.26,1417.96,41646.53
2021-11-23 11:00:00,2021-11-23 12:00:00,11425.49,1550.01,4056.58,1174.2,12184.85,3100.74,6213.82,1316.53,41022.21
