timestamp_begin_et,timestamp_end_et,MIDATL,OTHER,RFC,RTO,SOUTH,WEST,System Total
2021-11-30 19:00:00,2021-11-30 20:00:00,-1.324,-0.03,3.798,-0.564,-4.362,5.122,2.64
2021-11-30 20:00:00,2021-11-30 21:00:00,-1.405,-0.033,3.717,-0.566,-4.283,5.122,2.552
2021-11-30 21:00:00,2021-11-30 22:00:00,-1.358,-0.033,3.771,-0.568,-4.339,5.129,2.602
2021-11-30 22:00:00,2021-11-30 23:00:00,-1.393,-0.031,3.751,-0.498,-4.249,5.144,2.724
2021-11-30 23:00:00,2021-12-01 00:00:00,-1.447,-0.031,3.686,-0.752,-4.438,5.133,2.151
2021-12-01 00:00:00,2021-12-01 01:00:00,-1.42,-0.03,-1.663,-6.072,-4.409,-0.243,-13.837
2021-12-01 01:00:00,2021-12-01 02:00:00,-1.385,-0.033,-1.621,-6.014,-4.393,-0.236,-13.682
2021-12-01 02:00:00,2021-12-01 03:00:00,-1.397,-0.03,-1.64,-5.965,-4.325,-0.243,-13.6
2021-12-01 03:00:00,2021-12-01 04:00:00,-1.405,-0.033,-1.645,-6.106,-4.461,-0.24,-13.89
2021-12-01 04:00:00,2021-12-01 05:00:00,-1.427,-0.03,-1.663,-6.078,-4.415,-0.236,-13.849
2021-12-01 05:00:00,2021-12-01 06:00:00,-1.363,-0.033,-1.602,-6.236,-4.634,-0.239,-14.107
2021-12-01 06:00:00,2021-12-01 07:00:00,-1.29,-0.014,-1.554,-4.674,-3.12,-0.264,-10.916
2021-12-01 07:00:00,2021-12-01 08:00:00,40.987,0.324,46.562,286.866,240.304,5.575,620.618
2021-12-01 08:00:00,2021-12-01 09:00:00,216.925,5.253,271.437,1582.317,1310.88,54.512,3441.324
2021-12-01 09:00:00,2021-12-01 10:00:00,425.294,17.127,526.9,2387.673,1860.773,101.606,5319.373
2021-12-01 10:00:00,2021-12-01 11:00:00,554.765,29.153,651.858,2405.586,1753.728,97.093,5492.183
2021-12-01 11:00:00,2021-12-01 12:00:00,589.017,36.041,684.18,2316.633,1632.453,95.163,5353.487
2021-12-01 12:00:00,2021-12-01 13:00:00,558.655,32.008,648.308,2126.415,1478.107,89.653,4933.146
2021-12-01 13:00:00,2021-12-01 14:00:00,465.972,30.864,548.425,1841.943,1293.518,82.453,4263.175
2021-12-01 14:00:00,2021-12-01 15:00:00,315.747,33.071,365.737,1666.732,1300.995,49.99,3732.272
2021-12-01 15:00:00,2021-12-01 16:00:00,113.819,10.298,149.402,818.492,669.09,35.583,1796.684
2021-12-01 16:00:00,2021-12-01 17:00:00,6.697,0.508,15.114,97.826,82.712,8.417,211.274
2021-12-01 17:00:00,2021-12-01 18:00:00,-1.433,-0.033,-1.676,-6.382,-4.706,-0.243,-14.473
2021-12-01 18:00:00,2021-12-01 19:00:00,-1.355,-0.03,-1.619,-5.926,-4.307,-0.264,-13.501
2021-12-01 19:00:00,2021-12-01 20:00:00,-1.349,-0.03,-1.607,-5.889,-4.282,-0.258,-13.415
2021-12-01 20:00:00,2021-12-01 21:00:00,-1.355,-0.033,-1.599,-5.772,-4.173,-0.244,-13.176
2021-12-01 21:00:00,2021-12-01 22:00:00,-1.381,-0.03,-1.62,-5.749,-4.129,-0.239,-13.148
2021-12-01 22:00:00,2021-12-01 23:00:00,-1.327,-0.033,-1.549,-5.901,-4.352,-0.222,-13.384
2021-12-01 23:00:00,2021-12-02 00:00:00,-1.431,-0.03,-1.678,-5.78,-4.102,-0.247,-13.268
2021-12-02 00:00:00,2021-12-02 01:00:00,0.063,-0.031,-0.166,-4.323,-4.157,-0.229,-8.843
2021-12-02 01:00:00,2021-12-02 02:00:00,0.094,-0.031,-0.138,-4.396,-4.258,-0.232,-8.961
2021-12-02 02:00:00,2021-12-02 03:00:00,0.08,-0.03,-0.157,-4.277,-4.12,-0.237,-8.741
2021-12-02 03:00:00,2021-12-02 04:00:00,0.065,-0.03,-0.171,-4.343,-4.172,-0.236,-8.887
2021-12-02 04:00:00,2021-12-02 05:00:00,0.09,-0.033,-0.139,-4.355,-4.216,-0.229,-8.882
2021-12-02 05:00:00,2021-12-02 06:00:00,0.122,-0.03,-0.121,-4.242,-4.121,-0.243,-8.635
2021-12-02 06:00:00,2021-12-02 07:00:00,0.085,-0.018,-0.165,-2.988,-2.823,-0.25,-6.159
2021-12-02 07:00:00,2021-12-02 08:00:00,27.919,0.158,31.036,209.336,178.3,3.117,449.866
2021-12-02 08:00:00,2021-12-02 09:00:00,173.146,25.918,214.177,1303.703,1089.526,41.031,2847.501
2021-12-02 09:00:00,2021-12-02 10:00:00,286.7,103.264,369.286,1639.469,1270.183,82.586,3751.488
2021-12-02 10:00:00,2021-12-02 11:00:00,392.06,112.11,519.191,1838.032,1318.841,127.131,4307.365
2021-12-02 11:00:00,2021-12-02 12:00:00,329.793,104.916,523.954,1945.278,1421.324,194.161,4519.426
2021-12-02 12:00:00,2021-12-02 13:00:00,278.33,70.811,513.028,1944.376,1431.348,234.698,4472.591
2021-12-02 13:00:00,2021-12-02 14:00:00,289.552,85.665,528.001,2149.199,1621.198,238.449,4912.064
2021-12-02 14:00:00,2021-12-02 15:00:00,108.779,70.175,304.816,1964.156,1659.34,196.037,4303.303
2021-12-02 15:00:00,2021-12-02 16:00:00,42.005,49.71,209.761,1168.534,958.773,167.756,2596.539
2021-12-02 16:00:00,2021-12-02 17:00:00,3.742,21.23,37.978,154.106,116.128,34.236,367.42
2021-12-02 17:00:00,2021-12-02 18:00:00,0.069,-0.031,-0.064,-4.092,-4.028,-0.133,-8.279
2021-12-02 18:00:00,2021-12-02 19:00:00,0.086,-0.031,-0.15,-4.327,-4.177,-0.236,-8.835
2021-12-02 19:00:00,2021-12-02 20:00:00,0.117,-0.03,-0.105,-4.15,-4.045,-0.222,-8.435
2021-12-02 20:00:00,2021-12-02 21:00:00,0.131,-0.03,-0.115,-4.27,-4.155,-0.246,-8.685
2021-12-02 21:00:00,2021-12-02 22:00:00,0.084,-0.03,-0.145,-4.237,-4.092,-0.229,-8.649
2021-12-02 22:00:00,2021-12-02 23:00:00,0.093,-0.033,-0.136,-4.207,-4.071,-0.229,-8.583
2021-12-02 23:00:00,2021-12-03 00:00:00,0.098,-0.03,-0.139,-4.275,-4.136,-0.237,-8.719
2021-12-03 00:00:00,2021-12-03 01:00:00,-1.407,-0.03,-1.627,-5.773,-4.146,-0.22,-13.203
2021-12-03 01:00:00,2021-12-03 02:00:00,-1.426,-0.03,-1.646,-5.781,-4.135,-0.22,-13.238
2021-12-03 02:00:00,2021-12-03 03:00:00,-1.349,-0.033,-1.569,-5.675,-4.106,-0.22,-12.952
2021-12-03 03:00:00,2021-12-03 04:00:00,-1.401,-0.03,-1.621,-5.863,-4.242,-0.22,-13.377
2021-12-03 04:00:00,2021-12-03 05:00:00,-1.411,-0.03,-1.638,-5.748,-4.11,-0.227,-13.164
2021-12-03 05:00:00,2021-12-03 06:00:00,-1.389,-0.03,-1.601,-5.912,-4.311,-0.212,-13.455
2021-12-03 06:00:00,2021-12-03 07:00:00,-1.454,0.04,-1.695,-4.578,-2.883,-0.241,-10.811
2021-12-03 07:00:00,2021-12-03 08:00:00,34.391,3.591,38.591,196.126,157.535,4.2,434.434
2021-12-03 08:00:00,2021-12-03 09:00:00,241.594,56.594,298.386,1390.352,1091.966,56.792,3135.684
2021-12-03 09:00:00,2021-12-03 10:00:00,475.003,125.029,603.772,2436.713,1832.941,128.769,5602.227
2021-12-03 10:00:00,2021-12-03 11:00:00,563.176,130.219,749.288,2584.923,1835.635,186.112,6049.353
2021-12-03 11:00:00,2021-12-03 12:00:00,611.111,120.227,811.383,2526.886,1715.503,200.272,5985.382
2021-12-03 12:00:00,2021-12-03 13:00:00,595.192,115.681,813.077,2543.466,1730.389,217.885,6015.690
2021-12-03 13:00:00,2021-12-03 14:00:00,483.062,122.714,697.845,2544.242,1846.397,214.783,5909.043
2021-12-03 14:00:00,2021-12-03 15:00:00,302.522,130.447,537.874,2411.992,1874.118,235.352,5492.305
2021-12-03 15:00:00,2021-12-03 16:00:00,129.808,110.03,303.412,1468.331,1164.919,173.604,3350.104
2021-12-03 16:00:00,2021-12-03 17:00:00,6.613,30.802,48.044,196.111,148.067,41.431,471.068
2021-12-03 17:00:00,2021-12-03 18:00:00,-1.431,-0.03,-1.622,-6.394,-4.772,-0.191,-14.44
2021-12-03 18:00:00,2021-12-03 19:00:00,-1.415,-0.03,-1.65,-5.95,-4.3,-0.235,-13.58
2021-12-03 19:00:00,2021-12-03 20:00:00,-1.401,-0.033,-1.642,-5.879,-4.237,-0.241,-13.433
2021-12-03 20:00:00,2021-12-03 21:00:00,-1.383,-0.033,-1.617,-6.065,-4.448,-0.234,-13.780
2021-12-03 21:00:00,2021-12-03 22:00:00,-1.42,-0.03,-1.641,-5.984,-4.343,-0.221,-13.639
2021-12-03 22:00:00,2021-12-03 23:00:00,-1.439,-0.031,-1.666,-6.017,-4.351,-0.227,-13.731
2021-12-03 23:00:00,2021-12-04 00:00:00,-1.415,-0.031,-1.628,-5.953,-4.325,-0.213,-13.565
2021-12-04 00:00:00,2021-12-04 01:00:00,-1.442,-0.03,-1.663,-6.128,-4.465,-0.221,-13.949
2021-12-04 01:00:00,2021-12-04 02:00:00,-1.434,-0.033,-1.665,-6.013,-4.348,-0.231,-13.724
2021-12-04 02:00:00,2021-12-04 03:00:00,-1.408,-0.03,-1.628,-6.015,-4.387,-0.22,-13.688
2021-12-04 03:00:00,2021-12-04 04:00:00,-1.454,-0.033,-1.682,-6.12,-4.438,-0.228,-13.955
2021-12-04 04:00:00,2021-12-04 05:00:00,-1.438,-0.033,-1.651,-6.004,-4.353,-0.213,-13.692
2021-12-04 05:00:00,2021-12-04 06:00:00,-1.42,-0.03,-1.654,-6.061,-4.407,-0.234,-13.806
2021-12-04 06:00:00,2021-12-04 07:00:00,-1.445,0.012,-1.672,-5.324,-3.652,-0.227,-12.308
2021-12-04 07:00:00,2021-12-04 08:00:00,16.266,1.769,18.863,161.71,142.847,2.597,344.052
2021-12-04 08:00:00,2021-12-04 09:00:00,123.85,54.357,177.1,944.418,767.318,53.25,2120.293
2021-12-04 09:00:00,2021-12-04 10:00:00,271.708,129.295,433.514,1847.91,1414.396,161.806,4258.629
2021-12-04 10:00:00,2021-12-04 11:00:00,373.129,142.115,623.681,2093.714,1470.033,250.552,4953.224
2021-12-04 11:00:00,2021-12-04 12:00:00,416.122,132.974,678.096,1995.444,1317.348,261.974,4801.958
2021-12-04 12:00:00,2021-12-04 13:00:00,385.036,129.537,641.18,1933.233,1292.053,256.144,4637.183
2021-12-04 13:00:00,2021-12-04 14:00:00,329.476,124.627,591.186,1884.807,1293.621,261.71,4485.427
2021-12-04 14:00:00,2021-12-04 15:00:00,243.082,136.7,520.054,1519.523,999.469,276.972,3695.8
2021-12-04 15:00:00,2021-12-04 16:00:00,90.091,99.866,293.045,795.323,502.278,202.954,1983.557
2021-12-04 16:00:00,2021-12-04 17:00:00,6.068,13.746,54.257,137.407,83.15,48.189,342.817
2021-12-04 17:00:00,2021-12-04 18:00:00,-1.421,-0.03,-0.563,-5.293,-4.73,0.858,-11.179
2021-12-04 18:00:00,2021-12-04 19:00:00,-1.365,-0.03,-1.592,-5.898,-4.306,-0.227,-13.418
2021-12-04 19:00:00,2021-12-04 20:00:00,-1.391,-0.03,-1.626,-5.993,-4.367,-0.235,-13.642
2021-12-04 20:00:00,2021-12-04 21:00:00,-1.355,-0.033,-1.598,-6.005,-4.407,-0.243,-13.641
2021-12-04 21:00:00,2021-12-04 22:00:00,-1.418,-0.03,-1.66,-6.051,-4.391,-0.242,-13.792
2021-12-04 22:00:00,2021-12-04 23:00:00,-1.384,-0.033,-1.604,-5.925,-4.321,-0.22,-13.487
2021-12-04 23:00:00,2021-12-05 00:00:00,-1.444,-0.03,-1.678,-6.222,-4.544,-0.234,-14.152
2021-12-05 00:00:00,2021-12-05 01:00:00,-1.417,-0.031,-1.659,-6.061,-4.402,-0.242,-13.812
2021-12-05 01:00:00,2021-12-05 02:00:00,-1.448,-0.031,-1.687,-5.996,-4.309,-0.239,-13.710
2021-12-05 02:00:00,2021-12-05 03:00:00,-1.395,-0.03,-1.638,-6.062,-4.424,-0.243,-13.792
2021-12-05 03:00:00,2021-12-05 04:00:00,-1.435,-0.033,-1.678,-6.101,-4.423,-0.243,-13.913
2021-12-05 04:00:00,2021-12-05 05:00:00,-1.442,-0.03,-1.684,-6.072,-4.388,-0.242,-13.858
2021-12-05 05:00:00,2021-12-05 06:00:00,-1.436,-0.033,-1.684,-6.113,-4.429,-0.248,-13.943
2021-12-05 06:00:00,2021-12-05 07:00:00,-1.465,0.105,-1.714,-5.579,-3.865,-0.249,-12.767
2021-12-05 07:00:00,2021-12-05 08:00:00,38.271,2.133,41.175,176.733,135.558,2.904,396.774
2021-12-05 08:00:00,2021-12-05 09:00:00,197.389,11.917,235.2,1068.152,832.952,37.811,2383.421
2021-12-05 09:00:00,2021-12-05 10:00:00,416.773,20.787,546.571,2036.912,1490.341,129.798,4641.182
2021-12-05 10:00:00,2021-12-05 11:00:00,537.164,51.179,699.551,2247.521,1547.97,162.387,5245.772
2021-12-05 11:00:00,2021-12-05 12:00:00,506.947,78.337,646.458,2047.444,1400.986,139.511,4819.683
2021-12-05 12:00:00,2021-12-05 13:00:00,465.165,78.77,609.892,1836.135,1226.243,144.727,4360.932
2021-12-05 13:00:00,2021-12-05 14:00:00,396.683,117.557,511.4,1626.912,1115.512,114.717,3882.781
2021-12-05 14:00:00,2021-12-05 15:00:00,293.904,127.376,385.806,1240.466,854.66,91.902,2994.114
2021-12-05 15:00:00,2021-12-05 16:00:00,95.642,98.2,150.121,577.219,427.098,54.479,1402.759
2021-12-05 16:00:00,2021-12-05 17:00:00,2.599,19.632,9.61,65.518,55.908,7.011,160.278
2021-12-05 17:00:00,2021-12-05 18:00:00,-1.429,-0.03,-1.684,-6.218,-4.534,-0.255,-14.15
2021-12-05 18:00:00,2021-12-05 19:00:00,-1.397,-0.03,-1.649,-5.878,-4.229,-0.252,-13.435
2021-12-05 19:00:00,2021-12-05 20:00:00,-1.361,-0.03,-1.61,-5.877,-4.267,-0.249,-13.394
2021-12-05 20:00:00,2021-12-05 21:00:00,-1.404,-0.033,-1.646,-6.024,-4.378,-0.242,-13.727
2021-12-05 21:00:00,2021-12-05 22:00:00,-1.388,-0.03,-1.63,-5.866,-4.236,-0.242,-13.392
2021-12-05 22:00:00,2021-12-05 23:00:00,-1.419,-0.031,-1.665,-5.901,-4.236,-0.246,-13.498
2021-12-05 23:00:00,2021-12-06 00:00:00,-1.373,-0.031,-1.608,-5.914,-4.306,-0.235,-13.467
2021-12-06 00:00:00,2021-12-06 01:00:00,-1.401,-0.03,-1.643,-6.624,-4.981,-0.242,-14.921
2021-12-06 01:00:00,2021-12-06 02:00:00,-1.413,-0.03,-1.637,-5.877,-4.24,-0.224,-13.421
2021-12-06 02:00:00,2021-12-06 03:00:00,-1.421,-0.03,-1.638,-5.849,-4.211,-0.217,-13.366
2021-12-06 03:00:00,2021-12-06 04:00:00,-1.381,-0.03,-1.608,-6.064,-4.456,-0.227,-13.766
2021-12-06 04:00:00,2021-12-06 05:00:00,-1.366,-0.03,-1.597,-5.804,-4.207,-0.231,-13.235
2021-12-06 05:00:00,2021-12-06 06:00:00,-1.371,-0.033,-1.603,-5.789,-4.186,-0.232,-13.214
2021-12-06 06:00:00,2021-12-06 07:00:00,-1.42,-0.015,-1.658,-2.525,-0.867,-0.238,-6.723
2021-12-06 07:00:00,2021-12-06 08:00:00,15.309,0.26,16.5,70.323,53.823,1.191,157.406
2021-12-06 08:00:00,2021-12-06 09:00:00,95.978,0.441,124.336,385.1,260.764,28.358,894.977
2021-12-06 09:00:00,2021-12-06 10:00:00,158.116,5.572,273.547,1121.876,848.329,115.431,2522.871
2021-12-06 10:00:00,2021-12-06 11:00:00,206.634,37.097,359.567,1814.837,1455.27,152.933,4026.338
2021-12-06 11:00:00,2021-12-06 12:00:00,361.22,72.096,492.744,2098.383,1605.639,131.524,4761.606
2021-12-06 12:00:00,2021-12-06 13:00:00,407.188,59.187,576.847,2140.868,1564.021,169.659,4917.770
2021-12-06 13:00:00,2021-12-06 14:00:00,351.314,62.085,476.531,1854.94,1378.409,125.217,4248.496
2021-12-06 14:00:00,2021-12-06 15:00:00,219.096,122.7,386.084,1546.938,1160.854,166.988,3602.66
2021-12-06 15:00:00,2021-12-06 16:00:00,47.032,118.59,153.011,714.86,561.849,105.979,1701.321
2021-12-06 16:00:00,2021-12-06 17:00:00,2.376,34.96,38.997,95.008,56.011,36.621,263.973
2021-12-06 17:00:00,2021-12-06 18:00:00,-1.398,0.0,-1.605,-6.024,-4.419,-0.207,-13.653
2021-12-06 18:00:00,2021-12-06 19:00:00,-1.341,0.0,-1.571,-5.719,-4.148,-0.23,-13.009
2021-12-06 19:00:00,2021-12-06 20:00:00,-1.339,0.0,-1.572,-5.729,-4.157,-0.233,-13.03
2021-12-06 20:00:00,2021-12-06 21:00:00,-1.327,0.0,-1.559,-5.665,-4.106,-0.232,-12.889
2021-12-06 21:00:00,2021-12-06 22:00:00,-1.348,0.0,-1.573,-5.909,-4.336,-0.225,-13.391
2021-12-06 22:00:00,2021-12-06 23:00:00,-1.381,0.0,-1.605,-5.836,-4.231,-0.224,-13.277
2021-12-06 23:00:00,2021-12-07 00:00:00,-1.397,0.0,-1.617,-5.904,-4.287,-0.22,-13.425
2021-12-07 00:00:00,2021-12-07 01:00:00,-1.47,-0.03,-1.701,-6.021,-4.32,-0.231,-13.773
2021-12-07 01:00:00,2021-12-07 02:00:00,-1.409,-0.03,-1.64,-5.813,-4.173,-0.231,-13.296
2021-12-07 02:00:00,2021-12-07 03:00:00,-1.454,-0.033,-1.681,-5.888,-4.207,-0.227,-13.490
2021-12-07 03:00:00,2021-12-07 04:00:00,-1.449,-0.03,-1.681,-5.988,-4.307,-0.232,-13.687
2021-12-07 04:00:00,2021-12-07 05:00:00,-1.419,-0.033,-1.658,-5.831,-4.173,-0.239,-13.353
2021-12-07 05:00:00,2021-12-07 06:00:00,-1.412,-0.03,-1.642,-5.892,-4.25,-0.23,-13.456
2021-12-07 06:00:00,2021-12-07 07:00:00,-1.448,0.012,-1.686,-4.939,-3.253,-0.238,-11.552
2021-12-07 07:00:00,2021-12-07 08:00:00,29.394,1.064,31.472,115.517,84.045,2.078,263.570
2021-12-07 08:00:00,2021-12-07 09:00:00,120.773,9.649,169.491,695.191,525.7,48.718,1569.522
2021-12-07 09:00:00,2021-12-07 10:00:00,337.512,17.64,457.41,1679.748,1222.338,119.898,3834.546
2021-12-07 10:00:00,2021-12-07 11:00:00,466.695,33.378,654.232,2323.253,1669.021,187.537,5334.116
2021-12-07 11:00:00,2021-12-07 12:00:00,538.213,36.462,737.864,2348.137,1610.273,199.651,5470.600
2021-12-07 12:00:00,2021-12-07 13:00:00,526.838,40.896,698.781,2238.237,1539.456,171.943,5216.151
2021-12-07 13:00:00,2021-12-07 14:00:00,440.657,28.711,597.479,2062.143,1464.664,156.822,4750.476
2021-12-07 14:00:00,2021-12-07 15:00:00,306.119,16.987,439.612,1992.82,1553.208,133.493,4442.239
2021-12-07 15:00:00,2021-12-07 16:00:00,129.309,8.969,203.191,1163.332,960.141,73.882,2538.824
2021-12-07 16:00:00,2021-12-07 17:00:00,10.777,1.426,27.211,125.896,98.685,16.434,280.429
2021-12-07 17:00:00,2021-12-07 18:00:00,-1.428,-0.03,-1.67,-6.698,-5.028,-0.242,-15.096
2021-12-07 18:00:00,2021-12-07 19:00:00,-1.385,-0.031,-1.638,-6.134,-4.496,-0.253,-13.937
2021-12-07 19:00:00,2021-12-07 20:00:00,-1.373,-0.031,-1.632,-6.148,-4.516,-0.259,-13.959
2021-12-07 20:00:00,2021-12-07 21:00:00,-1.392,-0.033,-1.64,-6.222,-4.582,-0.248,-14.117
2021-12-07 21:00:00,2021-12-07 22:00:00,-1.419,-0.033,-1.664,-6.159,-4.495,-0.245,-14.015
2021-12-07 22:00:00,2021-12-07 23:00:00,-1.397,-0.03,-1.657,-6.312,-4.655,-0.26,-14.311
2021-12-07 23:00:00,2021-12-08 00:00:00,-1.444,-0.033,-1.689,-6.173,-4.484,-0.245,-14.068
2021-12-08 00:00:00,2021-12-08 01:00:00,-1.399,0.0,-1.638,-6.182,-4.544,-0.239,-14.002
2021-12-08 01:00:00,2021-12-08 02:00:00,-1.418,0.0,-1.668,-6.23,-4.562,-0.25,-14.128
2021-12-08 02:00:00,2021-12-08 03:00:00,-1.367,0.0,-1.613,-6.208,-4.595,-0.246,-14.029
2021-12-08 03:00:00,2021-12-08 04:00:00,-1.434,0.0,-1.68,-6.298,-4.618,-0.246,-14.276
2021-12-08 04:00:00,2021-12-08 05:00:00,-1.416,0.0,-1.661,-6.176,-4.515,-0.245,-14.013
2021-12-08 05:00:00,2021-12-08 06:00:00,-1.394,0.0,-1.639,-6.286,-4.647,-0.245,-14.211
2021-12-08 06:00:00,2021-12-08 07:00:00,-1.394,0.0,-1.636,-6.147,-4.511,-0.242,-13.93
2021-12-08 07:00:00,2021-12-08 08:00:00,3.593,0.0,3.702,3.507,-0.195,0.109,10.716
2021-12-08 08:00:00,2021-12-08 09:00:00,27.58,2.08,44.939,80.917,35.978,17.359,208.853
2021-12-08 09:00:00,2021-12-08 10:00:00,62.022,11.36,170.238,257.717,87.479,108.216,697.032
2021-12-08 10:00:00,2021-12-08 11:00:00,100.293,85.33,289.264,445.249,155.985,188.971,1265.092
2021-12-08 11:00:00,2021-12-08 12:00:00,117.501,84.7,319.871,578.57,258.699,202.37,1561.711
2021-12-08 12:00:00,2021-12-08 13:00:00,124.07,104.49,331.596,717.97,386.374,207.526,1872.026
2021-12-08 13:00:00,2021-12-08 14:00:00,156.273,118.01,373.771,1043.963,670.192,217.498,2579.707
2021-12-08 14:00:00,2021-12-08 15:00:00,148.481,130.24,308.429,1133.213,824.784,159.948,2705.095
2021-12-08 15:00:00,2021-12-08 16:00:00,71.902,114.44,184.165,956.128,771.963,112.263,2210.861
2021-12-08 16:00:00,2021-12-08 17:00:00,6.2,32.95,38.075,155.029,116.954,31.875,381.083
2021-12-08 17:00:00,2021-12-08 18:00:00,-1.406,0.0,-1.598,-6.735,-5.137,-0.192,-15.068
2021-12-08 18:00:00,2021-12-08 19:00:00,-1.384,0.0,-1.633,-6.28,-4.647,-0.249,-14.193
2021-12-08 19:00:00,2021-12-08 20:00:00,-1.362,0.0,-1.617,-6.277,-4.66,-0.255,-14.171
2021-12-08 20:00:00,2021-12-08 21:00:00,-1.352,0.0,-1.598,-6.317,-4.719,-0.246,-14.232
2021-12-08 21:00:00,2021-12-08 22:00:00,-1.429,0.0,-1.668,-6.334,-4.666,-0.239,-14.336
2021-12-08 22:00:00,2021-12-08 23:00:00,-1.41,0.0,-1.657,-6.252,-4.595,-0.247,-14.161
2021-12-08 23:00:00,2021-12-09 00:00:00,-1.388,0.0,-1.634,-6.281,-4.647,-0.246,-14.196
2021-12-09 00:00:00,2021-12-09 01:00:00,0.094,0.0,-0.154,-4.759,-4.605,-0.249,-9.673
2021-12-09 01:00:00,2021-12-09 02:00:00,0.09,0.0,-0.156,-4.754,-4.598,-0.246,-9.664
2021-12-09 02:00:00,2021-12-09 03:00:00,0.119,0.0,-0.134,-4.65,-4.516,-0.253,-9.434
2021-12-09 03:00:00,2021-12-09 04:00:00,0.049,0.0,-0.196,-4.993,-4.797,-0.245,-10.182
2021-12-09 04:00:00,2021-12-09 05:00:00,0.073,0.0,-0.18,-4.769,-4.589,-0.253,-9.718
2021-12-09 05:00:00,2021-12-09 06:00:00,0.113,0.0,-0.129,-4.774,-4.645,-0.242,-9.677
2021-12-09 06:00:00,2021-12-09 07:00:00,0.111,0.0,-0.163,-3.899,-3.736,-0.274,-7.961
2021-12-09 07:00:00,2021-12-09 08:00:00,30.697,0.0,34.602,185.842,151.24,3.905,406.286
2021-12-09 08:00:00,2021-12-09 09:00:00,202.553,0.0,244.507,1134.35,889.843,41.954,2513.207
2021-12-09 09:00:00,2021-12-09 10:00:00,376.898,17.29,467.325,1805.941,1338.616,90.427,4096.497
2021-12-09 10:00:00,2021-12-09 11:00:00,486.303,36.49,629.195,1887.793,1258.598,142.892,4441.271
2021-12-09 11:00:00,2021-12-09 12:00:00,521.304,77.78,703.073,1947.335,1244.262,181.769,4675.523
2021-12-09 12:00:00,2021-12-09 13:00:00,390.547,73.91,565.928,1699.098,1133.17,175.381,4038.034
2021-12-09 13:00:00,2021-12-09 14:00:00,248.502,97.53,366.181,1238.813,872.632,117.679,2941.337
2021-12-09 14:00:00,2021-12-09 15:00:00,135.78,53.22,220.065,758.67,538.605,84.285,1790.625
2021-12-09 15:00:00,2021-12-09 16:00:00,53.271,19.53,143.341,546.68,403.339,90.07,1256.231
2021-12-09 16:00:00,2021-12-09 17:00:00,7.204,10.68,22.167,120.621,98.454,14.963,274.089
2021-12-09 17:00:00,2021-12-09 18:00:00,0.086,0.1,-0.188,-5.389,-5.201,-0.274,-10.866
2021-12-09 18:00:00,2021-12-09 19:00:00,0.095,0.0,-0.181,-4.926,-4.745,-0.277,-10.034
2021-12-09 19:00:00,2021-12-09 20:00:00,0.14,0.0,-0.134,-4.768,-4.634,-0.274,-9.67
2021-12-09 20:00:00,2021-12-09 21:00:00,0.134,0.0,-0.149,-4.842,-4.693,-0.283,-9.833
2021-12-09 21:00:00,2021-12-09 22:00:00,0.114,0.0,-0.153,-4.753,-4.6,-0.267,-9.659
2021-12-09 22:00:00,2021-12-09 23:00:00,0.094,0.0,-0.152,-4.787,-4.635,-0.246,-9.726
2021-12-09 23:00:00,2021-12-10 00:00:00,0.108,0.0,-0.148,-4.819,-4.671,-0.256,-9.786
2021-12-10 00:00:00,2021-12-10 01:00:00,-1.436,0.0,-1.689,-6.232,-4.543,-0.253,-14.153
2021-12-10 01:00:00,2021-12-10 02:00:00,-1.428,0.0,-1.674,-6.282,-4.608,-0.246,-14.238
2021-12-10 02:00:00,2021-12-10 03:00:00,-1.412,0.0,-1.666,-6.287,-4.621,-0.254,-14.24
2021-12-10 03:00:00,2021-12-10 04:00:00,-1.404,0.0,-1.646,-6.412,-4.766,-0.242,-14.47
2021-12-10 04:00:00,2021-12-10 05:00:00,-1.42,0.0,-1.673,-6.184,-4.511,-0.253,-14.041
2021-12-10 05:00:00,2021-12-10 06:00:00,-1.388,0.0,-1.623,-6.236,-4.613,-0.235,-14.095
2021-12-10 06:00:00,2021-12-10 07:00:00,-1.431,0.0,-1.697,-5.799,-4.102,-0.266,-13.295
2021-12-10 07:00:00,2021-12-10 08:00:00,8.613,0.0,9.408,65.417,56.009,0.795,140.242
2021-12-10 08:00:00,2021-12-10 09:00:00,54.588,0.33,80.083,385.17,305.087,25.495,850.753
2021-12-10 09:00:00,2021-12-10 10:00:00,139.826,7.22,208.713,691.732,483.019,68.887,1599.397
2021-12-10 10:00:00,2021-12-10 11:00:00,236.57,18.8,356.017,756.595,400.578,119.447,1888.007
2021-12-10 11:00:00,2021-12-10 12:00:00,270.071,7.67,427.234,893.881,466.647,157.163,2222.666
2021-12-10 12:00:00,2021-12-10 13:00:00,285.044,23.11,419.849,853.064,433.215,134.805,2149.087
2021-12-10 13:00:00,2021-12-10 14:00:00,241.574,19.41,379.844,858.481,478.637,138.27,2116.216
2021-12-10 14:00:00,2021-12-10 15:00:00,196.604,7.82,284.948,681.176,396.228,88.344,1655.12
2021-12-10 15:00:00,2021-12-10 16:00:00,75.948,5.85,104.396,287.402,183.006,28.448,685.05
2021-12-10 16:00:00,2021-12-10 17:00:00,5.085,0.42,6.632,33.957,27.325,1.547,74.966
