timestamp_begin_et,timestamp_end_et,SEMA,NEMA,WCMA,RI,CT,NH,ME,VT,System Total
2021-08-14 20:00:00,2021-08-14 21:00:00,970.54,404.49,1329.38,349.42,869.36,182.80,557.18,375.61,5038.77
2021-08-14 21:00:00,2021-08-14 22:00:00,514.63,233.44,738.56,175.75,599.12,105.43,356.38,234.56,2957.86
2021-08-14 22:00:00,2021-08-14 23:00:00,167.92,83.67,279.75,55.19,237.49,39.71,131.22,91.17,1086.11
2021-08-14 23:00:00,2021-08-15 00:00:00,19.73,9.87,37.80,8.45,31.62,5.09,11.33,12.89,136.78
2021-08-15 00:00:00,2021-08-15 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 01:00:00,2021-08-15 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 02:00:00,2021-08-15 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 03:00:00,2021-08-15 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 04:00:00,2021-08-15 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 05:00:00,2021-08-15 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 06:00:00,2021-08-15 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 07:00:00,2021-08-15 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 08:00:00,2021-08-15 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-15 09:00:00,2021-08-15 10:00:00,0.00,0.00,0.64,0.00,0.00,0.00,0.37,0.00,1.01
2021-08-15 10:00:00,2021-08-15 11:00:00,71.21,29.66,69.26,23.30,57.90,13.03,73.08,19.72,357.15
2021-08-15 11:00:00,2021-08-15 12:00:00,373.14,156.80,388.77,136.26,350.37,76.43,304.87,89.64,1876.28
2021-08-15 12:00:00,2021-08-15 13:00:00,847.12,368.47,1007.78,304.23,889.04,171.45,664.82,304.68,4557.59
2021-08-15 13:00:00,2021-08-15 14:00:00,1316.31,597.75,1651.46,480.64,1384.71,274.60,1039.24,461.19,7205.90
2021-08-15 14:00:00,2021-08-15 15:00:00,1677.00,757.24,2148.81,566.44,1765.52,344.56,1321.59,575.48,9156.64
2021-08-15 15:00:00,2021-08-15 16:00:00,1825.90,856.97,2348.14,623.51,2032.92,383.59,1502.00,624.26,10197.29
2021-08-15 16:00:00,2021-08-15 17:00:00,1824.52,854.98,2275.02,664.24,2147.62,399.40,1563.29,655.97,10385.04
2021-08-15 17:00:00,2021-08-15 18:00:00,1755.05,801.29,2422.81,674.42,2062.43,383.12,1512.88,654.29,10266.27
2021-08-15 18:00:00,2021-08-15 19:00:00,1578.51,764.40,2352.05,611.42,1970.44,358.39,1375.00,614.36,9624.57
2021-08-15 19:00:00,2021-08-15 20:00:00,1369.46,640.43,2035.65,501.77,1675.46,290.84,1104.96,516.71,8135.28
2021-08-15 20:00:00,2021-08-15 21:00:00,1024.39,484.56,1473.67,380.51,1234.90,195.23,737.65,383.21,5914.14
2021-08-15 21:00:00,2021-08-15 22:00:00,564.83,281.24,818.21,198.79,724.17,102.55,363.17,225.24,3278.20
2021-08-15 22:00:00,2021-08-15 23:00:00,187.75,104.19,285.28,67.76,249.77,40.37,125.01,85.51,1145.64
2021-08-15 23:00:00,2021-08-16 00:00:00,23.55,14.47,37.75,11.28,38.72,4.80,15.70,14.50,160.78
2021-08-16 00:00:00,2021-08-16 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 01:00:00,2021-08-16 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 02:00:00,2021-08-16 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 03:00:00,2021-08-16 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 04:00:00,2021-08-16 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 05:00:00,2021-08-16 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 06:00:00,2021-08-16 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 07:00:00,2021-08-16 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 08:00:00,2021-08-16 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-16 09:00:00,2021-08-16 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37
2021-08-16 10:00:00,2021-08-16 11:00:00,76.00,33.39,61.01,24.56,41.46,12.17,73.08,19.57,341.24
2021-08-16 11:00:00,2021-08-16 12:00:00,304.76,141.84,321.63,107.22,241.20,76.44,304.90,116.95,1614.95
2021-08-16 12:00:00,2021-08-16 13:00:00,593.42,307.59,734.87,213.28,552.23,171.31,693.43,290.55,3556.67
2021-08-16 13:00:00,2021-08-16 14:00:00,928.21,480.52,1306.78,359.64,1135.35,269.22,1034.01,466.24,5979.97
2021-08-16 14:00:00,2021-08-16 15:00:00,1314.22,677.80,1861.32,570.14,1623.74,336.03,1301.02,552.42,8236.71
2021-08-16 15:00:00,2021-08-16 16:00:00,1529.50,756.63,2219.78,653.65,1815.99,360.41,1472.27,607.98,9416.21
2021-08-16 16:00:00,2021-08-16 17:00:00,1617.89,776.41,2211.21,626.50,1897.21,356.33,1504.41,591.09,9581.06
2021-08-16 17:00:00,2021-08-16 18:00:00,1560.80,719.87,2122.35,547.17,1893.46,344.18,1456.35,567.48,9211.65
2021-08-16 18:00:00,2021-08-16 19:00:00,1433.62,643.18,1930.98,505.25,1760.24,313.90,1296.17,520.13,8403.47
2021-08-16 19:00:00,2021-08-16 20:00:00,1183.64,550.72,1630.08,401.55,1461.34,244.96,1040.42,480.70,6993.41
2021-08-16 20:00:00,2021-08-16 21:00:00,799.03,375.56,1283.84,320.89,987.77,177.48,701.59,367.66,5013.81
2021-08-16 21:00:00,2021-08-16 22:00:00,512.27,257.60,745.41,168.14,593.34,95.79,371.46,225.04,2969.03
2021-08-16 22:00:00,2021-08-16 23:00:00,184.70,105.14,281.63,52.57,239.62,33.78,114.58,87.06,1099.08
2021-08-16 23:00:00,2021-08-17 00:00:00,22.13,13.15,35.90,6.81,34.85,3.43,11.31,13.85,141.42
2021-08-17 00:00:00,2021-08-17 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 01:00:00,2021-08-17 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 02:00:00,2021-08-17 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 03:00:00,2021-08-17 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 04:00:00,2021-08-17 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 05:00:00,2021-08-17 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 06:00:00,2021-08-17 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 07:00:00,2021-08-17 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 08:00:00,2021-08-17 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-17 09:00:00,2021-08-17 10:00:00,0.48,0.22,0.00,0.18,0.00,0.00,0.37,0.00,1.25
2021-08-17 10:00:00,2021-08-17 11:00:00,74.57,30.34,63.61,23.67,43.92,13.53,39.57,11.14,300.35
2021-08-17 11:00:00,2021-08-17 12:00:00,323.89,124.97,292.34,106.12,271.55,60.68,216.24,50.30,1446.09
2021-08-17 12:00:00,2021-08-17 13:00:00,687.24,223.78,688.79,238.94,613.53,119.55,555.28,86.35,3213.46
2021-08-17 13:00:00,2021-08-17 14:00:00,1023.59,490.29,1175.07,379.14,910.57,203.50,923.20,156.63,5261.98
2021-08-17 14:00:00,2021-08-17 15:00:00,1349.79,685.51,1574.51,512.60,1196.75,274.74,1157.86,221.92,6973.68
2021-08-17 15:00:00,2021-08-17 16:00:00,1569.31,789.86,1795.77,562.05,1320.14,331.94,1279.51,277.73,7926.31
2021-08-17 16:00:00,2021-08-17 17:00:00,1688.70,740.92,1804.04,538.35,1368.53,312.58,1318.04,242.22,8013.38
2021-08-17 17:00:00,2021-08-17 18:00:00,1561.00,684.11,1586.37,521.56,1342.19,256.71,1289.14,230.35,7471.45
2021-08-17 18:00:00,2021-08-17 19:00:00,1371.40,533.77,1264.25,483.39,1248.23,216.10,1059.84,205.44,6382.42
2021-08-17 19:00:00,2021-08-17 20:00:00,1047.65,388.24,1158.61,367.72,1135.95,168.62,783.43,176.32,5226.55
2021-08-17 20:00:00,2021-08-17 21:00:00,677.18,311.70,856.54,261.85,935.01,110.34,466.45,124.70,3743.77
2021-08-17 21:00:00,2021-08-17 22:00:00,416.46,234.86,514.89,159.55,552.08,71.94,238.91,76.08,2264.78
2021-08-17 22:00:00,2021-08-17 23:00:00,176.06,95.58,178.04,61.46,234.72,32.77,68.02,35.02,881.68
2021-08-17 23:00:00,2021-08-18 00:00:00,19.23,7.89,14.74,6.98,29.47,2.15,11.68,6.50,98.64
2021-08-18 00:00:00,2021-08-18 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 01:00:00,2021-08-18 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 02:00:00,2021-08-18 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 03:00:00,2021-08-18 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 04:00:00,2021-08-18 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 05:00:00,2021-08-18 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 06:00:00,2021-08-18 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 07:00:00,2021-08-18 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 08:00:00,2021-08-18 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-18 09:00:00,2021-08-18 10:00:00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48
2021-08-18 10:00:00,2021-08-18 11:00:00,45.20,29.31,48.75,19.15,42.66,10.65,34.59,11.08,241.39
2021-08-18 11:00:00,2021-08-18 12:00:00,256.50,120.47,301.36,124.71,279.42,45.35,137.28,47.80,1312.88
2021-08-18 12:00:00,2021-08-18 13:00:00,650.01,316.24,628.87,280.61,613.49,92.95,314.64,79.03,2975.86
2021-08-18 13:00:00,2021-08-18 14:00:00,1071.82,499.63,1051.86,452.75,896.32,154.78,590.10,121.15,4838.42
2021-08-18 14:00:00,2021-08-18 15:00:00,1430.33,588.01,1428.45,563.40,935.53,210.84,833.98,169.08,6159.62
2021-08-18 15:00:00,2021-08-18 16:00:00,1628.10,615.24,1402.90,537.09,929.72,216.41,1026.95,244.06,6600.45
2021-08-18 16:00:00,2021-08-18 17:00:00,1553.32,553.08,1414.97,423.00,956.15,218.97,1100.51,241.54,6461.54
2021-08-18 17:00:00,2021-08-18 18:00:00,1400.34,504.45,1251.22,315.17,1010.66,181.04,1028.93,222.89,5914.70
2021-08-18 18:00:00,2021-08-18 19:00:00,1107.39,347.40,1113.73,317.63,996.84,144.43,749.28,206.28,4982.98
2021-08-18 19:00:00,2021-08-18 20:00:00,858.50,381.86,940.02,286.01,803.62,125.00,488.50,180.88,4064.40
2021-08-18 20:00:00,2021-08-18 21:00:00,590.65,303.81,619.26,220.46,557.38,107.62,346.88,157.35,2903.41
2021-08-18 21:00:00,2021-08-18 22:00:00,309.28,171.71,377.29,116.60,343.76,53.32,169.44,121.01,1662.42
2021-08-18 22:00:00,2021-08-18 23:00:00,94.13,51.18,179.02,37.42,176.44,24.26,74.69,53.09,690.23
2021-08-18 23:00:00,2021-08-19 00:00:00,6.79,3.73,12.17,5.92,12.00,2.54,12.39,5.87,61.40
2021-08-19 00:00:00,2021-08-19 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 01:00:00,2021-08-19 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 02:00:00,2021-08-19 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 03:00:00,2021-08-19 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 04:00:00,2021-08-19 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 05:00:00,2021-08-19 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 06:00:00,2021-08-19 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 07:00:00,2021-08-19 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 08:00:00,2021-08-19 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-19 09:00:00,2021-08-19 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,1.10
2021-08-19 10:00:00,2021-08-19 11:00:00,9.62,6.16,14.04,2.85,16.26,4.25,45.38,1.45,100.01
2021-08-19 11:00:00,2021-08-19 12:00:00,59.03,25.59,53.06,14.83,89.81,13.60,162.41,13.98,432.32
2021-08-19 12:00:00,2021-08-19 13:00:00,101.31,36.29,130.40,30.18,246.22,24.22,358.07,37.16,963.85
2021-08-19 13:00:00,2021-08-19 14:00:00,169.39,63.25,325.83,34.69,521.91,38.98,441.17,70.16,1665.38
2021-08-19 14:00:00,2021-08-19 15:00:00,170.06,63.30,581.88,70.27,837.19,44.71,528.59,106.68,2402.69
2021-08-19 15:00:00,2021-08-19 16:00:00,253.56,82.09,846.70,123.72,948.93,63.38,538.72,128.06,2985.17
2021-08-19 16:00:00,2021-08-19 17:00:00,425.45,199.06,1114.10,253.78,826.59,93.71,473.54,127.07,3513.28
2021-08-19 17:00:00,2021-08-19 18:00:00,708.02,409.72,1065.35,378.56,760.28,114.04,259.91,133.07,3828.97
2021-08-19 18:00:00,2021-08-19 19:00:00,825.41,550.78,861.29,347.92,735.72,101.05,185.80,130.19,3738.16
2021-08-19 19:00:00,2021-08-19 20:00:00,709.73,388.43,602.91,272.20,608.74,62.32,156.77,106.38,2907.46
2021-08-19 20:00:00,2021-08-19 21:00:00,559.75,172.32,466.22,243.24,503.53,35.94,103.09,73.00,2157.09
2021-08-19 21:00:00,2021-08-19 22:00:00,339.95,73.07,287.85,134.58,316.25,16.35,60.49,48.92,1277.46
2021-08-19 22:00:00,2021-08-19 23:00:00,125.72,21.91,125.26,43.94,161.71,8.48,15.00,21.08,523.10
2021-08-19 23:00:00,2021-08-20 00:00:00,5.77,4.14,10.88,2.69,12.57,2.04,1.10,2.44,41.64
2021-08-20 00:00:00,2021-08-20 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 01:00:00,2021-08-20 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 02:00:00,2021-08-20 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 03:00:00,2021-08-20 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 04:00:00,2021-08-20 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 05:00:00,2021-08-20 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 06:00:00,2021-08-20 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 07:00:00,2021-08-20 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 08:00:00,2021-08-20 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-20 09:00:00,2021-08-20 10:00:00,0.48,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.70
2021-08-20 10:00:00,2021-08-20 11:00:00,64.38,16.24,35.96,24.33,48.65,6.26,26.63,14.01,236.45
2021-08-20 11:00:00,2021-08-20 12:00:00,288.29,78.24,191.01,101.99,229.57,28.66,105.10,60.74,1083.61
2021-08-20 12:00:00,2021-08-20 13:00:00,471.97,144.13,430.08,190.91,490.47,72.17,256.83,151.45,2208.01
2021-08-20 13:00:00,2021-08-20 14:00:00,621.28,248.64,670.04,271.39,733.90,104.72,623.58,267.18,3540.73
2021-08-20 14:00:00,2021-08-20 15:00:00,894.51,194.30,743.90,324.36,851.27,160.31,942.65,379.47,4490.78
2021-08-20 15:00:00,2021-08-20 16:00:00,875.46,202.96,861.08,349.58,864.63,224.09,1130.04,500.20,5008.04
2021-08-20 16:00:00,2021-08-20 17:00:00,965.56,207.07,910.19,329.87,1006.01,257.74,1228.87,539.52,5444.84
2021-08-20 17:00:00,2021-08-20 18:00:00,854.01,254.94,1006.99,369.34,1011.71,256.24,1222.32,539.81,5515.37
2021-08-20 18:00:00,2021-08-20 19:00:00,845.60,274.68,900.23,352.39,890.73,252.29,1147.92,510.43,5174.27
2021-08-20 19:00:00,2021-08-20 20:00:00,682.69,391.77,776.67,258.81,779.13,215.64,934.53,420.07,4459.31
2021-08-20 20:00:00,2021-08-20 21:00:00,524.48,288.01,588.03,215.14,676.09,140.39,667.24,302.60,3401.98
2021-08-20 21:00:00,2021-08-20 22:00:00,284.54,162.61,487.20,130.06,462.18,68.66,339.85,171.91,2107.00
2021-08-20 22:00:00,2021-08-20 23:00:00,121.24,81.34,179.50,47.55,165.79,30.28,131.37,73.15,830.21
2021-08-20 23:00:00,2021-08-21 00:00:00,10.58,5.05,17.29,4.29,10.91,1.86,11.30,7.01,68.29
2021-08-21 00:00:00,2021-08-21 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 01:00:00,2021-08-21 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 02:00:00,2021-08-21 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 03:00:00,2021-08-21 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 04:00:00,2021-08-21 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 05:00:00,2021-08-21 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 06:00:00,2021-08-21 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 07:00:00,2021-08-21 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 08:00:00,2021-08-21 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-21 09:00:00,2021-08-21 10:00:00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.64
2021-08-21 10:00:00,2021-08-21 11:00:00,41.47,25.25,59.51,15.95,43.03,7.45,30.80,10.77,234.23
2021-08-21 11:00:00,2021-08-21 12:00:00,288.11,117.30,289.33,97.08,270.88,45.40,167.34,69.00,1344.45
2021-08-21 12:00:00,2021-08-21 13:00:00,662.16,314.30,693.10,280.48,516.77,119.59,423.01,178.13,3187.53
2021-08-21 13:00:00,2021-08-21 14:00:00,1083.51,477.71,1148.27,447.56,790.47,194.70,707.59,349.95,5199.76
2021-08-21 14:00:00,2021-08-21 15:00:00,1421.55,602.87,1416.86,540.67,1236.32,245.59,747.98,494.07,6705.91
2021-08-21 15:00:00,2021-08-21 16:00:00,1600.36,703.84,1596.82,589.61,1620.10,266.05,832.93,550.42,7760.14
2021-08-21 16:00:00,2021-08-21 17:00:00,1700.06,711.31,1630.37,596.84,1736.91,259.00,871.00,564.40,8069.89
2021-08-21 17:00:00,2021-08-21 18:00:00,1685.49,674.11,1733.01,597.86,1525.19,227.57,859.80,535.08,7838.09
2021-08-21 18:00:00,2021-08-21 19:00:00,1396.37,664.66,1657.88,520.41,1182.14,214.09,793.18,478.43,6907.15
2021-08-21 19:00:00,2021-08-21 20:00:00,1101.38,511.63,1415.04,430.36,982.61,191.54,616.74,396.48,5645.78
2021-08-21 20:00:00,2021-08-21 21:00:00,702.33,300.24,1013.73,294.03,687.26,139.50,425.81,259.37,3822.26
2021-08-21 21:00:00,2021-08-21 22:00:00,388.13,165.96,554.70,155.35,385.98,71.27,213.49,131.64,2066.52
2021-08-21 22:00:00,2021-08-21 23:00:00,134.85,89.57,186.06,52.82,179.26,26.18,63.53,57.12,789.39
2021-08-21 23:00:00,2021-08-22 00:00:00,12.51,8.34,16.03,4.30,12.01,2.06,9.12,5.86,70.23
2021-08-22 00:00:00,2021-08-22 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 01:00:00,2021-08-22 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 02:00:00,2021-08-22 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 03:00:00,2021-08-22 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 04:00:00,2021-08-22 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 05:00:00,2021-08-22 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 06:00:00,2021-08-22 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 07:00:00,2021-08-22 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 08:00:00,2021-08-22 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 09:00:00,2021-08-22 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-22 10:00:00,2021-08-22 11:00:00,10.63,8.31,23.63,4.82,8.72,3.43,18.54,6.84,84.92
2021-08-22 11:00:00,2021-08-22 12:00:00,71.78,31.36,133.52,31.40,52.27,19.94,68.55,39.67,448.49
2021-08-22 12:00:00,2021-08-22 13:00:00,171.24,50.71,216.71,48.34,118.09,47.81,141.24,103.38,897.52
2021-08-22 13:00:00,2021-08-22 14:00:00,239.98,84.28,229.08,60.70,222.39,61.34,173.27,190.98,1262.02
2021-08-22 14:00:00,2021-08-22 15:00:00,258.23,105.45,312.02,55.43,284.72,80.68,172.44,351.49,1620.48
2021-08-22 15:00:00,2021-08-22 16:00:00,333.50,92.53,327.49,62.67,327.29,70.11,243.06,452.95,1909.60
2021-08-22 16:00:00,2021-08-22 17:00:00,464.71,105.78,347.66,95.61,337.58,74.74,260.18,450.96,2137.23
2021-08-22 17:00:00,2021-08-22 18:00:00,489.13,144.05,338.06,116.68,335.96,61.44,264.82,362.23,2112.38
2021-08-22 18:00:00,2021-08-22 19:00:00,433.56,164.62,225.71,142.99,347.57,54.01,266.55,299.24,1934.26
2021-08-22 19:00:00,2021-08-22 20:00:00,406.82,159.90,192.00,112.50,329.56,42.07,175.80,251.81,1670.45
2021-08-22 20:00:00,2021-08-22 21:00:00,308.85,111.22,204.42,92.21,255.29,28.93,140.69,160.73,1302.34
2021-08-22 21:00:00,2021-08-22 22:00:00,169.39,82.91,125.43,40.74,197.42,18.36,61.16,71.82,767.22
2021-08-22 22:00:00,2021-08-22 23:00:00,50.19,32.87,54.59,19.50,127.52,10.31,39.51,29.37,363.87
2021-08-22 23:00:00,2021-08-23 00:00:00,3.83,3.50,13.44,3.05,17.33,1.56,2.18,2.62,47.52
2021-08-23 00:00:00,2021-08-23 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 01:00:00,2021-08-23 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 02:00:00,2021-08-23 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 03:00:00,2021-08-23 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 04:00:00,2021-08-23 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 05:00:00,2021-08-23 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 06:00:00,2021-08-23 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 07:00:00,2021-08-23 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 08:00:00,2021-08-23 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 09:00:00,2021-08-23 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-08-23 10:00:00,2021-08-23 11:00:00,37.36,19.28,36.54,11.98,17.55,5.58,21.91,6.69,156.90
2021-08-23 11:00:00,2021-08-23 12:00:00,190.76,79.40,260.45,45.94,108.42,34.03,101.52,63.60,884.11
2021-08-23 12:00:00,2021-08-23 13:00:00,385.73,153.78,482.02,144.37,183.79,74.18,240.98,129.50,1794.36
2021-08-23 13:00:00,2021-08-23 14:00:00,640.24,222.33,603.76,338.98,285.04,114.71,346.15,220.27,2771.48
2021-08-23 14:00:00,2021-08-23 15:00:00,861.98,329.71,716.96,494.26,298.63,157.38,406.28,289.04,3554.23
2021-08-23 15:00:00,2021-08-23 16:00:00,1125.39,390.97,851.55,580.90,300.67,174.58,481.84,317.11,4223.01
2021-08-23 16:00:00,2021-08-23 17:00:00,1428.11,423.53,867.51,563.69,330.14,171.31,464.69,334.19,4583.16
2021-08-23 17:00:00,2021-08-23 18:00:00,1571.11,483.07,733.07,460.75,330.76,151.77,405.59,316.29,4452.41
2021-08-23 18:00:00,2021-08-23 19:00:00,1317.95,570.94,491.50,282.06,348.94,108.12,317.41,286.22,3723.14
2021-08-23 19:00:00,2021-08-23 20:00:00,873.78,386.77,311.97,114.74,299.02,77.86,269.15,197.95,2531.23
2021-08-23 20:00:00,2021-08-23 21:00:00,487.70,170.36,222.32,83.13,231.85,53.48,198.77,119.27,1566.88
2021-08-23 21:00:00,2021-08-23 22:00:00,294.57,71.77,129.81,43.78,146.26,33.29,143.53,75.83,938.84
2021-08-23 22:00:00,2021-08-23 23:00:00,93.84,30.49,50.15,9.48,53.09,12.68,70.47,34.53,354.73
2021-08-23 23:00:00,2021-08-24 00:00:00,3.35,1.96,13.39,1.43,15.22,1.96,4.03,2.79,44.13
2021-08-24 00:00:00,2021-08-24 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
