timestamp_begin_ct,timestamp_end_ct,Coastal,North,Panhandle,South,West,System Total
2021-07-16 08:00:00,2021-07-16 09:00:00,1588.1,471.3,765.3,2170.92,3822.25,8817.87
2021-07-16 09:00:00,2021-07-16 10:00:00,2454.96,566.04,579.87,2088.02,4951.4,10640.29
2021-07-16 10:00:00,2021-07-16 11:00:00,2679.92,573.36,655.91,2057.16,5375.34,11341.69
2021-07-16 11:00:00,2021-07-16 12:00:00,2674.83,517.01,373.23,2081.04,4964.62,10610.73
2021-07-16 12:00:00,2021-07-16 13:00:00,2706.55,448.38,241.05,2040.97,4272.28,9709.23
2021-07-16 13:00:00,2021-07-16 14:00:00,2715.78,390.23,253.26,2001.69,3616.27,8977.23
2021-07-16 14:00:00,2021-07-16 15:00:00,2703.48,372.78,359.81,2017.8,3372.66,8826.53
2021-07-16 15:00:00,2021-07-16 16:00:00,2734.79,357.63,616.89,2084.85,3457.71,9251.87
2021-07-16 16:00:00,2021-07-16 17:00:00,2716.12,378.3,931.39,2087.69,3508.82,9622.32
2021-07-16 17:00:00,2021-07-16 18:00:00,2713.59,354.83,1313.9,2138.33,3534.7,10055.35
2021-07-16 18:00:00,2021-07-16 19:00:00,2777.94,333.16,1602.87,2195.52,3696.17,10605.66
2021-07-16 19:00:00,2021-07-16 20:00:00,2745.04,396.37,1604.3,2217.29,3910.88,10873.88
2021-07-16 20:00:00,2021-07-16 21:00:00,2492.19,481.84,1375.79,2275.04,4650.01,11274.87
2021-07-16 21:00:00,2021-07-16 22:00:00,2348.2,691.4,1563.68,2365.61,6523.15,13492.04
2021-07-16 22:00:00,2021-07-16 23:00:00,2435.67,909.82,1832.87,2373.05,8519.71,16071.12
2021-07-16 23:00:00,2021-07-17 00:00:00,2381.9,1013.76,1852.19,2384.0,9785.76,17417.61
2021-07-17 00:00:00,2021-07-17 01:00:00,2244.07,1110.75,1978.43,2351.87,10266.58,17951.7
2021-07-17 01:00:00,2021-07-17 02:00:00,2000.24,1065.25,2021.67,2287.84,9899.85,17274.85
2021-07-17 02:00:00,2021-07-17 03:00:00,1801.85,963.79,2076.76,2125.77,9668.96,16637.13
2021-07-17 03:00:00,2021-07-17 04:00:00,1664.76,886.51,1942.53,2011.04,9315.41,15820.25
2021-07-17 04:00:00,2021-07-17 05:00:00,1721.03,883.14,1686.22,1856.6,9103.57,15250.56
2021-07-17 05:00:00,2021-07-17 06:00:00,1527.13,756.29,1514.75,1768.0,9117.94,14684.11
2021-07-17 06:00:00,2021-07-17 07:00:00,1370.9,639.44,1263.09,1596.53,8645.74,13515.7
2021-07-17 07:00:00,2021-07-17 08:00:00,1130.29,543.89,966.14,1355.92,7636.96,11633.2
2021-07-17 08:00:00,2021-07-17 09:00:00,952.49,626.94,646.9,1376.79,6688.4,10291.52
2021-07-17 09:00:00,2021-07-17 10:00:00,1270.45,726.02,700.42,1820.23,7019.19,11536.31
2021-07-17 10:00:00,2021-07-17 11:00:00,1232.87,567.9,824.79,1736.1,4914.76,9276.42
2021-07-17 11:00:00,2021-07-17 12:00:00,1169.71,402.2,418.88,1477.13,2948.64,6416.56
2021-07-17 12:00:00,2021-07-17 13:00:00,1266.88,338.97,234.44,1393.98,2034.21,5268.48
2021-07-17 13:00:00,2021-07-17 14:00:00,1477.62,277.41,416.33,1530.16,1781.11,5482.63
2021-07-17 14:00:00,2021-07-17 15:00:00,1703.11,289.98,708.43,1594.67,2163.99,6460.18
2021-07-17 15:00:00,2021-07-17 16:00:00,2050.92,323.27,1040.23,1691.7,2605.5,7711.62
2021-07-17 16:00:00,2021-07-17 17:00:00,2305.36,351.71,1364.22,1920.61,3112.24,9054.14
2021-07-17 17:00:00,2021-07-17 18:00:00,2261.32,376.26,1657.91,2003.34,3565.06,9863.89
2021-07-17 18:00:00,2021-07-17 19:00:00,2092.42,451.32,1810.96,1976.25,4317.49,10648.44
2021-07-17 19:00:00,2021-07-17 20:00:00,1672.07,367.76,1670.99,1989.32,4978.98,10679.12
2021-07-17 20:00:00,2021-07-17 21:00:00,1142.76,353.28,1561.46,1997.41,5442.88,10497.79
2021-07-17 21:00:00,2021-07-17 22:00:00,1046.28,622.43,1542.1,2195.44,5739.63,11145.88
2021-07-17 22:00:00,2021-07-17 23:00:00,946.74,486.7,1506.6,2204.91,5782.44,10927.39
2021-07-17 23:00:00,2021-07-18 00:00:00,820.3,696.88,2156.58,2232.99,6339.99,12246.74
2021-07-18 00:00:00,2021-07-18 01:00:00,785.94,849.06,1691.84,2033.26,6861.78,12221.88
2021-07-18 01:00:00,2021-07-18 02:00:00,521.48,982.76,1037.51,1721.28,7018.05,11281.08
2021-07-18 02:00:00,2021-07-18 03:00:00,475.54,901.11,634.51,1277.83,6509.02,9798.01
2021-07-18 03:00:00,2021-07-18 04:00:00,479.18,814.75,304.57,994.88,5583.54,8176.92
2021-07-18 04:00:00,2021-07-18 05:00:00,462.98,733.89,169.23,787.7,4918.43,7072.23
2021-07-18 05:00:00,2021-07-18 06:00:00,366.55,623.55,306.19,723.66,4589.75,6609.7
2021-07-18 06:00:00,2021-07-18 07:00:00,381.26,609.8,344.72,686.28,4387.94,6410.0
2021-07-18 07:00:00,2021-07-18 08:00:00,413.42,522.09,423.9,654.54,3754.76,5768.71
2021-07-18 08:00:00,2021-07-18 09:00:00,357.74,389.47,213.6,653.11,2822.13,4436.05
2021-07-18 09:00:00,2021-07-18 10:00:00,737.66,346.23,103.68,884.32,2465.63,4537.52
2021-07-18 10:00:00,2021-07-18 11:00:00,688.08,239.88,65.91,831.48,1564.12,3389.47
2021-07-18 11:00:00,2021-07-18 12:00:00,707.94,141.31,37.02,611.88,747.63,2245.78
2021-07-18 12:00:00,2021-07-18 13:00:00,711.41,88.86,95.6,537.12,222.52,1655.51
2021-07-18 13:00:00,2021-07-18 14:00:00,867.53,63.09,100.45,401.98,168.16,1601.21
2021-07-18 14:00:00,2021-07-18 15:00:00,991.42,112.08,69.84,359.62,326.87,1859.83
2021-07-18 15:00:00,2021-07-18 16:00:00,1119.38,196.22,77.91,350.3,570.52,2314.33
2021-07-18 16:00:00,2021-07-18 17:00:00,1203.59,149.38,143.59,405.7,1476.88,3379.14
2021-07-18 17:00:00,2021-07-18 18:00:00,1308.93,169.01,266.33,498.29,1472.14,3714.7
2021-07-18 18:00:00,2021-07-18 19:00:00,1197.58,126.61,359.98,839.05,1898.06,4421.28
2021-07-18 19:00:00,2021-07-18 20:00:00,1227.41,153.48,874.52,1456.2,2157.54,5869.15
2021-07-18 20:00:00,2021-07-18 21:00:00,1112.45,163.64,858.96,1693.6,1757.93,5586.58
2021-07-18 21:00:00,2021-07-18 22:00:00,1092.39,204.82,1109.84,1752.24,1714.43,5873.72
2021-07-18 22:00:00,2021-07-18 23:00:00,1005.4,324.75,1325.18,1877.68,2849.7,7382.71
2021-07-18 23:00:00,2021-07-19 00:00:00,874.48,433.23,881.24,1766.84,3793.49,7749.28
2021-07-19 00:00:00,2021-07-19 01:00:00,765.0,355.05,338.71,1581.61,4676.48,7716.85
2021-07-19 01:00:00,2021-07-19 02:00:00,783.06,585.71,117.84,1346.56,4878.39,7711.56
2021-07-19 02:00:00,2021-07-19 03:00:00,526.18,682.72,15.03,1158.54,4218.92,6601.39
2021-07-19 03:00:00,2021-07-19 04:00:00,351.16,622.94,99.38,1051.82,3118.94,5244.24
2021-07-19 04:00:00,2021-07-19 05:00:00,221.42,463.28,174.69,986.8,2631.82,4478.01
2021-07-19 05:00:00,2021-07-19 06:00:00,119.85,424.67,228.11,957.63,2348.24,4078.5
2021-07-19 06:00:00,2021-07-19 07:00:00,151.17,200.67,286.63,873.06,2335.52,3847.05
2021-07-19 07:00:00,2021-07-19 08:00:00,198.37,165.52,303.65,739.72,2305.48,3712.74
2021-07-19 08:00:00,2021-07-19 09:00:00,164.26,131.3,159.95,442.47,1861.41,2759.39
2021-07-19 09:00:00,2021-07-19 10:00:00,324.05,110.21,100.55,501.3,1344.27,2380.38
2021-07-19 10:00:00,2021-07-19 11:00:00,252.44,71.36,89.71,436.66,821.44,1671.61
2021-07-19 11:00:00,2021-07-19 12:00:00,145.0,137.77,104.56,290.37,512.91,1190.61
2021-07-19 12:00:00,2021-07-19 13:00:00,30.53,126.35,125.31,170.61,902.24,1355.04
2021-07-19 13:00:00,2021-07-19 14:00:00,86.51,101.16,143.76,153.4,1001.2,1486.03
2021-07-19 14:00:00,2021-07-19 15:00:00,364.6,180.04,156.9,144.8,1790.5,2636.84
2021-07-19 15:00:00,2021-07-19 16:00:00,950.35,321.54,197.77,217.5,2127.48,3814.64
2021-07-19 16:00:00,2021-07-19 17:00:00,1556.23,226.9,248.52,269.39,2675.26,4976.3
2021-07-19 17:00:00,2021-07-19 18:00:00,1830.09,184.57,323.96,494.21,2800.02,5632.85
2021-07-19 18:00:00,2021-07-19 19:00:00,1844.13,137.61,334.76,511.89,2921.88,5750.27
2021-07-19 19:00:00,2021-07-19 20:00:00,1414.45,61.2,319.38,684.9,2768.21,5248.14
2021-07-19 20:00:00,2021-07-19 21:00:00,1122.6,104.64,314.3,1079.56,2545.34,5166.44
2021-07-19 21:00:00,2021-07-19 22:00:00,1021.16,71.14,396.25,1354.92,2753.14,5596.61
2021-07-19 22:00:00,2021-07-19 23:00:00,906.92,81.47,418.74,1535.15,3099.86,6042.14
2021-07-19 23:00:00,2021-07-20 00:00:00,866.65,133.7,338.03,1431.7,2792.96,5563.04
2021-07-20 00:00:00,2021-07-20 01:00:00,932.14,130.22,368.55,1250.26,2093.66,4774.83
2021-07-20 01:00:00,2021-07-20 02:00:00,975.74,179.06,379.28,1290.13,1552.86,4377.07
2021-07-20 02:00:00,2021-07-20 03:00:00,1201.17,186.8,343.55,1174.49,1278.15,4184.16
2021-07-20 03:00:00,2021-07-20 04:00:00,1108.97,208.58,222.16,1067.16,1079.41,3686.28
2021-07-20 04:00:00,2021-07-20 05:00:00,935.89,204.59,153.46,1087.92,888.7,3270.56
2021-07-20 05:00:00,2021-07-20 06:00:00,814.36,230.31,99.88,969.65,855.96,2970.16
2021-07-20 06:00:00,2021-07-20 07:00:00,697.31,324.76,92.76,629.36,858.51,2602.7
2021-07-20 07:00:00,2021-07-20 08:00:00,461.74,324.59,96.0,143.1,928.91,1954.34
2021-07-20 08:00:00,2021-07-20 09:00:00,472.73,206.95,77.62,166.82,556.76,1480.88
2021-07-20 09:00:00,2021-07-20 10:00:00,877.18,126.43,65.24,365.83,417.93,1852.61
2021-07-20 10:00:00,2021-07-20 11:00:00,337.96,128.23,51.16,255.28,918.28,1690.91
2021-07-20 11:00:00,2021-07-20 12:00:00,51.49,200.26,47.67,433.07,2034.0,2766.49
2021-07-20 12:00:00,2021-07-20 13:00:00,33.34,247.57,41.78,578.68,2472.15,3373.52
2021-07-20 13:00:00,2021-07-20 14:00:00,179.21,257.91,87.77,430.3,3077.46,4032.65
2021-07-20 14:00:00,2021-07-20 15:00:00,362.25,259.44,214.19,385.55,3419.37,4640.8
2021-07-20 15:00:00,2021-07-20 16:00:00,950.29,385.3,335.62,416.63,3404.48,5492.32
2021-07-20 16:00:00,2021-07-20 17:00:00,1498.21,290.89,474.17,451.51,3603.1,6317.88
2021-07-20 17:00:00,2021-07-20 18:00:00,1455.3,269.87,587.45,437.39,3665.22,6415.23
2021-07-20 18:00:00,2021-07-20 19:00:00,979.04,319.02,676.95,630.85,3459.02,6064.88
2021-07-20 19:00:00,2021-07-20 20:00:00,422.67,337.82,792.06,786.06,3073.97,5412.58
2021-07-20 20:00:00,2021-07-20 21:00:00,277.07,205.0,938.33,860.06,2711.89,4992.35
2021-07-20 21:00:00,2021-07-20 22:00:00,241.01,264.6,1014.29,906.31,3246.24,5672.45
2021-07-20 22:00:00,2021-07-20 23:00:00,329.39,303.11,1051.6,637.35,3579.46,5900.91
2021-07-20 23:00:00,2021-07-21 00:00:00,326.99,277.96,1100.79,548.2,3533.14,5787.08
2021-07-21 00:00:00,2021-07-21 01:00:00,272.51,252.36,1237.11,476.59,3356.07,5594.64
2021-07-21 01:00:00,2021-07-21 02:00:00,199.33,207.09,1203.42,392.65,3031.94,5034.43
2021-07-21 02:00:00,2021-07-21 03:00:00,168.13,189.73,1246.46,269.77,2418.55,4292.64
2021-07-21 03:00:00,2021-07-21 04:00:00,85.28,133.76,1367.87,175.92,1833.94,3596.77
2021-07-21 04:00:00,2021-07-21 05:00:00,5.32,115.37,1420.45,99.16,1496.38,3136.68
2021-07-21 05:00:00,2021-07-21 06:00:00,1.86,109.99,1291.96,36.21,1142.0,2582.02
2021-07-21 06:00:00,2021-07-21 07:00:00,0.15,125.01,1164.15,24.94,766.31,2080.56
2021-07-21 07:00:00,2021-07-21 08:00:00,1.87,78.5,1002.43,37.32,537.94,1658.06
2021-07-21 08:00:00,2021-07-21 09:00:00,0.65,40.63,704.39,42.7,283.09,1071.46
2021-07-21 09:00:00,2021-07-21 10:00:00,4.03,14.02,618.42,25.74,156.12,818.33
2021-07-21 10:00:00,2021-07-21 11:00:00,34.16,20.1,726.93,43.15,176.09,1000.43
2021-07-21 11:00:00,2021-07-21 12:00:00,99.84,29.41,556.08,51.03,105.87,842.23
2021-07-21 12:00:00,2021-07-21 13:00:00,370.77,42.33,433.4,110.64,109.45,1066.59
2021-07-21 13:00:00,2021-07-21 14:00:00,1274.18,67.9,401.84,119.58,235.3,2098.8
2021-07-21 14:00:00,2021-07-21 15:00:00,1192.24,103.2,469.61,902.21,393.74,3061.0
2021-07-21 15:00:00,2021-07-21 16:00:00,982.24,171.51,574.16,476.28,308.44,2512.63
2021-07-21 16:00:00,2021-07-21 17:00:00,802.75,211.59,620.73,916.09,276.94,2828.1
2021-07-21 17:00:00,2021-07-21 18:00:00,998.06,184.69,673.24,1687.99,360.12,3904.1
2021-07-21 18:00:00,2021-07-21 19:00:00,875.05,193.97,700.51,1615.39,592.37,3977.29
2021-07-21 19:00:00,2021-07-21 20:00:00,667.34,188.22,755.57,1192.32,1023.61,3827.06
2021-07-21 20:00:00,2021-07-21 21:00:00,657.69,224.01,877.06,711.36,1922.15,4392.27
2021-07-21 21:00:00,2021-07-21 22:00:00,627.55,381.21,1443.25,548.61,3892.24,6892.86
2021-07-21 22:00:00,2021-07-21 23:00:00,445.17,553.16,2013.36,558.34,5371.87,8941.9
2021-07-21 23:00:00,2021-07-22 00:00:00,185.27,436.86,2304.84,485.28,6748.88,10161.13
2021-07-22 00:00:00,2021-07-22 01:00:00,78.45,321.56,2541.4,392.3,7330.66,10664.37
2021-07-22 01:00:00,2021-07-22 02:00:00,53.42,292.04,2616.21,388.2,6889.1,10238.97
2021-07-22 02:00:00,2021-07-22 03:00:00,51.47,257.01,2751.82,490.16,6513.69,10064.15
2021-07-22 03:00:00,2021-07-22 04:00:00,25.55,216.57,2810.61,573.27,6134.59,9760.59
2021-07-22 04:00:00,2021-07-22 05:00:00,18.95,167.63,2730.34,610.86,5286.4,8814.18
2021-07-22 05:00:00,2021-07-22 06:00:00,91.04,173.82,2629.49,600.36,4370.23,7864.94
2021-07-22 06:00:00,2021-07-22 07:00:00,242.44,106.24,2317.08,573.26,3758.11,6997.13
2021-07-22 07:00:00,2021-07-22 08:00:00,250.41,57.55,2016.86,515.17,3451.44,6291.43
2021-07-22 08:00:00,2021-07-22 09:00:00,490.86,15.86,1515.04,448.78,2289.76,4760.3
2021-07-22 09:00:00,2021-07-22 10:00:00,291.28,12.57,1524.23,385.49,2230.73,4444.3
2021-07-22 10:00:00,2021-07-22 11:00:00,300.2,37.94,2162.2,561.35,2533.12,5594.81
2021-07-22 11:00:00,2021-07-22 12:00:00,789.53,59.68,2408.92,930.81,2658.65,6847.59
2021-07-22 12:00:00,2021-07-22 13:00:00,1357.13,79.31,2057.94,1031.24,2640.33,7165.95
2021-07-22 13:00:00,2021-07-22 14:00:00,1196.58,110.26,1898.12,1275.52,2743.09,7223.57
2021-07-22 14:00:00,2021-07-22 15:00:00,1430.1,123.09,1937.06,1498.64,2811.32,7800.21
2021-07-22 15:00:00,2021-07-22 16:00:00,1276.07,131.82,1917.2,1801.42,2809.93,7936.44
2021-07-22 16:00:00,2021-07-22 17:00:00,901.48,148.21,1785.66,1882.33,2847.64,7565.32
2021-07-22 17:00:00,2021-07-22 18:00:00,1128.75,210.3,1665.88,1943.79,2564.99,7513.71
2021-07-22 18:00:00,2021-07-22 19:00:00,1295.21,374.53,1578.17,2024.27,2708.96,7981.14
2021-07-22 19:00:00,2021-07-22 20:00:00,1326.14,524.76,1484.07,2100.56,3834.58,9270.11
2021-07-22 20:00:00,2021-07-22 21:00:00,1197.28,788.76,1570.16,1907.46,5647.74,11111.4
2021-07-22 21:00:00,2021-07-22 22:00:00,1074.1,915.54,2268.24,1965.47,7983.81,14207.16
2021-07-22 22:00:00,2021-07-22 23:00:00,1145.03,834.35,2684.63,2018.02,9692.67,16374.7
2021-07-22 23:00:00,2021-07-23 00:00:00,1355.21,880.92,2930.74,2156.25,10051.75,17374.87
2021-07-23 00:00:00,2021-07-23 01:00:00,1623.62,840.59,3160.05,2217.02,10250.14,18091.42
2021-07-23 01:00:00,2021-07-23 02:00:00,1843.09,799.01,3109.48,2170.0,9730.13,17651.71
2021-07-23 02:00:00,2021-07-23 03:00:00,1784.2,813.7,3258.96,2191.36,9319.67,17367.89
2021-07-23 03:00:00,2021-07-23 04:00:00,1710.13,957.5,3281.62,2128.8,9196.93,17274.98
2021-07-23 04:00:00,2021-07-23 05:00:00,1573.68,925.84,3024.37,2177.71,9309.91,17011.51
2021-07-23 05:00:00,2021-07-23 06:00:00,1438.83,887.86,2824.15,2165.31,8995.33,16311.48
2021-07-23 06:00:00,2021-07-23 07:00:00,1443.77,775.67,2504.95,2162.57,8684.1,15571.06
2021-07-23 07:00:00,2021-07-23 08:00:00,1503.46,741.81,2123.05,2116.68,8158.76,14643.76
2021-07-23 08:00:00,2021-07-23 09:00:00,1338.55,686.37,1595.1,1956.46,7510.63,13087.11
2021-07-23 09:00:00,2021-07-23 10:00:00,2011.86,596.69,1768.26,2087.67,8436.37,14900.85
2021-07-23 10:00:00,2021-07-23 11:00:00,2507.11,673.11,1541.01,2202.92,8171.3,15095.45
2021-07-23 11:00:00,2021-07-23 12:00:00,2564.76,717.28,1223.1,2195.85,7240.83,13941.82
2021-07-23 12:00:00,2021-07-23 13:00:00,2636.85,717.23,1101.82,2124.33,6465.39,13045.62
2021-07-23 13:00:00,2021-07-23 14:00:00,2631.16,709.68,1269.5,2097.62,5643.31,12351.27
2021-07-23 14:00:00,2021-07-23 15:00:00,2578.24,708.66,1468.27,2131.52,5259.49,12146.18
2021-07-23 15:00:00,2021-07-23 16:00:00,2534.17,771.22,1641.71,2186.17,5302.86,12436.13
2021-07-23 16:00:00,2021-07-23 17:00:00,2567.21,753.14,1831.53,2211.44,5544.48,12907.8
2021-07-23 17:00:00,2021-07-23 18:00:00,2686.24,744.05,2251.63,2203.46,5654.39,13539.77
2021-07-23 18:00:00,2021-07-23 19:00:00,2743.4,783.48,2432.77,2211.82,6518.75,14690.22
2021-07-23 19:00:00,2021-07-23 20:00:00,2669.82,737.85,2331.68,2213.05,7112.29,15064.69
2021-07-23 20:00:00,2021-07-23 21:00:00,2543.1,774.03,1971.39,2249.77,7604.47,15142.76
2021-07-23 21:00:00,2021-07-23 22:00:00,2667.1,1015.93,2035.49,2276.95,9775.88,17771.35
2021-07-23 22:00:00,2021-07-23 23:00:00,2691.53,1182.08,2230.05,2230.63,10654.85,18989.14
2021-07-23 23:00:00,2021-07-24 00:00:00,2662.58,1267.6,2539.16,2175.28,10868.9,19513.52
2021-07-24 00:00:00,2021-07-24 01:00:00,2494.09,1232.09,2358.04,2077.87,11236.14,19398.23
2021-07-24 01:00:00,2021-07-24 02:00:00,2288.63,1221.44,2065.36,2119.64,11317.03,19012.1
2021-07-24 02:00:00,2021-07-24 03:00:00,2072.11,1187.28,2165.17,2206.85,10757.76,18389.17
2021-07-24 03:00:00,2021-07-24 04:00:00,1951.6,1114.67,2260.33,2083.62,10172.5,17582.72
2021-07-24 04:00:00,2021-07-24 05:00:00,1732.35,1054.24,2250.64,2133.15,9600.13,16770.51
2021-07-24 05:00:00,2021-07-24 06:00:00,1422.27,967.47,2165.08,2189.82,8516.43,15261.07
2021-07-24 06:00:00,2021-07-24 07:00:00,1238.44,896.63,1737.72,2219.61,8179.03,14271.43
2021-07-24 07:00:00,2021-07-24 08:00:00,1235.79,832.65,1485.51,2250.74,7929.95,13734.64
2021-07-24 08:00:00,2021-07-24 09:00:00,1180.08,780.97,868.44,2145.26,6773.44,11748.19
2021-07-24 09:00:00,2021-07-24 10:00:00,1984.25,855.83,560.68,2110.07,7144.97,12655.8
2021-07-24 10:00:00,2021-07-24 11:00:00,2231.87,650.02,549.4,2049.61,6721.99,12202.89
2021-07-24 11:00:00,2021-07-24 12:00:00,2188.44,447.76,401.35,2017.3,5411.6,10466.45
2021-07-24 12:00:00,2021-07-24 13:00:00,2004.65,417.79,263.68,2091.15,3626.15,8403.42
2021-07-24 13:00:00,2021-07-24 14:00:00,1700.76,411.28,301.23,2124.95,2568.22,7106.44
2021-07-24 14:00:00,2021-07-24 15:00:00,1439.04,439.04,418.76,2055.36,2034.19,6386.39
2021-07-24 15:00:00,2021-07-24 16:00:00,1313.71,427.7,468.05,1938.77,1898.05,6046.28
2021-07-24 16:00:00,2021-07-24 17:00:00,1489.03,434.37,508.2,1746.98,1716.81,5895.39
2021-07-24 17:00:00,2021-07-24 18:00:00,1842.76,424.74,542.14,1748.69,1831.17,6389.5
2021-07-24 18:00:00,2021-07-24 19:00:00,2300.75,461.69,633.1,1827.69,1920.88,7144.11
2021-07-24 19:00:00,2021-07-24 20:00:00,2463.08,525.14,794.88,1969.92,2553.08,8306.1
2021-07-24 20:00:00,2021-07-24 21:00:00,2353.74,787.28,1011.32,2135.55,4179.9,10467.79
2021-07-24 21:00:00,2021-07-24 22:00:00,2122.73,1080.3,1278.9,2288.24,6457.28,13227.45
2021-07-24 22:00:00,2021-07-24 23:00:00,1851.67,1125.91,1336.4,2293.95,8760.53,15368.46
2021-07-24 23:00:00,2021-07-25 00:00:00,1693.58,1103.26,1595.91,2229.71,9983.94,16606.4
2021-07-25 00:00:00,2021-07-25 01:00:00,1648.05,1191.45,1667.05,2209.71,10154.32,16870.58
2021-07-25 01:00:00,2021-07-25 02:00:00,1311.03,1198.93,1777.51,2165.8,10265.39,16718.66
2021-07-25 02:00:00,2021-07-25 03:00:00,1249.22,1101.37,1708.29,2151.76,10497.0,16707.64
2021-07-25 03:00:00,2021-07-25 04:00:00,1232.66,1068.12,1528.09,2046.63,10199.14,16074.64
2021-07-25 04:00:00,2021-07-25 05:00:00,986.12,1011.83,1443.52,1977.42,9670.62,15089.51
2021-07-25 05:00:00,2021-07-25 06:00:00,631.9,909.01,1248.22,1850.08,8651.9,13291.11
2021-07-25 06:00:00,2021-07-25 07:00:00,349.27,850.35,914.37,1623.17,8086.64,11823.8
2021-07-25 07:00:00,2021-07-25 08:00:00,167.88,799.31,920.04,1350.71,7227.39,10465.33
2021-07-25 08:00:00,2021-07-25 09:00:00,82.23,631.63,671.32,825.46,5224.78,7435.42
2021-07-25 09:00:00,2021-07-25 10:00:00,317.16,504.55,471.26,576.32,3893.15,5762.44
2021-07-25 10:00:00,2021-07-25 11:00:00,550.8,387.07,349.52,543.01,3099.92,4930.32
2021-07-25 11:00:00,2021-07-25 12:00:00,542.63,221.73,340.08,572.59,1652.77,3329.8
2021-07-25 12:00:00,2021-07-25 13:00:00,709.8,90.47,235.03,677.48,771.08,2483.86
2021-07-25 13:00:00,2021-07-25 14:00:00,983.06,19.28,201.37,818.73,400.12,2422.56
2021-07-25 14:00:00,2021-07-25 15:00:00,1099.03,19.88,273.27,957.88,564.31,2914.37
2021-07-25 15:00:00,2021-07-25 16:00:00,1135.99,86.4,495.89,1091.59,1378.42,4188.29
2021-07-25 16:00:00,2021-07-25 17:00:00,1199.57,172.23,1100.98,1176.89,2023.48,5673.15
2021-07-25 17:00:00,2021-07-25 18:00:00,1530.63,228.96,1165.69,1291.63,2360.01,6576.92
2021-07-25 18:00:00,2021-07-25 19:00:00,1819.37,253.34,1211.98,1533.26,2215.19,7033.14
2021-07-25 19:00:00,2021-07-25 20:00:00,1588.27,255.25,1666.12,1673.8,1753.2,6936.64
2021-07-25 20:00:00,2021-07-25 21:00:00,1533.41,390.66,1554.24,1749.74,2271.91,7499.96
2021-07-25 21:00:00,2021-07-25 22:00:00,1339.55,774.93,1157.27,1905.37,3559.43,8736.55
2021-07-25 22:00:00,2021-07-25 23:00:00,1112.27,1036.95,479.24,2056.4,5052.93,9737.79
2021-07-25 23:00:00,2021-07-26 00:00:00,856.63,1016.27,207.02,2029.86,6605.72,10715.5
2021-07-26 00:00:00,2021-07-26 01:00:00,664.72,945.5,565.78,1885.5,6879.11,10940.61
2021-07-26 01:00:00,2021-07-26 02:00:00,548.13,820.59,867.34,1527.45,6496.92,10260.43
2021-07-26 02:00:00,2021-07-26 03:00:00,498.91,723.68,785.4,1328.55,6687.58,10024.12
2021-07-26 03:00:00,2021-07-26 04:00:00,393.17,707.03,492.35,1277.72,6934.27,9804.54
2021-07-26 04:00:00,2021-07-26 05:00:00,315.52,665.5,407.93,1236.03,6848.62,9473.6
2021-07-26 05:00:00,2021-07-26 06:00:00,241.39,590.56,474.26,1148.56,6361.68,8816.45
2021-07-26 06:00:00,2021-07-26 07:00:00,220.21,578.76,485.82,1188.98,6415.01,8888.78
2021-07-26 07:00:00,2021-07-26 08:00:00,156.85,408.11,565.49,1024.74,5376.6,7531.79
2021-07-26 08:00:00,2021-07-26 09:00:00,64.78,274.44,810.76,715.72,3673.21,5538.91
2021-07-26 09:00:00,2021-07-26 10:00:00,122.59,155.83,701.05,572.18,2073.88,3625.53
2021-07-26 10:00:00,2021-07-26 11:00:00,185.0,77.89,838.72,396.59,1154.9,2653.1
2021-07-26 11:00:00,2021-07-26 12:00:00,110.39,22.66,828.16,236.13,561.94,1759.28
2021-07-26 12:00:00,2021-07-26 13:00:00,163.12,8.0,706.39,193.92,314.17,1385.6
2021-07-26 13:00:00,2021-07-26 14:00:00,371.65,13.59,672.41,312.62,379.42,1749.69
2021-07-26 14:00:00,2021-07-26 15:00:00,423.52,11.56,821.94,487.75,599.79,2344.56
2021-07-26 15:00:00,2021-07-26 16:00:00,506.16,13.38,890.24,620.62,969.51,2999.91
2021-07-26 16:00:00,2021-07-26 17:00:00,805.51,24.95,994.89,854.59,1225.97,3905.91
2021-07-26 17:00:00,2021-07-26 18:00:00,1157.33,50.62,1453.17,1037.49,1511.08,5209.69
2021-07-26 18:00:00,2021-07-26 19:00:00,1149.07,79.53,2003.83,1085.61,1494.34,5812.38
2021-07-26 19:00:00,2021-07-26 20:00:00,1155.28,131.48,1930.93,1155.99,1208.15,5581.83
2021-07-26 20:00:00,2021-07-26 21:00:00,914.72,175.42,1331.86,1098.76,1514.28,5035.04
2021-07-26 21:00:00,2021-07-26 22:00:00,753.66,369.42,714.66,1537.82,2873.62,6249.18
2021-07-26 22:00:00,2021-07-26 23:00:00,629.36,592.06,579.72,1555.58,4597.49,7954.21
2021-07-26 23:00:00,2021-07-27 00:00:00,350.01,678.06,377.16,1370.79,5565.01,8341.03
2021-07-27 00:00:00,2021-07-27 01:00:00,290.68,799.68,228.55,1339.84,6041.6,8700.35
2021-07-27 01:00:00,2021-07-27 02:00:00,338.83,795.74,122.02,1198.26,5474.45,7929.3
2021-07-27 02:00:00,2021-07-27 03:00:00,336.57,723.84,151.9,1038.86,4818.28,7069.45
2021-07-27 03:00:00,2021-07-27 04:00:00,217.4,662.4,130.79,978.73,4152.38,6141.7
