timestamp_begin_et,timestamp_end_et,MIDATL,RFC,RTO,SOUTH,WEST,OTHER,System Total
2022-03-17 07:00:00,2022-03-17 08:00:00,243.014,2902.115,2931.587,29.472,2659.101,9.883,8775.172
2022-03-17 08:00:00,2022-03-17 09:00:00,207.29,2413.004,2426.957,13.953,2205.714,10.227,7277.145
2022-03-17 09:00:00,2022-03-17 10:00:00,188.668,1861.827,1871.808,9.981,1673.159,9.846,5615.289
2022-03-17 10:00:00,2022-03-17 11:00:00,81.874,1073.44,1104.148,30.708,991.566,9.723,3291.459
2022-03-17 11:00:00,2022-03-17 12:00:00,18.736,717.397,787.93,70.533,698.661,9.533,2302.79
2022-03-17 12:00:00,2022-03-17 13:00:00,14.386,861.753,993.745,131.992,847.367,9.318,2858.561
2022-03-17 13:00:00,2022-03-17 14:00:00,10.293,800.932,971.73,170.798,790.639,9.254,2753.646
2022-03-17 14:00:00,2022-03-17 15:00:00,-0.827,888.032,1083.186,195.154,888.859,9.342,3063.746
2022-03-17 15:00:00,2022-03-17 16:00:00,-0.02,1220.66,1396.995,176.335,1220.68,9.143,4023.793
2022-03-17 16:00:00,2022-03-17 17:00:00,-0.753,1392.229,1584.464,192.235,1392.982,7.869,4569.026
2022-03-17 17:00:00,2022-03-17 18:00:00,0.522,1519.353,1724.878,205.525,1518.831,9.076,4978.185
2022-03-17 18:00:00,2022-03-17 19:00:00,4.337,1505.831,1643.632,137.801,1501.494,9.491,4802.586
2022-03-17 19:00:00,2022-03-17 20:00:00,28.749,1554.629,1721.794,167.165,1525.88,10.092,5008.309
2022-03-17 20:00:00,2022-03-17 21:00:00,76.222,2089.859,2219.886,130.027,2013.637,10.42,6540.051
2022-03-17 21:00:00,2022-03-17 22:00:00,143.638,2806.133,2880.258,74.125,2662.495,10.309,8576.958
2022-03-17 22:00:00,2022-03-17 23:00:00,169.648,3305.429,3394.176,88.747,3135.781,9.772,10103.553
2022-03-17 23:00:00,2022-03-18 00:00:00,203.803,3351.604,3414.472,62.868,3147.801,9.194,10189.742
2022-03-18 00:00:00,2022-03-18 01:00:00,237.421,3749.488,3801.695,52.207,3512.067,8.639,11361.517
2022-03-18 01:00:00,2022-03-18 02:00:00,237.048,3855.181,3904.281,49.1,3618.133,9.159,11672.902
2022-03-18 02:00:00,2022-03-18 03:00:00,251.293,3565.131,3597.413,32.282,3313.838,8.755,10768.712
2022-03-18 03:00:00,2022-03-18 04:00:00,219.699,3109.749,3152.965,43.216,2890.05,8.664,9424.343
2022-03-18 04:00:00,2022-03-18 05:00:00,235.635,3141.572,3170.694,29.122,2905.937,9.198,9492.158
2022-03-18 05:00:00,2022-03-18 06:00:00,172.753,2728.085,2743.258,15.173,2555.332,9.813,8224.414
2022-03-18 06:00:00,2022-03-18 07:00:00,127.984,2704.606,2706.947,2.341,2576.622,10.934,8129.434
2022-03-18 07:00:00,2022-03-18 08:00:00,126.581,3256.463,3255.265,-1.198,3129.882,11.178,9778.171
2022-03-18 08:00:00,2022-03-18 09:00:00,116.062,3316.435,3314.346,-2.089,3200.373,10.437,9955.564
2022-03-18 09:00:00,2022-03-18 10:00:00,50.396,3325.111,3323.243,-1.868,3274.715,10.146,9981.743
2022-03-18 10:00:00,2022-03-18 11:00:00,11.68,3674.549,3678.261,3.712,3662.869,11.156,11042.227
2022-03-18 11:00:00,2022-03-18 12:00:00,15.62,3779.123,3795.958,16.835,3763.503,11.708,11382.747
2022-03-18 12:00:00,2022-03-18 13:00:00,34.724,3495.993,3524.381,28.388,3461.269,12.16,10556.915
2022-03-18 13:00:00,2022-03-18 14:00:00,87.034,3027.85,3059.751,31.901,2940.816,10.914,9158.266
2022-03-18 14:00:00,2022-03-18 15:00:00,124.262,3212.304,3261.831,49.527,3088.042,10.32,9746.286
2022-03-18 15:00:00,2022-03-18 16:00:00,156.227,3726.902,3822.109,95.207,3570.675,10.03,11381.15
2022-03-18 16:00:00,2022-03-18 17:00:00,190.361,4055.596,4169.636,114.04,3865.235,10.048,12404.916
2022-03-18 17:00:00,2022-03-18 18:00:00,275.273,4015.689,4131.749,116.06,3740.416,9.558,12288.745
2022-03-18 18:00:00,2022-03-18 19:00:00,356.533,3934.866,4105.51,170.644,3578.333,9.451,12155.337
2022-03-18 19:00:00,2022-03-18 20:00:00,573.207,4039.672,4280.951,241.279,3466.465,9.677,12611.251
2022-03-18 20:00:00,2022-03-18 21:00:00,652.417,4023.389,4305.511,282.122,3370.972,9.999,12644.410
2022-03-18 21:00:00,2022-03-18 22:00:00,707.896,4159.828,4430.656,270.828,3451.932,9.501,13030.641
2022-03-18 22:00:00,2022-03-18 23:00:00,691.787,3697.792,3992.764,294.972,3006.005,8.686,11692.006
2022-03-18 23:00:00,2022-03-19 00:00:00,647.876,3456.098,3646.667,190.569,2808.222,8.454,10757.886
2022-03-19 00:00:00,2022-03-19 01:00:00,637.053,3292.181,3441.092,148.911,2655.128,7.689,10182.054
2022-03-19 01:00:00,2022-03-19 02:00:00,625.645,3214.143,3369.823,155.68,2588.498,7.711,9961.5
2022-03-19 02:00:00,2022-03-19 03:00:00,611.293,3508.926,3670.203,161.277,2897.633,7.131,10856.463
2022-03-19 03:00:00,2022-03-19 04:00:00,544.294,4259.826,4423.43,163.604,3715.532,7.055,13113.741
2022-03-19 04:00:00,2022-03-19 05:00:00,516.462,5471.494,5668.707,197.213,4955.032,7.28,16816.188
2022-03-19 05:00:00,2022-03-19 06:00:00,469.509,5976.713,6172.748,196.035,5507.204,7.587,18329.796
2022-03-19 06:00:00,2022-03-19 07:00:00,466.745,5982.717,6192.003,209.286,5515.972,7.311,18374.034
2022-03-19 07:00:00,2022-03-19 08:00:00,412.572,5486.006,5643.541,157.535,5073.434,8.304,16781.392
2022-03-19 08:00:00,2022-03-19 09:00:00,362.319,5426.384,5560.479,134.095,5064.065,8.694,16556.036
2022-03-19 09:00:00,2022-03-19 10:00:00,293.678,5636.527,5792.697,156.17,5342.849,8.879,17230.8
2022-03-19 10:00:00,2022-03-19 11:00:00,290.564,5769.056,5919.279,150.223,5478.492,9.009,17616.623
2022-03-19 11:00:00,2022-03-19 12:00:00,238.593,6007.3,6194.872,187.572,5768.707,9.337,18406.381
2022-03-19 12:00:00,2022-03-19 13:00:00,213.479,6619.021,6830.119,211.098,6405.542,9.667,20288.926
2022-03-19 13:00:00,2022-03-19 14:00:00,327.176,6972.031,7218.847,246.816,6644.855,9.238,21418.963
2022-03-19 14:00:00,2022-03-19 15:00:00,337.289,7123.523,7375.95,252.427,6786.234,9.271,21884.694
2022-03-19 15:00:00,2022-03-19 16:00:00,578.36,7542.059,7781.052,238.993,6963.699,9.59,23113.753
2022-03-19 16:00:00,2022-03-19 17:00:00,703.617,7597.69,7814.851,217.161,6894.073,9.761,23237.153
2022-03-19 17:00:00,2022-03-19 18:00:00,758.291,7319.819,7551.884,232.065,6561.528,9.957,22433.544
2022-03-19 18:00:00,2022-03-19 19:00:00,734.455,6417.543,6697.115,279.572,5683.088,10.158,19821.931
2022-03-19 19:00:00,2022-03-19 20:00:00,796.092,5498.897,5800.96,302.063,4702.805,10.18,17110.997
2022-03-19 20:00:00,2022-03-19 21:00:00,780.961,4813.132,5035.194,222.062,4032.171,10.409,14893.929
2022-03-19 21:00:00,2022-03-19 22:00:00,712.591,4656.189,4938.436,282.247,3943.598,9.783,14542.844
2022-03-19 22:00:00,2022-03-19 23:00:00,659.96,4697.71,4999.748,302.038,4037.75,8.783,14705.989
2022-03-19 23:00:00,2022-03-20 00:00:00,729.546,4667.505,4972.466,304.961,3937.959,8.007,14620.444
2022-03-20 00:00:00,2022-03-20 01:00:00,741.101,4467.262,4768.389,301.127,3726.161,7.729,14011.769
2022-03-20 01:00:00,2022-03-20 02:00:00,697.475,4126.75,4425.282,298.532,3429.275,7.631,12984.945
2022-03-20 02:00:00,2022-03-20 03:00:00,635.372,3606.805,3896.149,289.344,2971.433,7.657,11406.760
2022-03-20 03:00:00,2022-03-20 04:00:00,679.124,3579.51,3854.922,275.412,2900.386,6.852,11296.206
2022-03-20 04:00:00,2022-03-20 05:00:00,724.863,3465.209,3671.435,206.226,2740.346,7.071,10815.150
2022-03-20 05:00:00,2022-03-20 06:00:00,727.559,3132.06,3364.534,232.474,2404.501,6.994,9868.122
2022-03-20 06:00:00,2022-03-20 07:00:00,739.321,2721.762,2909.586,187.824,1982.441,7.605,8548.539
2022-03-20 07:00:00,2022-03-20 08:00:00,736.275,2439.213,2628.399,189.186,1702.938,7.305,7703.316
2022-03-20 08:00:00,2022-03-20 09:00:00,734.31,2260.532,2434.609,174.077,1526.222,8.69,7138.44
2022-03-20 09:00:00,2022-03-20 10:00:00,752.17,2234.435,2435.711,201.276,1482.265,9.532,7115.389
2022-03-20 10:00:00,2022-03-20 11:00:00,744.828,2120.682,2335.964,215.282,1375.854,9.012,6801.622
2022-03-20 11:00:00,2022-03-20 12:00:00,734.442,2169.952,2358.31,188.358,1435.51,9.018,6895.59
2022-03-20 12:00:00,2022-03-20 13:00:00,762.957,2706.262,2911.326,205.064,1943.305,8.621,8537.535
2022-03-20 13:00:00,2022-03-20 14:00:00,764.244,3312.56,3546.565,234.005,2548.316,9.326,10415.016
2022-03-20 14:00:00,2022-03-20 15:00:00,798.312,3648.614,3899.402,250.788,2850.302,8.74,11456.158
2022-03-20 15:00:00,2022-03-20 16:00:00,880.721,3694.952,3972.247,277.295,2814.231,9.253,11648.699
2022-03-20 16:00:00,2022-03-20 17:00:00,897.765,3755.276,4026.625,271.349,2857.511,9.483,11818.009
2022-03-20 17:00:00,2022-03-20 18:00:00,936.945,3757.095,4033.286,276.191,2820.15,9.892,11833.559
2022-03-20 18:00:00,2022-03-20 19:00:00,1003.574,3326.996,3580.234,253.238,2323.422,9.7,10497.164
2022-03-20 19:00:00,2022-03-20 20:00:00,984.272,2629.9,2916.803,286.903,1645.628,10.019,8473.525
2022-03-20 20:00:00,2022-03-20 21:00:00,962.294,2311.143,2612.688,301.545,1348.849,9.842,7546.361
2022-03-20 21:00:00,2022-03-20 22:00:00,967.22,2367.208,2669.201,301.993,1399.988,9.882,7715.492
2022-03-20 22:00:00,2022-03-20 23:00:00,986.732,2856.007,3148.194,292.187,1869.275,9.489,9161.884
2022-03-20 23:00:00,2022-03-21 00:00:00,984.749,3649.618,3906.766,257.148,2664.869,8.792,11471.942
2022-03-21 00:00:00,2022-03-21 01:00:00,911.922,4769.163,4967.191,198.028,3857.241,8.821,14712.366
2022-03-21 01:00:00,2022-03-21 02:00:00,864.369,5456.696,5640.921,184.225,4592.327,8.64,16747.178
2022-03-21 02:00:00,2022-03-21 03:00:00,832.598,5914.96,6122.679,207.719,5082.362,8.951,18169.269
2022-03-21 03:00:00,2022-03-21 04:00:00,842.886,6111.038,6390.255,279.217,5268.152,9.087,18900.635
2022-03-21 04:00:00,2022-03-21 05:00:00,814.993,6288.753,6543.946,255.193,5473.76,9.702,19386.347
2022-03-21 05:00:00,2022-03-21 06:00:00,775.053,5856.874,6060.765,203.891,5081.821,10.367,17988.771
2022-03-21 06:00:00,2022-03-21 07:00:00,715.17,5411.902,5582.438,170.536,4696.732,11.99,16588.768
2022-03-21 07:00:00,2022-03-21 08:00:00,652.815,5608.231,5794.777,186.546,4955.416,11.772,17209.557
2022-03-21 08:00:00,2022-03-21 09:00:00,594.892,6058.819,6232.544,173.725,5463.927,11.829,18535.736
2022-03-21 09:00:00,2022-03-21 10:00:00,519.06,6000.884,6107.957,107.073,5481.824,9.962,18226.76
2022-03-21 10:00:00,2022-03-21 11:00:00,542.426,5377.331,5552.51,175.179,4834.905,9.872,16492.223
2022-03-21 11:00:00,2022-03-21 12:00:00,566.455,5156.438,5304.975,148.537,4589.983,8.915,15775.303
2022-03-21 12:00:00,2022-03-21 13:00:00,625.743,5623.592,5732.346,108.754,4997.849,9.589,17097.873
2022-03-21 13:00:00,2022-03-21 14:00:00,681.952,5995.054,6093.465,98.411,5313.102,9.014,18190.998
2022-03-21 14:00:00,2022-03-21 15:00:00,715.476,6118.971,6217.469,98.498,5403.495,9.228,18563.137
2022-03-21 15:00:00,2022-03-21 16:00:00,698.21,6159.507,6259.681,100.174,5461.297,9.235,18688.104
2022-03-21 16:00:00,2022-03-21 17:00:00,718.571,5693.501,5787.02,93.519,4974.93,9.254,17276.795
2022-03-21 17:00:00,2022-03-21 18:00:00,700.116,5072.217,5161.327,89.11,4372.101,9.894,15404.765
2022-03-21 18:00:00,2022-03-21 19:00:00,593.771,3928.354,4009.731,81.377,3334.583,9.603,11957.419
2022-03-21 19:00:00,2022-03-21 20:00:00,442.175,3105.3,3168.267,62.967,2663.125,9.918,9451.752
2022-03-21 20:00:00,2022-03-21 21:00:00,351.057,3524.933,3596.855,71.922,3173.876,10.703,10729.346
2022-03-21 21:00:00,2022-03-21 22:00:00,356.271,4088.326,4191.053,102.727,3732.055,10.094,12480.526
2022-03-21 22:00:00,2022-03-21 23:00:00,339.062,4269.773,4369.155,99.382,3930.711,9.452,13017.535
2022-03-21 23:00:00,2022-03-22 00:00:00,340.098,4350.43,4490.971,140.541,4010.332,8.874,13341.246
2022-03-22 00:00:00,2022-03-22 01:00:00,310.46,4604.639,4753.171,148.532,4294.179,8.124,14119.105
2022-03-22 01:00:00,2022-03-22 02:00:00,273.392,5033.938,5229.331,195.393,4760.546,7.97,15500.57
2022-03-22 02:00:00,2022-03-22 03:00:00,248.398,5114.095,5313.544,199.449,4865.697,8.356,15749.539
2022-03-22 03:00:00,2022-03-22 04:00:00,250.674,4691.377,4889.755,198.378,4440.703,8.369,14479.256
2022-03-22 04:00:00,2022-03-22 05:00:00,208.885,4597.545,4786.151,188.606,4388.66,9.003,14178.85
2022-03-22 05:00:00,2022-03-22 06:00:00,183.984,5295.879,5455.273,159.394,5111.895,10.064,16216.489
2022-03-22 06:00:00,2022-03-22 07:00:00,181.409,4822.081,4946.612,124.531,4640.672,10.902,14726.207
2022-03-22 07:00:00,2022-03-22 08:00:00,174.45,5294.225,5413.744,119.519,5119.775,11.148,16132.861
2022-03-22 08:00:00,2022-03-22 09:00:00,114.907,5336.425,5420.302,83.877,5221.518,10.788,16187.817
2022-03-22 09:00:00,2022-03-22 10:00:00,98.323,5312.397,5353.736,41.339,5214.074,9.668,16029.537
2022-03-22 10:00:00,2022-03-22 11:00:00,92.552,6163.585,6202.153,38.568,6071.033,9.294,18577.185
2022-03-22 11:00:00,2022-03-22 12:00:00,85.936,6150.827,6200.142,49.315,6064.891,8.992,18560.103
2022-03-22 12:00:00,2022-03-22 13:00:00,98.063,6050.459,6093.411,42.952,5952.396,8.359,18245.640
2022-03-22 13:00:00,2022-03-22 14:00:00,98.232,6063.9,6092.328,28.428,5965.668,8.84,18257.396
2022-03-22 14:00:00,2022-03-22 15:00:00,107.43,6041.992,6065.054,23.062,5934.562,5.928,18178.028
2022-03-22 15:00:00,2022-03-22 16:00:00,90.377,5608.821,5637.796,28.975,5518.444,3.641,16888.054
2022-03-22 16:00:00,2022-03-22 17:00:00,83.136,5526.816,5561.854,35.038,5443.68,3.645,16654.169
2022-03-22 17:00:00,2022-03-22 18:00:00,115.424,5985.569,6028.531,42.962,5870.145,3.552,18046.183
2022-03-22 18:00:00,2022-03-22 19:00:00,152.514,5910.426,5966.59,56.164,5757.912,3.652,17847.258
2022-03-22 19:00:00,2022-03-22 20:00:00,255.119,5805.095,5883.318,78.223,5549.976,3.866,17575.597
2022-03-22 20:00:00,2022-03-22 21:00:00,366.555,6135.254,6261.537,126.283,5768.699,3.832,18662.160
2022-03-22 21:00:00,2022-03-22 22:00:00,431.936,5796.004,5891.162,95.158,5364.068,3.619,17581.947
2022-03-22 22:00:00,2022-03-22 23:00:00,478.944,5852.271,5976.297,124.026,5373.327,3.609,17808.474
2022-03-22 23:00:00,2022-03-23 00:00:00,496.959,5873.188,6035.694,162.506,5376.229,3.119,17947.695
2022-03-23 00:00:00,2022-03-23 01:00:00,523.772,5848.637,5998.668,150.031,5324.865,2.934,17848.907
2022-03-23 01:00:00,2022-03-23 02:00:00,529.941,5488.196,5618.312,130.116,4958.255,2.552,16727.372
2022-03-23 02:00:00,2022-03-23 03:00:00,554.308,5061.436,5190.87,129.434,4507.128,2.756,15445.932
2022-03-23 03:00:00,2022-03-23 04:00:00,543.018,4912.1,5024.026,111.926,4369.082,2.953,14963.105
2022-03-23 04:00:00,2022-03-23 05:00:00,594.047,4682.903,4804.817,121.914,4088.856,3.067,14295.604
2022-03-23 05:00:00,2022-03-23 06:00:00,604.125,4001.339,4115.513,114.174,3397.214,3.49,12235.855
2022-03-23 06:00:00,2022-03-23 07:00:00,600.762,3488.742,3565.119,76.377,2887.98,3.993,10622.973
2022-03-23 07:00:00,2022-03-23 08:00:00,696.62,3691.857,3791.624,99.767,2995.237,4.158,11279.263
2022-03-23 08:00:00,2022-03-23 09:00:00,704.5,3636.612,3748.334,111.722,2932.112,3.745,11137.025
2022-03-23 09:00:00,2022-03-23 10:00:00,651.633,3617.951,3709.775,91.824,2966.318,3.643,11041.144
2022-03-23 10:00:00,2022-03-23 11:00:00,714.626,3886.7,3955.241,68.541,3172.074,3.745,11800.927
2022-03-23 11:00:00,2022-03-23 12:00:00,780.275,4121.32,4197.885,76.565,3341.045,3.656,12520.746
2022-03-23 12:00:00,2022-03-23 13:00:00,769.232,4543.996,4609.651,65.655,3774.764,3.754,13767.052
2022-03-23 13:00:00,2022-03-23 14:00:00,818.632,4554.559,4640.218,85.659,3735.927,3.64,13838.635
2022-03-23 14:00:00,2022-03-23 15:00:00,869.817,4793.064,4912.268,119.204,3923.247,3.459,14621.059
2022-03-23 15:00:00,2022-03-23 16:00:00,948.108,5437.512,5581.076,143.564,4489.404,3.855,16603.519
2022-03-23 16:00:00,2022-03-23 17:00:00,1023.485,6086.868,6224.353,137.485,5063.383,3.755,18539.329
2022-03-23 17:00:00,2022-03-23 18:00:00,1050.379,7080.652,7191.38,110.728,6030.273,3.863,21467.275
2022-03-23 18:00:00,2022-03-23 19:00:00,1065.229,7310.784,7523.433,212.649,6245.555,3.76,22361.41
2022-03-23 19:00:00,2022-03-23 20:00:00,1057.884,7340.982,7576.641,235.659,6283.098,4.245,22498.509
2022-03-23 20:00:00,2022-03-23 21:00:00,1055.367,7553.721,7818.099,264.378,6498.354,4.133,23194.052
2022-03-23 21:00:00,2022-03-23 22:00:00,1046.616,7546.562,7809.257,262.695,6499.946,3.82,23168.896
2022-03-23 22:00:00,2022-03-23 23:00:00,1027.659,7423.702,7686.855,263.153,6396.043,3.712,22801.124
2022-03-23 23:00:00,2022-03-24 00:00:00,1003.521,7277.214,7520.486,243.272,6273.693,3.03,22321.216
2022-03-24 00:00:00,2022-03-24 01:00:00,724.624,6696.186,6934.57,238.384,5971.562,3.234,20568.56
2022-03-24 01:00:00,2022-03-24 02:00:00,604.892,6254.45,6481.115,226.665,5649.558,2.654,19219.334
2022-03-24 02:00:00,2022-03-24 03:00:00,547.464,5905.511,6110.615,205.104,5358.047,2.846,18129.587
2022-03-24 03:00:00,2022-03-24 04:00:00,504.936,5764.069,5942.398,178.329,5259.133,2.754,17651.619
2022-03-24 04:00:00,2022-03-24 05:00:00,388.734,5607.613,5771.527,163.914,5218.879,2.947,17153.614
2022-03-24 05:00:00,2022-03-24 06:00:00,275.694,5264.523,5434.25,169.727,4988.829,3.672,16136.695
2022-03-24 06:00:00,2022-03-24 07:00:00,275.768,4776.372,4946.905,170.533,4500.604,4.094,14674.276
2022-03-24 07:00:00,2022-03-24 08:00:00,246.693,4180.165,4387.302,207.137,3933.472,4.055,12958.824
2022-03-24 08:00:00,2022-03-24 09:00:00,210.604,3762.984,3901.71,138.726,3552.38,3.857,11570.261
2022-03-24 09:00:00,2022-03-24 10:00:00,138.523,3611.194,3746.215,135.021,3472.671,3.951,11107.575
2022-03-24 10:00:00,2022-03-24 11:00:00,128.783,3303.511,3486.639,183.128,3174.728,3.745,10280.534
2022-03-24 11:00:00,2022-03-24 12:00:00,101.497,3699.012,3894.712,195.7,3597.515,4.036,11492.472
2022-03-24 12:00:00,2022-03-24 13:00:00,87.375,3808.788,3984.569,175.781,3721.413,3.831,11781.757
2022-03-24 13:00:00,2022-03-24 14:00:00,71.59,3712.987,3863.747,150.76,3641.397,3.734,11444.215
2022-03-24 14:00:00,2022-03-24 15:00:00,95.761,3732.792,3867.627,134.835,3637.031,3.925,11471.971
2022-03-24 15:00:00,2022-03-24 16:00:00,106.808,3755.647,3943.528,187.881,3648.839,3.75,11646.453
2022-03-24 16:00:00,2022-03-24 17:00:00,129.401,3614.974,3810.468,195.494,3485.573,3.842,11239.752
2022-03-24 17:00:00,2022-03-24 18:00:00,149.007,3779.895,3952.894,172.999,3630.888,4.056,11689.739
2022-03-24 18:00:00,2022-03-24 19:00:00,212.444,3767.014,3958.605,191.591,3554.57,4.052,11688.276
2022-03-24 19:00:00,2022-03-24 20:00:00,193.585,3884.142,4158.594,274.452,3690.557,4.052,12205.382
2022-03-24 20:00:00,2022-03-24 21:00:00,279.445,3873.669,4173.432,299.763,3594.224,3.83,12224.363
2022-03-24 21:00:00,2022-03-24 22:00:00,545.231,3924.923,4137.411,212.488,3379.692,3.424,12203.169
2022-03-24 22:00:00,2022-03-24 23:00:00,425.695,3828.981,4027.226,198.245,3403.286,3.214,11886.647
2022-03-24 23:00:00,2022-03-25 00:00:00,331.202,3560.278,3784.595,224.317,3229.076,2.833,11132.301
2022-03-25 00:00:00,2022-03-25 01:00:00,318.285,3533.661,3750.094,216.433,3215.376,2.736,11036.585
2022-03-25 01:00:00,2022-03-25 02:00:00,308.599,3458.649,3677.483,218.834,3150.05,2.449,10816.064
2022-03-25 02:00:00,2022-03-25 03:00:00,351.077,3536.579,3741.042,204.463,3185.502,2.449,11021.112
2022-03-25 03:00:00,2022-03-25 04:00:00,369.275,3576.241,3771.428,195.187,3206.966,2.549,11121.646
2022-03-25 04:00:00,2022-03-25 05:00:00,319.517,3434.182,3615.667,181.485,3114.665,2.752,10668.268
2022-03-25 05:00:00,2022-03-25 06:00:00,339.621,3488.516,3564.929,76.413,3148.895,2.976,10621.350
2022-03-25 06:00:00,2022-03-25 07:00:00,364.772,3857.864,3948.321,90.457,3493.092,3.583,11758.089
2022-03-25 07:00:00,2022-03-25 08:00:00,393.788,4226.449,4299.27,72.821,3832.661,3.852,12828.841
2022-03-25 08:00:00,2022-03-25 09:00:00,399.366,4088.331,4154.753,66.422,3688.965,3.936,12401.773
2022-03-25 09:00:00,2022-03-25 10:00:00,446.43,4290.596,4364.022,73.426,3844.166,3.925,13022.565
2022-03-25 10:00:00,2022-03-25 11:00:00,489.671,4656.133,4738.784,82.651,4166.462,3.629,14137.330
2022-03-25 11:00:00,2022-03-25 12:00:00,487.597,5723.534,5846.27,122.736,5235.937,3.535,17419.609
2022-03-25 12:00:00,2022-03-25 13:00:00,469.496,6529.546,6637.795,108.249,6060.05,3.634,19808.77
2022-03-25 13:00:00,2022-03-25 14:00:00,472.46,7383.02,7470.395,87.375,6910.56,3.238,22327.048
2022-03-25 14:00:00,2022-03-25 15:00:00,494.225,7883.104,7968.107,85.003,7388.879,3.742,23823.060
2022-03-25 15:00:00,2022-03-25 16:00:00,526.702,8126.092,8208.343,82.251,7599.39,3.447,24546.225
2022-03-25 16:00:00,2022-03-25 17:00:00,535.401,8261.883,8363.55,101.667,7726.482,3.348,24992.331
2022-03-25 17:00:00,2022-03-25 18:00:00,522.553,8350.755,8470.728,119.973,7828.202,3.053,25295.264
2022-03-25 18:00:00,2022-03-25 19:00:00,545.184,8177.359,8297.878,120.519,7632.175,3.546,24776.661
2022-03-25 19:00:00,2022-03-25 20:00:00,520.582,8247.214,8350.253,103.039,7726.632,3.466,24951.186
2022-03-25 20:00:00,2022-03-25 21:00:00,561.811,8328.155,8430.559,102.404,7766.344,3.637,25192.910
2022-03-25 21:00:00,2022-03-25 22:00:00,628.385,8455.281,8577.3,122.019,7826.896,3.729,25613.61
2022-03-25 22:00:00,2022-03-25 23:00:00,612.499,8164.156,8307.059,142.903,7551.657,3.519,24781.793
2022-03-25 23:00:00,2022-03-26 00:00:00,629.229,7771.909,7932.704,160.795,7142.68,3.329,23640.646
2022-03-26 00:00:00,2022-03-26 01:00:00,579.525,7195.924,7365.142,169.218,6616.399,3.131,21929.339
2022-03-26 01:00:00,2022-03-26 02:00:00,510.408,7295.39,7490.794,195.404,6784.982,3.037,22280.015
2022-03-26 02:00:00,2022-03-26 03:00:00,498.485,7680.337,7846.894,166.557,7181.852,3.146,23377.271
2022-03-26 03:00:00,2022-03-26 04:00:00,489.487,7600.259,7792.15,191.891,7110.772,3.146,23187.705
2022-03-26 04:00:00,2022-03-26 05:00:00,382.918,7447.352,7647.772,200.42,7064.434,3.258,22746.154
2022-03-26 05:00:00,2022-03-26 06:00:00,313.928,7485.669,7683.912,198.243,7171.741,3.566,22857.059
2022-03-26 06:00:00,2022-03-26 07:00:00,415.904,7614.305,7857.037,242.732,7198.401,4.064,23332.443
2022-03-26 07:00:00,2022-03-26 08:00:00,483.434,7578.057,7826.987,248.93,7094.623,4.154,23236.185
2022-03-26 08:00:00,2022-03-26 09:00:00,457.606,7723.542,7988.85,265.308,7265.936,4.331,23705.573
2022-03-26 09:00:00,2022-03-26 10:00:00,582.384,7867.551,8146.821,279.27,7285.167,4.515,24165.708
2022-03-26 10:00:00,2022-03-26 11:00:00,611.201,8120.824,8423.923,303.099,7509.623,4.313,24972.983
2022-03-26 11:00:00,2022-03-26 12:00:00,564.881,8200.008,8498.023,298.015,7635.127,4.317,25200.371
2022-03-26 12:00:00,2022-03-26 13:00:00,488.388,8155.215,8459.411,304.196,7666.827,3.816,25077.853
2022-03-26 13:00:00,2022-03-26 14:00:00,467.042,8167.744,8471.24,303.496,7700.702,3.73,25113.954
2022-03-26 14:00:00,2022-03-26 15:00:00,465.166,8177.267,8482.321,305.054,7712.101,3.73,25145.639
2022-03-26 15:00:00,2022-03-26 16:00:00,514.163,8104.029,8401.868,297.839,7589.866,3.329,24911.094
2022-03-26 16:00:00,2022-03-26 17:00:00,564.548,7972.453,8273.826,301.373,7407.905,3.441,24523.546
2022-03-26 17:00:00,2022-03-26 18:00:00,640.998,7733.974,8038.507,304.533,7092.976,3.444,23814.432
2022-03-26 18:00:00,2022-03-26 19:00:00,624.849,7354.938,7656.996,302.058,6730.089,3.963,22672.893
2022-03-26 19:00:00,2022-03-26 20:00:00,743.769,6825.504,7097.679,272.175,6081.735,4.664,21025.526
2022-03-26 20:00:00,2022-03-26 21:00:00,763.042,5737.032,5997.896,260.864,4973.99,5.019,17737.843
2022-03-26 21:00:00,2022-03-26 22:00:00,808.826,5285.167,5573.873,288.706,4476.341,4.715,16437.628
2022-03-26 22:00:00,2022-03-26 23:00:00,834.85,4972.664,5234.282,261.618,4137.814,4.804,15446.032
2022-03-26 23:00:00,2022-03-27 00:00:00,857.242,4604.298,4858.349,254.051,3747.056,4.595,14325.591
2022-03-27 00:00:00,2022-03-27 01:00:00,847.463,4221.53,4404.551,183.021,3374.067,4.407,13035.039
2022-03-27 01:00:00,2022-03-27 02:00:00,829.908,4315.93,4492.755,176.825,3486.022,4.513,13305.953
2022-03-27 02:00:00,2022-03-27 03:00:00,754.986,4291.369,4481.983,190.614,3536.383,4.718,13260.053
2022-03-27 03:00:00,2022-03-27 04:00:00,726.265,4373.038,4561.271,188.233,3646.773,4.632,13500.212
2022-03-27 04:00:00,2022-03-27 05:00:00,729.601,4980.127,5179.093,198.966,4250.526,4.931,15343.244
2022-03-27 05:00:00,2022-03-27 06:00:00,749.114,5257.128,5447.992,190.864,4508.014,5.241,16158.353
2022-03-27 06:00:00,2022-03-27 07:00:00,740.274,5116.542,5320.477,203.935,4376.268,5.352,15762.848
